ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
572	104_day	day	2	Bukusu E.31c	sùkù	sùkù	s ù/u k ù/u	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 1 7	AXBZ	SYKY	3	3.S.C 3.Y.V 3.K.C 3.Y.V	2.0 1.5 1.75 0.8	sù/ukù/u	0	1137
995	104_day	day	3	Koyo C.24	kɔ̀	kɔ̀	k ɔ̀/ɔ	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7	AX	KU	4	4.K.C 4.U.V	2.0 1.5	kɔ̀/ɔ	0	1138
1387	104_day	day	4	Bemba M.42	ʃíkú	ʃíkú	ʃ í/i k ú/u	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 1 7	AXBZ	SIKY	5	5.S.C 5.I.V 5.K.C 5.Y.V	2.0 1.5 1.75 0.8	ʃí/ikú/u	0	1137
1793	104_day	day	5	Basaa A.43a	kɛ́l	kɛ́l	k ɛ́/ɛ l	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 5	AXN	KEL	6	6.K.C 6.E.V 6.L.c	2.0 1.5 0.8	kɛ́/ɛl	0	1139
2213	104_day	day	6	Asu G.22	sí	sí	s í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	sí/i	0	1140
2693	104_day	day	7	Rumanyo (Gciriku) K.38	ûkù	ûkù	û/u k ù/u	diri1252	-18.1681	20.6678	Atlantic-Congo	7 1 7	XBZ	YKY	8	8.Y.V 8.K.C 8.Y.V	1.5 1.75 0.8	û/ukù/u	0	1141
3116	104_day	day	8	Lega D.25	ndì	ndì	n d ì/i	lega1249	-3.83196	27.1424	Atlantic-Congo	4 1 7	ACZ	NTI	9	9.N.C 9.T.C 9.I.V	2.0 1.5 0.8	ndì/i	0	1142
3498	104_day	day	9	Tswana S.30	tsàtsí	tsàtsí	ts à/a ts í/i	tswa1253	-24.368	24.7587	Atlantic-Congo	2 7 2 7	AXBZ	CACI	10	10.C.C 10.A.V 10.C.C 10.I.V	2.0 1.5 1.75 0.8	tsà/atsí/i	0	1143
3921	104_day	day	10	Yao P.21	síkú	síkú	s í/i k ú/u	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 1 7	AXBZ	SIKY	2	2.S.C 2.I.V 2.K.C 2.Y.V	2.0 1.5 1.75 0.8	sí/ikú/u	0	1137
113	105_daytime	daytime	1	Kinyamwezi F22	lɩ̀ɩ̀mìí	lɩ̀ɩ̀mìí	l ɩ̀/i ɩ̀/i m ì/i í/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	5 7 7 4 7 7	AXYBYZ	LIIMII	1	1.L.C 1.I.V 1.I.V 1.M.C 1.I.V 1.I.V	2.0 1.5 1.3 1.75 1.3 0.8	lɩ̀/iɩ̀/imì/ií/i	0	1148
573	105_daytime	daytime	2	Bukusu E.31c	ɲììŋgà	ɲììŋgà	ɲ ìì ŋ g à/a	buku1249	0.68043	34.7719	Atlantic-Congo	4 7 4 1 7	AXMBZ	NINKA	3	3.N.C 3.I.V 3.N.c 3.K.C 3.A.V	2.0 1.5 1.1 1.75 0.8	ɲììŋgà/a	0	1150
996	105_daytime	daytime	3	Koyo C.24	sá	sá	s á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	sá/a	0	1151
1388	105_daytime	daytime	4	Bemba M.42	lòl	lòl	l ò/o l	bemb1257	-10.6122	29.2993	Atlantic-Congo	5 7 5	AXN	LUL	5	5.L.C 5.U.V 5.L.c	2.0 1.5 0.8	lò/ol	0	1152
1794	105_daytime	daytime	5	Basaa A.43a	mǔs	mǔs	m ǔ/u s	basa1284	3.80765	10.4213	Atlantic-Congo	4 7 3	AXN	MYS	6	6.M.C 6.Y.V 6.S.c	2.0 1.5 0.8	mǔ/us	0	1153
2214	105_daytime	daytime	6	Asu G.22	sí	sí	s í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	sí/i	1	1151
2694	105_daytime	daytime	7	Rumanyo (Gciriku) K.38	wí	wí	w í/i	diri1252	-18.1681	20.6678	Atlantic-Congo	6 7	AX	WI	8	8.W.C 8.I.V	2.0 1.5	wí/i	0	1154
3117	105_daytime	daytime	8	Lega D.25	sɩ́	sɩ́	s ɩ́/i	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7	AX	SI	9	9.S.C 9.I.V	2.0 1.5	sɩ́/i	0	1151
3499	105_daytime	daytime	9	Tswana S.30	tsàtsí	tsàtsí	ts à/a ts í/i	tswa1253	-24.368	24.7587	Atlantic-Congo	2 7 2 7	AXBZ	CACI	10	10.C.C 10.A.V 10.C.C 10.I.V	2.0 1.5 1.75 0.8	tsà/atsí/i	1	1155
3922	105_daytime	daytime	10	Yao P.21	mùúsì	mùúsì	m ù/u ú/u s ì/i	yaoo1241	-13.6119	35.2387	Atlantic-Congo	4 7 7 3 7	AXYBZ	MYYSI	2	2.M.C 2.Y.V 2.Y.V 2.S.C 2.I.V	2.0 1.5 1.3 1.75 0.8	mù/uú/usì/i	0	1149
114	106_defecate	defecate	1	Kinyamwezi F22	ɲà	ɲà	ɲ à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	4 7	AX	NA	1	1.N.C 1.A.V	2.0 1.5	ɲà/a	0	1159
574	106_defecate	defecate	2	Bukusu E.31c	njà	njà	n j à/a	buku1249	0.68043	34.7719	Atlantic-Congo	4 6 7	ACX	NJA	3	3.N.C 3.J.C 3.A.V	2.0 1.5 1.5	njà/a	0	1160
1389	106_defecate	defecate	4	Bemba M.42	ɲ	ɲ	ɲ	bemb1257	-10.6122	29.2993	Atlantic-Congo	4	A	N	5	5.N.C	2.0	ɲ	0	1159
1795	106_defecate	defecate	5	Basaa A.43a	ɓɛ́ɛ́	ɓɛ́ɛ́	ɓ ɛ́/ɛ ɛ́/ɛ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 7	AXZ	PEE	6	6.P.C 6.E.V 6.E.V	2.0 1.5 0.8	ɓɛ́/ɛɛ́/ɛ	0	1161
2215	106_defecate	defecate	6	Asu G.22	ɲa	ɲa	ɲ a	asut1235	-4.17978	37.8323	Atlantic-Congo	4 7	AX	NA	7	7.N.C 7.A.V	2.0 1.5	ɲa	0	1159
2695	106_defecate	defecate	7	Rumanyo (Gciriku) K.38	ɲá	ɲá	ɲ á/a	diri1252	-18.1681	20.6678	Atlantic-Congo	4 7	AX	NA	8	8.N.C 8.A.V	2.0 1.5	ɲá/a	0	1159
3118	106_defecate	defecate	8	Lega D.25	ɲènà	ɲènà	ɲ è/e n à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	4 7 4 7	AXBZ	NENA	9	9.N.C 9.E.V 9.N.C 9.A.V	2.0 1.5 1.75 0.8	ɲè/enà/a	0	1162
3500	106_defecate	defecate	9	Tswana S.30	ɲ̀ɲɛ̀là	ɲ̀ɲɛ̀là	ɲ̀/ɲ ɲ ɛ̀/ɛ l à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	4 4 7 5 7	ACYBZ	NNELA	10	10.N.C 10.N.C 10.E.V 10.L.C 10.A.V	2.0 1.5 1.3 1.75 0.8	ɲ̀/ɲɲɛ̀/ɛlà/a	0	1163
3923	106_defecate	defecate	10	Yao P.21	ɲa	ɲa	ɲ a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	4 7	AX	NA	2	2.N.C 2.A.V	2.0 1.5	ɲa	0	1159
3924	106_defecate	defecate	10	Yao P.21	aapuka	aapuka	a a p u k a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	7 7 1 7 1 7	XYBYBZ	AAPYKA	2	2.A.V 2.A.V 2.P.C 2.Y.V 2.K.C 2.A.V	1.5 1.3 1.75 1.3 1.75 0.8	aapuka	0	1164
997	107_destroy	destroy	3	Koyo C.24	bònʤ̑à	bònʤ̑à	b ò/o n dʒ à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 4 1 7	AXMBZ	PUNTA	4	4.P.C 4.U.V 4.N.c 4.T.C 4.A.V	2.0 1.5 1.1 1.75 0.8	bò/ondʒà/a	0	1171
1390	107_destroy	destroy	4	Bemba M.42	fìt	fìt	f ì/i t	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 1	AXN	BIT	5	5.B.C 5.I.V 5.T.c	2.0 1.5 0.8	fì/it	0	1172
1796	107_destroy	destroy	5	Basaa A.43a	ɓók	ɓók	ɓ ó/o k	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 1	AXN	PUK	6	6.P.C 6.U.V 6.K.c	2.0 1.5 0.8	ɓó/ok	1	1173
2216	107_destroy	destroy	6	Asu G.22	bunta	bunta	b u n t a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 1 7	AXMBZ	PYNTA	7	7.P.C 7.Y.V 7.N.c 7.T.C 7.A.V	2.0 1.5 1.1 1.75 0.8	bunta	0	1171
2217	107_destroy	destroy	6	Asu G.22	ɣomoa	ɣomoa	ɣ o m o a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 4 7 7	AXBYZ	GUMUA	7	7.G.C 7.U.V 7.M.C 7.U.V 7.A.V	2.0 1.5 1.75 1.3 0.8	ɣomoa	0	1176
2696	107_destroy	destroy	7	Rumanyo (Gciriku) K.38	dóŋgònònà	dóŋgònònà	d ó/o ŋ g ò/o n ò/o n à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 4 1 7 4 7 4 7	AXMBYBYBZ	TUNKUNUNA	8	8.T.C 8.U.V 8.N.c 8.K.C 8.U.V 8.N.C 8.U.V 8.N.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	dó/oŋgò/onò/onà/a	0	1174
3501	107_destroy	destroy	9	Tswana S.30	sɩ́ɲá	sɩ́ɲá	s ɩ́/i ɲ á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	3 7 4 7	AXBZ	SINA	10	10.S.C 10.I.V 10.N.C 10.A.V	2.0 1.5 1.75 0.8	sɩ́/iɲá/a	0	1175
3925	107_destroy	destroy	10	Yao P.21	pasula	pasula	p a s u l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 3 7 5 7	AXBYBZ	PASYLA	2	2.P.C 2.A.V 2.S.C 2.Y.V 2.L.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pasula	0	1170
115	108_die	die	1	Kinyamwezi F22	fàá	fàá	f à/a á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7	AXZ	BAA	1	1.B.C 1.A.V 1.A.V	2.0 1.5 0.8	fà/aá/a	0	1179
116	108_die	die	1	Kinyamwezi F22	gùlààlà	gùlààlà	g ù/u l à/a à/a l à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 5 7 7 5 7	AXBYYBZ	KYLAALA	1	1.K.C 1.Y.V 1.L.C 1.A.V 1.A.V 1.L.C 1.A.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	gù/ulà/aà/alà/a	0	1186
117	108_die	die	1	Kinyamwezi F22	gàjà	gàjà	g à/a j à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 6 7	AXBZ	KAJA	1	1.K.C 1.A.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	gà/ajà/a	0	1187
575	108_die	die	2	Bukusu E.31c	fwà	fwà	f w à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 6 7	ACX	BWA	3	3.B.C 3.W.C 3.A.V	2.0 1.5 1.5	fwà/a	0	1181
998	108_die	die	3	Koyo C.24	wáà	wáà	w á à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	6 7 7	AXZ	WAA	4	4.W.C 4.A.V 4.A.V	2.0 1.5 0.8	wáà/a	0	1182
1391	108_die	die	4	Bemba M.42	fw	fw	f w	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 6	AC	BW	5	5.B.C 5.W.C	2.0 1.5	fw	0	1181
1797	108_die	die	5	Basaa A.43a	wɔ́	wɔ́	w ɔ́/ɔ	basa1284	3.80765	10.4213	Atlantic-Congo	6 7	AX	WU	6	6.W.C 6.U.V	2.0 1.5	wɔ́/ɔ	0	1183
2218	108_die	die	6	Asu G.22	fwá	fwá	f w á/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 6 7	ACX	BWA	7	7.B.C 7.W.C 7.A.V	2.0 1.5 1.5	fwá/a	0	1181
2697	108_die	die	7	Rumanyo (Gciriku) K.38	hánùnà	hánùnà	h á n ù/u n à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 4 7 4 7	AXBYBZ	HANYNA	8	8.H.C 8.A.V 8.N.C 8.Y.V 8.N.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hánù/unà/a	0	1184
3119	108_die	die	8	Lega D.25	kwá	kwá	k w á/a	lega1249	-3.83196	27.1424	Atlantic-Congo	1 6 7	ACX	KWA	9	9.K.C 9.W.C 9.A.V	2.0 1.5 1.5	kwá/a	1	1180
3502	108_die	die	9	Tswana S.30	swá	swá	s w á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	3 6 7	ACX	SWA	10	10.S.C 10.W.C 10.A.V	2.0 1.5 1.5	swá/a	0	1185
3926	108_die	die	10	Yao P.21	wa	wa	w a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	6 7	AX	WA	2	2.W.C 2.A.V	2.0 1.5	wa	0	1180
118	109_dig	dig	1	Kinyamwezi F22	sɩ̀ɩ̀mbà	sɩ̀ɩ̀mbà	s ɩ̀/i ɩ̀/i m b à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7 4 1 7	AXYMBZ	SIIMPA	1	1.S.C 1.I.V 1.I.V 1.M.c 1.P.C 1.A.V	2.0 1.5 1.3 1.1 1.75 0.8	sɩ̀/iɩ̀/imbà/a	0	1192
576	109_dig	dig	2	Bukusu E.31c	ààkà	ààkà	à/a à/a k à/a	buku1249	0.68043	34.7719	Atlantic-Congo	7 7 1 7	XYBZ	AAKA	3	3.A.V 3.A.V 3.K.C 3.A.V	1.5 1.3 1.75 0.8	à/aà/akà/a	0	1194
577	109_dig	dig	2	Bukusu E.31c	lìmà	lìmà	l ì/i m à/a	buku1249	0.68043	34.7719	Atlantic-Congo	5 7 4 7	AXBZ	LIMA	3	3.L.C 3.I.V 3.M.C 3.A.V	2.0 1.5 1.75 0.8	lì/imà/a	1	1201
999	109_dig	dig	3	Koyo C.24	tímà	tímà	t í/i m à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 4 7	AXBZ	TIMA	4	4.T.C 4.I.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	tí/imà/a	0	1195
1392	109_dig	dig	4	Bemba M.42	ìmb	ìmb	ì/i m b	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 4 1	XLN	IMP	5	5.I.V 5.M.c 5.P.c	1.5 1.1 0.8	ì/imb	0	1196
1798	109_dig	dig	5	Basaa A.43a	tém	tém	t é/e m	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	TEM	6	6.T.C 6.E.V 6.M.c	2.0 1.5 0.8	té/em	0	1197
1799	109_dig	dig	5	Basaa A.43a	sò	sò	s ò/o	basa1284	3.80765	10.4213	Atlantic-Congo	3 7	AX	SU	6	6.S.C 6.U.V	2.0 1.5	sò/o	0	1202
2219	109_dig	dig	6	Asu G.22	fòrà	fòrà	f ò/o r à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 5 7	AXBZ	BURA	7	7.B.C 7.U.V 7.R.C 7.A.V	2.0 1.5 1.75 0.8	fò/orà/a	0	1198
2698	109_dig	dig	7	Rumanyo (Gciriku) K.38	tímà	tímà	t í/i m à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 4 7	AXBZ	TIMA	8	8.T.C 8.I.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	tí/imà/a	0	1195
3120	109_dig	dig	8	Lega D.25	ʊ̀mbà	ʊ̀mbà	ʊ̀/ʊ m b à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	7 4 1 7	XMBZ	YMPA	9	9.Y.V 9.M.c 9.P.C 9.A.V	1.5 1.1 1.75 0.8	ʊ̀/ʊmbà/a	0	1199
3503	109_dig	dig	9	Tswana S.30	ɛ̀pà	ɛ̀pà	ɛ̀/ɛ p à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	7 1 7	XBZ	EPA	10	10.E.V 10.P.C 10.A.V	1.5 1.75 0.8	ɛ̀/ɛpà/a	0	1200
3927	109_dig	dig	10	Yao P.21	sola	sola	s o l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 5 7	AXBZ	SULA	2	2.S.C 2.U.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	sola	0	1193
578	110_diminishgrowless	diminish, grow less	2	Bukusu E.31c	wèlèlèlà	wèlèlèlà	w è/e l è/e l è/e l à/a	buku1249	0.68043	34.7719	Atlantic-Congo	6 7 5 7 5 7 5 7	AXBYBYBZ	WELELELA	3	3.W.C 3.E.V 3.L.C 3.E.V 3.L.C 3.E.V 3.L.C 3.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wè/elè/elè/elà/a	0	1206
1000	110_diminishgrowless	diminish, grow less	3	Koyo C.24	sùnʤ̑ìnà	sùnʤ̑ìnà	s ù/u n dʒ ì/i n à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7 4 1 7 4 7	AXMBYBZ	SYNTINA	4	4.S.C 4.Y.V 4.N.c 4.T.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	sù/undʒì/inà/a	0	1207
1800	110_diminishgrowless	diminish, grow less	5	Basaa A.43a	sòs	sòs	s ò/o s	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 3	AXN	SUS	6	6.S.C 6.U.V 6.S.c	2.0 1.5 0.8	sò/os	0	1208
2220	110_diminishgrowless	diminish, grow less	6	Asu G.22	húŋgùà	húŋgùà	h ú/u ŋ g ù/u à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 4 1 7 7	AXMBYZ	HYNKYA	7	7.H.C 7.Y.V 7.N.c 7.K.C 7.Y.V 7.A.V	2.0 1.5 1.1 1.75 1.3 0.8	hú/uŋgù/uà/a	0	1209
2699	110_diminishgrowless	diminish, grow less	7	Rumanyo (Gciriku) K.38	dîdìpìtà	dîdìpìtà	d î d ì/i p ì/i t à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 1 7 1 7 1 7	AXBYBYBZ	TITIPITA	8	8.T.C 8.I.V 8.T.C 8.I.V 8.P.C 8.I.V 8.T.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	dîdì/ipì/ità/a	0	1210
2700	110_diminishgrowless	diminish, grow less	7	Rumanyo (Gciriku) K.38	ʃêʃùpèkà	ʃêʃùpèkà	ʃ ê/e ʃ ù/u p è/e k à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 3 7 1 7 1 7	AXBYBYBZ	SESYPEKA	8	8.S.C 8.E.V 8.S.C 8.Y.V 8.P.C 8.E.V 8.K.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʃê/eʃù/upè/ekà/a	0	1213
2701	110_diminishgrowless	diminish, grow less	7	Rumanyo (Gciriku) K.38	têpùrà	têpùrà	t ê/e p ù/u r à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 1 7 5 7	AXBYBZ	TEPYRA	8	8.T.C 8.E.V 8.P.C 8.Y.V 8.R.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tê/epù/urà/a	0	1214
3121	110_diminishgrowless	diminish, grow less	8	Lega D.25	ségà	ségà	s é/e g à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 1 7	AXBZ	SEKA	9	9.S.C 9.E.V 9.K.C 9.A.V	2.0 1.5 1.75 0.8	sé/egà/a	0	1211
3504	110_diminishgrowless	diminish, grow less	9	Tswana S.30	ŋɔ́tɬá	ŋɔ́tɬá	ŋ ɔ́/ɔ tɬ á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	4 7 1 7	AXBZ	NUTA	10	10.N.C 10.U.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	ŋɔ́/ɔtɬá/a	0	1212
3928	110_diminishgrowless	diminish, grow less	10	Yao P.21	puuŋgula	puuŋgula	p u u ŋ g u l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 7 4 1 7 5 7	AXYMBYBZ	PYYNKYLA	2	2.P.C 2.Y.V 2.Y.V 2.N.c 2.K.C 2.Y.V 2.L.C 2.A.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 0.8	puuŋgula	0	1205
119	111_divide	divide	1	Kinyamwezi F22	gàβà	gàβà	g à/a β à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 3 7	AXBZ	KABA	1	1.K.C 1.A.V 1.B.C 1.A.V	2.0 1.5 1.75 0.8	gà/aβà/a	0	1216
579	111_divide	divide	2	Bukusu E.31c	kàßà	kàßà	k à/a β à/a	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 3 7	AXBZ	KABA	3	3.K.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.75 0.8	kà/aβà/a	0	1216
1001	111_divide	divide	3	Koyo C.24	kàbà	kàbà	k à/a b à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 1 7	AXBZ	KAPA	4	4.K.C 4.A.V 4.P.C 4.A.V	2.0 1.5 1.75 0.8	kà/abà/a	0	1216
1393	111_divide	divide	4	Bemba M.42	àkàn	àkàn	à/a k à/a n	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 1 7 4	XBYN	AKAN	5	5.A.V 5.K.C 5.A.V 5.N.c	1.5 1.75 1.3 0.8	à/akà/an	0	1217
1801	111_divide	divide	5	Basaa A.43a	kàp	kàp	k à/a p	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 1	AXN	KAP	6	6.K.C 6.A.V 6.P.c	2.0 1.5 0.8	kà/ap	0	1218
2221	111_divide	divide	6	Asu G.22	ɣàvà	ɣàvà	ɣ à/a v à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 3 7	AXBZ	GABA	7	7.G.C 7.A.V 7.B.C 7.A.V	2.0 1.5 1.75 0.8	ɣà/avà/a	0	1216
2702	111_divide	divide	7	Rumanyo (Gciriku) K.38	háŋgùrà	háŋgùrà	h á ŋ g ù/u r à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 4 1 7 5 7	AXMBYBZ	HANKYRA	8	8.H.C 8.A.V 8.N.c 8.K.C 8.Y.V 8.R.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	háŋgù/urà/a	0	1219
2703	111_divide	divide	7	Rumanyo (Gciriku) K.38	távùrà	távùrà	t á v ù/u r à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 3 7 5 7	AXBYBZ	TABYRA	8	8.T.C 8.A.V 8.B.C 8.Y.V 8.R.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	távù/urà/a	0	1221
3122	111_divide	divide	8	Lega D.25	bègànà	bègànà	b è/e g à/a n à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 1 7 4 7	AXBYBZ	PEKANA	9	9.P.C 9.E.V 9.K.C 9.A.V 9.N.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bè/egà/anà/a	0	1220
3505	111_divide	divide	9	Tswana S.30	àbà	àbà	à/a b à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	7 1 7	XBZ	APA	10	10.A.V 10.P.C 10.A.V	1.5 1.75 0.8	à/abà/a	0	1216
3929	111_divide	divide	10	Yao P.21	gavaɲa	gavaɲa	g a v a ɲ a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 3 7 4 7	AXBYBZ	KABANA	2	2.K.C 2.A.V 2.B.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	gavaɲa	0	1216
120	112_dog	dog	1	Kinyamwezi F22	bwàá	bwàá	b w à/a á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 6 7 7	ACXZ	PWAA	1	1.P.C 1.W.C 1.A.V 1.A.V	2.0 1.5 1.5 0.8	bwà/aá/a	0	1228
580	112_dog	dog	2	Bukusu E.31c	bwà	bwà	b w à/a	buku1249	0.68043	34.7719	Atlantic-Congo	1 6 7	ACX	PWA	3	3.P.C 3.W.C 3.A.V	2.0 1.5 1.5	bwà/a	0	1228
1002	112_dog	dog	3	Koyo C.24	mbwándé	mbwándé	m b w á n d é/e	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 1 6 7 4 1 7	ACCYMBZ	MPWANTE	4	4.M.C 4.P.C 4.W.C 4.A.V 4.N.c 4.T.C 4.E.V	2.0 1.5 1.5 1.3 1.1 1.75 0.8	mbwándé/e	0	1229
1394	112_dog	dog	4	Bemba M.42	bwá	bwá	b w á/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 6 7	ACX	PWA	5	5.P.C 5.W.C 5.A.V	2.0 1.5 1.5	bwá/a	0	1228
1802	112_dog	dog	5	Basaa A.43a	gwɔ́	gwɔ́	g w ɔ́/ɔ	basa1284	3.80765	10.4213	Atlantic-Congo	1 6 7	ACX	KWU	6	6.K.C 6.W.C 6.U.V	2.0 1.5 1.5	gwɔ́/ɔ	0	1230
2222	112_dog	dog	6	Asu G.22	gúró	gúró	g ú/u r ó/o	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 5 7	AXBZ	KYRU	7	7.K.C 7.Y.V 7.R.C 7.U.V	2.0 1.5 1.75 0.8	gú/uró/o	0	1231
2704	112_dog	dog	7	Rumanyo (Gciriku) K.38	bwà	bwà	b w à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 6 7	ACX	PWA	8	8.P.C 8.W.C 8.A.V	2.0 1.5 1.5	bwà/a	0	1228
3123	112_dog	dog	8	Lega D.25	bwá	bwá	b w á/a	lega1249	-3.83196	27.1424	Atlantic-Congo	1 6 7	ACX	PWA	9	9.P.C 9.W.C 9.A.V	2.0 1.5 1.5	bwá/a	0	1228
3506	112_dog	dog	9	Tswana S.30	ɲ̀tʃá	ɲ̀tʃá	ɲ̀/ɲ tʃ á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	4 1 7	ACZ	NTA	10	10.N.C 10.T.C 10.A.V	2.0 1.5 0.8	ɲ̀/ɲtʃá/a	0	1232
3930	112_dog	dog	10	Yao P.21	bwá	bwá	b w á/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 6 7	ACX	PWA	2	2.P.C 2.W.C 2.A.V	2.0 1.5 1.5	bwá/a	0	1228
121	113_donkey	donkey	1	Kinyamwezi F22	zɔ̀βɛ́	zɔ̀βɛ́	z ɔ̀/ɔ β ɛ́/ɛ	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 3 7	AXBZ	SUBE	1	1.S.C 1.U.V 1.B.C 1.E.V	2.0 1.5 1.75 0.8	zɔ̀/ɔβɛ́/ɛ	0	1239
