index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
3	0.7500	2	0.5000	153	184	ŋ	a̰	l	∅	³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																							185	ŋ	a̰	l	∅	³⁴	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	186	-	a̰	l	∅	³	∅	∅	_	A	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																													187	ŋ	a̰	l	∅	⁵³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅
4	1.0000	1	0.2500	153	184	³	ŋ	a̰	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																							185	³⁴	ŋ	a̰	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅	186	³	-	a̰	l	∅	∅	∅	_	_	A	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																													187	⁵³	ŋ	a̰	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅
1	0.2000	5	1.0000	155																																													188	dʒ	∅	∅	∅	-	ɛ	-	T	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																																																			189	d	∅	∅	∅	z	u	ŋ	T	∅	∅	∅	S	Y	N	1	∅	∅	∅	3	7	4
2	0.4000	4	0.8000	155																																													188	-	dʒ	∅	∅	ɛ	-	⁵	_	T	∅	∅	E	_	_	0	1	∅	∅	7	0	0																																																																			189	z	d	∅	∅	u	ŋ	³	S	T	∅	∅	Y	N	_	3	1	∅	∅	7	4	0
3	0.6000	3	0.6000	155																																													188	ɛ	-	dʒ	∅	-	⁵	∅	E	_	T	∅	_	_	∅	7	0	1	∅	0	0	∅																																																																			189	u	z	d	∅	ŋ	³	∅	Y	S	T	∅	N	_	∅	7	3	1	∅	4	0	∅
4	0.8000	2	0.4000	155																																													188	-	ɛ	-	dʒ	⁵	∅	∅	_	E	_	T	_	∅	∅	0	7	0	1	0	∅	∅																																																																			189	ŋ	u	z	d	³	∅	∅	N	Y	S	T	_	∅	∅	4	7	3	1	0	∅	∅
5	1.0000	1	0.2000	155																																													188	⁵	-	ɛ	-	∅	∅	∅	_	_	E	_	∅	∅	∅	0	0	7	0	∅	∅	∅																																																																			189	³	ŋ	u	z	∅	∅	∅	_	N	Y	S	∅	∅	∅	0	4	7	3	∅	∅	∅
1	0.2500	4	1.0000	156	190	m	∅	∅	∅	a	n	³¹	M	∅	∅	∅	A	N	_	4	∅	∅	∅	7	4	0																																																																			191	m	∅	∅	∅	i	-	³¹	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0	192	m	∅	∅	∅	iˀ	-	-	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0																						
2	0.5000	3	0.7500	156	190	a	m	∅	∅	n	³¹	∅	A	M	∅	∅	N	_	∅	7	4	∅	∅	4	0	∅																																																																			191	i	m	∅	∅	-	³¹	∅	I	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅	192	iˀ	m	∅	∅	-	-	∅	I	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																						
3	0.7500	2	0.5000	156	190	n	a	m	∅	³¹	∅	∅	N	A	M	∅	_	∅	∅	4	7	4	∅	0	∅	∅																																																																			191	-	i	m	∅	³¹	∅	∅	_	I	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅	192	-	iˀ	m	∅	-	∅	∅	_	I	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																						
4	1.0000	1	0.2500	156	190	³¹	n	a	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅																																																																			191	³¹	-	i	m	∅	∅	∅	_	_	I	M	∅	∅	∅	0	0	7	4	∅	∅	∅	192	-	-	iˀ	m	∅	∅	∅	_	_	I	M	∅	∅	∅	0	0	7	4	∅	∅	∅																						
1	0.2500	4	1.0000	158	193	b	∅	∅	∅	-	au	³	P	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0																																																																			194	p	∅	∅	∅	-	u	³¹	P	∅	∅	∅	_	Y	_	1	∅	∅	∅	0	7	0	195	p	∅	∅	∅	w	iː	-	P	∅	∅	∅	W	I	_	1	∅	∅	∅	6	7	0	196	b	∅	∅	∅	-	au	³¹	P	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	158	193	-	b	∅	∅	au	³	∅	_	P	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅																																																																			194	-	p	∅	∅	u	³¹	∅	_	P	∅	∅	Y	_	∅	0	1	∅	∅	7	0	∅	195	w	p	∅	∅	iː	-	∅	W	P	∅	∅	I	_	∅	6	1	∅	∅	7	0	∅	196	-	b	∅	∅	au	³¹	∅	_	P	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	158	193	au	-	b	∅	³	∅	∅	A	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅																																																																			194	u	-	p	∅	³¹	∅	∅	Y	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅	195	iː	w	p	∅	-	∅	∅	I	W	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	196	au	-	b	∅	³¹	∅	∅	A	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	158	193	³	au	-	b	∅	∅	∅	_	A	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅																																																																			194	³¹	u	-	p	∅	∅	∅	_	Y	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅	195	-	iː	w	p	∅	∅	∅	_	I	W	P	∅	∅	∅	0	7	6	1	∅	∅	∅	196	³¹	au	-	b	∅	∅	∅	_	A	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	159	197	n	∅	∅	∅	j	ɔ̰	⁴²	N	∅	∅	∅	J	U	_	4	∅	∅	∅	6	7	0																							198	m	∅	∅	∅	j	ɛ	³	M	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0																																																																			199	m	∅	∅	∅	j	a̰	⁴	M	∅	∅	∅	J	A	_	4	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	159	197	j	n	∅	∅	ɔ̰	⁴²	∅	J	N	∅	∅	U	_	∅	6	4	∅	∅	7	0	∅																							198	j	m	∅	∅	ɛ	³	∅	J	M	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅																																																																			199	j	m	∅	∅	a̰	⁴	∅	J	M	∅	∅	A	_	∅	6	4	∅	∅	7	0	∅
3	0.7500	2	0.5000	159	197	ɔ̰	j	n	∅	⁴²	∅	∅	U	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅																							198	ɛ	j	m	∅	³	∅	∅	E	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅																																																																			199	a̰	j	m	∅	⁴	∅	∅	A	J	M	∅	_	∅	∅	7	6	4	∅	0	∅	∅
4	1.0000	1	0.2500	159	197	⁴²	ɔ̰	j	n	∅	∅	∅	_	U	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅																							198	³	ɛ	j	m	∅	∅	∅	_	E	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅																																																																			199	⁴	a̰	j	m	∅	∅	∅	_	A	J	M	∅	∅	∅	0	7	6	4	∅	∅	∅
1	0.2500	4	1.0000	160																							200	k	∅	∅	∅	o	ŋ	⁵²	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0	201	g	∅	∅	∅	a	ŋ	³²	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	202	g	∅	∅	∅	a	-	³²	K	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																																													203	g	∅	∅	∅	ɔ	ŋ	³²	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	160																							200	o	k	∅	∅	ŋ	⁵²	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	201	a	g	∅	∅	ŋ	³²	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	202	a	g	∅	∅	-	³²	∅	A	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													203	ɔ	g	∅	∅	ŋ	³²	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	160																							200	ŋ	o	k	∅	⁵²	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	201	ŋ	a	g	∅	³²	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅	202	-	a	g	∅	³²	∅	∅	_	A	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													203	ŋ	ɔ	g	∅	³²	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	160																							200	⁵²	ŋ	o	k	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅	201	³²	ŋ	a	g	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅	202	³²	-	a	g	∅	∅	∅	_	_	A	K	∅	∅	∅	0	0	7	1	∅	∅	∅																																													203	³²	ŋ	ɔ	g	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	161	204	s	∅	∅	∅	o	t	⁵	S	∅	∅	∅	U	T	_	3	∅	∅	∅	7	1	0																																													205	s	∅	∅	∅	ai	t	⁵	S	∅	∅	∅	A	T	_	3	∅	∅	∅	7	1	0																																													206	s	∅	∅	∅	ʊ	t	⁵	S	∅	∅	∅	Y	T	_	3	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	161	204	o	s	∅	∅	t	⁵	∅	U	S	∅	∅	T	_	∅	7	3	∅	∅	1	0	∅																																													205	ai	s	∅	∅	t	⁵	∅	A	S	∅	∅	T	_	∅	7	3	∅	∅	1	0	∅																																													206	ʊ	s	∅	∅	t	⁵	∅	Y	S	∅	∅	T	_	∅	7	3	∅	∅	1	0	∅
3	0.7500	2	0.5000	161	204	t	o	s	∅	⁵	∅	∅	T	U	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅																																													205	t	ai	s	∅	⁵	∅	∅	T	A	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅																																													206	t	ʊ	s	∅	⁵	∅	∅	T	Y	S	∅	_	∅	∅	1	7	3	∅	0	∅	∅
4	1.0000	1	0.2500	161	204	⁵	t	o	s	∅	∅	∅	_	T	U	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																													205	⁵	t	ai	s	∅	∅	∅	_	T	A	S	∅	∅	∅	0	1	7	3	∅	∅	∅																																													206	⁵	t	ʊ	s	∅	∅	∅	_	T	Y	S	∅	∅	∅	0	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	162																																													207	j	∅	∅	∅	ɛ	m	³	J	∅	∅	∅	E	M	_	6	∅	∅	∅	7	4	0																																													208	ʔ	∅	∅	∅	i	m	-	H	∅	∅	∅	I	M	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	162																																													207	ɛ	j	∅	∅	m	³	∅	E	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																																													208	i	ʔ	∅	∅	m	-	∅	I	H	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	162																																													207	m	ɛ	j	∅	³	∅	∅	M	E	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																													208	m	i	ʔ	∅	-	∅	∅	M	I	H	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	162																																													207	³	m	ɛ	j	∅	∅	∅	_	M	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													208	-	m	i	ʔ	∅	∅	∅	_	M	I	H	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	164	209	dʒ	∅	∅	∅	a	ŋ	³	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																																													210	dʒ	∅	∅	∅	a̰	-	³²	T	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																																													211	dʒ	∅	∅	∅	a	ŋ	³²	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	164	209	a	dʒ	∅	∅	ŋ	³	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																													210	a̰	dʒ	∅	∅	-	³²	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																													211	a	dʒ	∅	∅	ŋ	³²	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	164	209	ŋ	a	dʒ	∅	³	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													210	-	a̰	dʒ	∅	³²	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																													211	ŋ	a	dʒ	∅	³²	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	164	209	³	ŋ	a	dʒ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																													210	³²	-	a̰	dʒ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅																																													211	³²	ŋ	a	dʒ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	167	212	n	∅	∅	∅	ə	³	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																							213	n	∅	∅	∅	ə	³²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅	214	n	∅	∅	∅	ə	²	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	167	212	ə	n	∅	∅	³	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																							213	ə	n	∅	∅	³²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	214	ə	n	∅	∅	²	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	167	212	³	ə	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																							213	³²	ə	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	214	²	ə	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																		
1	0.2500	4	1.0000	168	215	b	∅	∅	∅	a	p	³¹	P	∅	∅	∅	A	P	_	1	∅	∅	∅	7	1	0																							216	b	∅	∅	∅	ai	t	³²	P	∅	∅	∅	A	T	_	1	∅	∅	∅	7	1	0	217	b	∅	∅	∅	e	ʔ	²¹	P	∅	∅	∅	E	H	_	1	∅	∅	∅	7	1	0																							218	p	∅	∅	∅	a	k	-	P	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0																						
2	0.5000	3	0.7500	168	215	a	b	∅	∅	p	³¹	∅	A	P	∅	∅	P	_	∅	7	1	∅	∅	1	0	∅																							216	ai	b	∅	∅	t	³²	∅	A	P	∅	∅	T	_	∅	7	1	∅	∅	1	0	∅	217	e	b	∅	∅	ʔ	²¹	∅	E	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																							218	a	p	∅	∅	k	-	∅	A	P	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅																						
3	0.7500	2	0.5000	168	215	p	a	b	∅	³¹	∅	∅	P	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							216	t	ai	b	∅	³²	∅	∅	T	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅	217	ʔ	e	b	∅	²¹	∅	∅	H	E	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																							218	k	a	p	∅	-	∅	∅	K	A	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	168	215	³¹	p	a	b	∅	∅	∅	_	P	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅																							216	³²	t	ai	b	∅	∅	∅	_	T	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅	217	²¹	ʔ	e	b	∅	∅	∅	_	H	E	P	∅	∅	∅	0	1	7	1	∅	∅	∅																							218	-	k	a	p	∅	∅	∅	_	K	A	P	∅	∅	∅	0	1	7	1	∅	∅	∅																						
1	0.2500	4	1.0000	172	219	kʰ	∅	∅	∅	u	ŋ	⁵	K	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0																							220	kʰ	∅	∅	∅	o	ŋ	⁵	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																							221	k	∅	∅	∅	ə	-	-	K	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0																							222	kʰ	∅	∅	∅	u	ŋ	³¹	K	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	172	219	u	kʰ	∅	∅	ŋ	⁵	∅	Y	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							220	o	kʰ	∅	∅	ŋ	⁵	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							221	ə	k	∅	∅	-	-	∅	E	K	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																							222	u	kʰ	∅	∅	ŋ	³¹	∅	Y	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	172	219	ŋ	u	kʰ	∅	⁵	∅	∅	N	Y	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							220	ŋ	o	kʰ	∅	⁵	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							221	-	ə	k	∅	-	∅	∅	_	E	K	∅	_	∅	∅	0	7	1	∅	0	∅	∅																							222	ŋ	u	kʰ	∅	³¹	∅	∅	N	Y	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	172	219	⁵	ŋ	u	kʰ	∅	∅	∅	_	N	Y	K	∅	∅	∅	0	4	7	1	∅	∅	∅																							220	⁵	ŋ	o	kʰ	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅																							221	-	-	ə	k	∅	∅	∅	_	_	E	K	∅	∅	∅	0	0	7	1	∅	∅	∅																							222	³¹	ŋ	u	kʰ	∅	∅	∅	_	N	Y	K	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2500	4	1.0000	175																																																																																									223	p	∅	∅	∅	j	a	⁵⁵	P	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0	224	p	∅	∅	∅	r	a	-	P	∅	∅	∅	R	A	_	1	∅	∅	∅	5	7	0																						
2	0.5000	3	0.7500	175																																																																																									223	j	p	∅	∅	a	⁵⁵	∅	J	P	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	224	r	p	∅	∅	a	-	∅	R	P	∅	∅	A	_	∅	5	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	175																																																																																									223	a	j	p	∅	⁵⁵	∅	∅	A	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	224	a	r	p	∅	-	∅	∅	A	R	P	∅	_	∅	∅	7	5	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	175																																																																																									223	⁵⁵	a	j	p	∅	∅	∅	_	A	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅	224	-	a	r	p	∅	∅	∅	_	A	R	P	∅	∅	∅	0	7	5	1	∅	∅	∅																						
1	0.2500	4	1.0000	176	225	g	∅	∅	∅	u	ŋ	³¹	K	∅	∅	∅	Y	N	_	1	∅	∅	∅	7	4	0																							226	g	∅	∅	∅	o	ŋ	⁵²	K	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0																																													227	k	∅	∅	∅	a	ŋ	-	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	176	225	u	g	∅	∅	ŋ	³¹	∅	Y	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							226	o	g	∅	∅	ŋ	⁵²	∅	U	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																													227	a	k	∅	∅	ŋ	-	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	176	225	ŋ	u	g	∅	³¹	∅	∅	N	Y	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							226	ŋ	o	g	∅	⁵²	∅	∅	N	U	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																													227	ŋ	a	k	∅	-	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	176	225	³¹	ŋ	u	g	∅	∅	∅	_	N	Y	K	∅	∅	∅	0	4	7	1	∅	∅	∅																							226	⁵²	ŋ	o	g	∅	∅	∅	_	N	U	K	∅	∅	∅	0	4	7	1	∅	∅	∅																																													227	-	ŋ	a	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.3333	3	1.0000	177	228	g	∅	∅	∅	au	⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							229	g	∅	∅	∅	au	⁵	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							230	k	∅	∅	∅	o	³¹	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	177	228	au	g	∅	∅	⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							229	au	g	∅	∅	⁵	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							230	o	k	∅	∅	³¹	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	177	228	⁵	au	g	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							229	⁵	au	g	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							230	³¹	o	k	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																												
1	0.2500	4	1.0000	178																																																																																																															231	k	∅	∅	∅	au	k	-	K	∅	∅	∅	A	K	_	1	∅	∅	∅	7	1	0	232	g	∅	∅	∅	ɔ	k	⁴	K	∅	∅	∅	U	K	_	1	∅	∅	∅	7	1	0
2	0.5000	3	0.7500	178																																																																																																															231	au	k	∅	∅	k	-	∅	A	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅	232	ɔ	g	∅	∅	k	⁴	∅	U	K	∅	∅	K	_	∅	7	1	∅	∅	1	0	∅
3	0.7500	2	0.5000	178																																																																																																															231	k	au	k	∅	-	∅	∅	K	A	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅	232	k	ɔ	g	∅	⁴	∅	∅	K	U	K	∅	_	∅	∅	1	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	178																																																																																																															231	-	k	au	k	∅	∅	∅	_	K	A	K	∅	∅	∅	0	1	7	1	∅	∅	∅	232	⁴	k	ɔ	g	∅	∅	∅	_	K	U	K	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	180	233	l	∅	∅	∅	ɔ	m	⁵³	L	∅	∅	∅	U	M	_	5	∅	∅	∅	7	4	0	234	l	∅	∅	∅	a	m	⁵²	L	∅	∅	∅	A	M	_	5	∅	∅	∅	7	4	0	235	l	∅	∅	∅	ø̃	m	⁵¹	L	∅	∅	∅	U	M	_	5	∅	∅	∅	7	4	0																																																																			236	l	∅	∅	∅	ṵ	m	³¹	L	∅	∅	∅	Y	M	_	5	∅	∅	∅	7	4	0
