ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
34	9_lung	lung	Fadashi	Fadashi	anfanforos’	anfanforos’	a n f a n f o r o s ʔ	fada1248	9.585863	34.677096	Berta	7 4 3 7 4 3 7 5 7 3 1	XMBYMBYBYLN	ANBANBURUSH	2	2.A.V 2.N.c 2.B.C 2.A.V 2.N.c 2.B.C 2.U.V 2.R.C 2.U.V 2.S.c 2.H.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.1 0.8	anfanforosʔ	0	566
35	9_lung	lung	Undulu	Undulu	áːwáwórés’	áːwáwórés’	áː/aː w á/a w ó/o r é/e s ʔ	undu1236	10.314359	34.778879	Berta	7 6 7 6 7 5 7 3 1	XBYBYBYLN	AWAWURESH	4	4.A.V 4.W.C 4.A.V 4.W.C 4.U.V 4.R.C 4.E.V 4.S.c 4.H.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.1 0.8	áː/aːwá/awó/oré/esʔ	0	566
36	9_lung	lung	BelejeGonfoye	Beleje Gonfoye	awawardʒi	awawardʒi	a w a w a r dʒ i		9.097105	36.203337	Berta	7 6 7 6 7 5 1 7	XBYBYMBZ	AWAWARTI	1	1.A.V 1.W.C 1.A.V 1.W.C 1.A.V 1.R.c 1.T.C 1.I.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	awawardʒi	0	565
131	32_maize	maize	Maiyu	Maiyu	amʊ́lːé	amʊ́lːé	a m ʊ́/ʊ lː é/e	mayu1240	10.473464	34.540485	Berta	7 4 7 5 7	XBYBZ	AMYLE	3	3.A.V 3.M.C 3.Y.V 3.L.C 3.E.V	1.5 1.75 1.3 1.75 0.8	amʊ́/ʊlːé/e	0	574
132	32_maize	maize	Fadashi	Fadashi	sil bɛgaru	sil_bɛgaru	s i l + b ɛ g a r u	fada1248	9.585863	34.677096	Berta	3 7 5 9 1 7 1 7 5 7	AXN_AXBYBZ	SIL_PEKARY	2	2.S.C 2.I.V 2.L.c 2._._ 2.P.C 2.E.V 2.K.C 2.A.V 2.R.C 2.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	sil+bɛgaru	0	572 573
133	32_maize	maize	Undulu	Undulu	sɛrábu	sɛrábu	s ɛ r á/a b u	undu1236	10.314359	34.778879	Berta	3 7 5 7 1 7	AXBYBZ	SERAPY	4	4.S.C 4.E.V 4.R.C 4.A.V 4.P.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sɛrá/abu	0	575
134	32_maize	maize	BelejeGonfoye	Beleje Gonfoye	laː ɲiɲdolo	laː_ɲiɲdolo	l aː + ɲ i ɲ d o l o		9.097105	36.203337	Berta	5 7 9 4 7 4 1 7 5 7	AX_AXMBYBZ	LA_NINTULU	1	1.L.C 1.A.V 1._._ 1.N.C 1.I.V 1.N.c 1.T.C 1.U.V 1.L.C 1.U.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	laː+ɲiɲdolo	0	570 571
766	190_maybecouldbe	maybe, could be	Maiyu	Maiyu	jɛ́bʊga	jɛ́bʊga	j ɛ́/ɛ b ʊ g a	mayu1240	10.473464	34.540485	Berta	6 7 1 7 1 7	AXBYBZ	JEPYKA	3	3.J.C 3.E.V 3.P.C 3.Y.V 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jɛ́/ɛbʊga	0	579
767	190_maybecouldbe	maybe, could be	Fadashi	Fadashi	gaːʔí	gaːʔí	g aː ʔ í/i	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	KAHI	2	2.K.C 2.A.V 2.H.C 2.I.V	2.0 1.5 1.75 0.8	gaːʔí/i	0	578
768	190_maybecouldbe	maybe, could be	Undulu	Undulu	amɪʃéːká	amɪʃéːká	a m ɪ ʃ éː/eː k á/a	undu1236	10.314359	34.778879	Berta	7 4 7 3 7 1 7	XBYBYBZ	AMISEKA	4	4.A.V 4.M.C 4.I.V 4.S.C 4.E.V 4.K.C 4.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	amɪʃéː/eːká/a	0	580
769	190_maybecouldbe	maybe, could be	BelejeGonfoye	Beleje Gonfoye	aneʔale	aneʔale	a n e ʔ a l e		9.097105	36.203337	Berta	7 4 7 1 7 5 7	XBYBYBZ	ANEHALE	1	1.A.V 1.N.C 1.E.V 1.H.C 1.A.V 1.L.C 1.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	aneʔale	0	577
758	188_meat	meat	Maiyu	Maiyu	ʊʔûŋ	ʊʔûŋ	ʊ ʔ û/u ŋ	mayu1240	10.473464	34.540485	Berta	7 1 7 4	XBYN	YHYN	3	3.Y.V 3.H.C 3.Y.V 3.N.c	1.5 1.75 1.3 0.8	ʊʔû/uŋ	0	582
759	188_meat	meat	Fadashi	Fadashi	oʔoŋ	oʔoŋ	o ʔ o ŋ	fada1248	9.585863	34.677096	Berta	7 1 7 4	XBYN	UHUN	2	2.U.V 2.H.C 2.U.V 2.N.c	1.5 1.75 1.3 0.8	oʔoŋ	0	582
760	188_meat	meat	Undulu	Undulu	uqûñ	uqûñ	u q û/u ɲ	undu1236	10.314359	34.778879	Berta	7 1 7 4	XBYN	YKYN	4	4.Y.V 4.K.C 4.Y.V 4.N.c	1.5 1.75 1.3 0.8	uqû/uɲ	0	582
761	188_meat	meat	BelejeGonfoye	Beleje Gonfoye	oʔoɲe	oʔoɲe	o ʔ o ɲ e		9.097105	36.203337	Berta	7 1 7 4 7	XBYBZ	UHUNE	1	1.U.V 1.H.C 1.U.V 1.N.C 1.E.V	1.5 1.75 1.3 1.75 0.8	oʔoɲe	0	582
737	183_medicine	medicine	Maiyu	Maiyu	adːɛ́wa	adːɛ́wa	a dː ɛ́/ɛ w a	mayu1240	10.473464	34.540485	Berta	7 1 7 6 7	XBYBZ	ATEWA	3	3.A.V 3.T.C 3.E.V 3.W.C 3.A.V	1.5 1.75 1.3 1.75 0.8	adːɛ́/ɛwa	0	589
738	183_medicine	medicine	Fadashi	Fadashi	s’is’ia?iɲ	s’is’ia?iɲ	s ʔ i s ʔ i a i ɲ	fada1248	9.585863	34.677096	Berta	3 1 7 3 1 7 7 7 4	ACYMBYYYN	SHISHIAIN	2	2.S.C 2.H.C 2.I.V 2.S.c 2.H.C 2.I.V 2.A.V 2.I.V 2.N.c	2.0 1.5 1.3 1.1 1.75 1.3 1.3 1.3 0.8	sʔisʔiaiɲ	0	588
739	183_medicine	medicine	Undulu	Undulu	addáwa	addáwa	a d/dː á/a w a	undu1236	10.314359	34.778879	Berta	7 1 7 6 7	XBYBZ	ATAWA	4	4.A.V 4.T.C 4.A.V 4.W.C 4.A.V	1.5 1.75 1.3 1.75 0.8	ad/dːá/awa	0	589
740	183_medicine	medicine	BelejeGonfoye	Beleje Gonfoye	hoːtʃo	hoːtʃo	h oː tʃ o		9.097105	36.203337	Berta	3 7 1 7	AXBZ	HUTU	1	1.H.C 1.U.V 1.T.C 1.U.V	2.0 1.5 1.75 0.8	hoːtʃo	0	587
577	142_mine	mine	Maiyu	Maiyu	mánk’o	mánk’o	m á/a n k ʔ o	mayu1240	10.473464	34.540485	Berta	4 7 4 1 1 7	AXLMBZ	MANKHU	3	3.M.C 3.A.V 3.N.c 3.K.c 3.H.C 3.U.V	2.0 1.5 1.1 1.1 1.75 0.8	má/ankʔo	0	592
578	142_mine	mine	Fadashi	Fadashi	mːanko	mːanko	mː a n k o	fada1248	9.585863	34.677096	Berta	4 7 4 1 7	AXMBZ	MANKU	2	2.M.C 2.A.V 2.N.c 2.K.C 2.U.V	2.0 1.5 1.1 1.75 0.8	mːanko	0	592
579	142_mine	mine	BelejeGonfoye	Beleje Gonfoye	manko	manko	m a n k o		9.097105	36.203337	Berta	4 7 4 1 7	AXMBZ	MANKU	1	1.M.C 1.A.V 1.N.c 1.K.C 1.U.V	2.0 1.5 1.1 1.75 0.8	manko	0	592
417	102_money	money	Maiyu	Maiyu	fʊːda	fʊːda	f ʊː d a	mayu1240	10.473464	34.540485	Berta	3 7 1 7	AXBZ	BYTA	3	3.B.C 3.Y.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	fʊːda	0	598
418	102_money	money	Fadashi	Fadashi	hoːda	hoːda	h oː d a	fada1248	9.585863	34.677096	Berta	3 7 1 7	AXBZ	HUTA	2	2.H.C 2.U.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	hoːda	0	597
419	102_money	money	Undulu	Undulu	birɗi	birɗi	b i r ɗ i	undu1236	10.314359	34.778879	Berta	1 7 5 1 7	AXMBZ	PIRTI	4	4.P.C 4.I.V 4.R.c 4.T.C 4.I.V	2.0 1.5 1.1 1.75 0.8	birɗi	0	599
420	102_money	money	BelejeGonfoye	Beleje Gonfoye	sɪmbɪli	sɪmbɪli	s ɪ m b ɪ l i		9.097105	36.203337	Berta	3 7 4 1 7 5 7	AXMBYBZ	SIMPILI	1	1.S.C 1.I.V 1.M.c 1.P.C 1.I.V 1.L.C 1.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	sɪmbɪli	0	596
508	124_moon	moon	Maiyu	Maiyu	sɪgi	sɪgi	s ɪ g i	mayu1240	10.473464	34.540485	Berta	3 7 1 7	AXBZ	SIKI	3	3.S.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	sɪgi	0	601
509	124_moon	moon	Fadashi	Fadashi	sigi	sigi	s i g i	fada1248	9.585863	34.677096	Berta	3 7 1 7	AXBZ	SIKI	2	2.S.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	sigi	0	601
510	124_moon	moon	Undulu	Undulu	zigi	zigi	z i g i	undu1236	10.314359	34.778879	Berta	3 7 1 7	AXBZ	SIKI	4	4.S.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	zigi	0	601
511	124_moon	moon	BelejeGonfoye	Beleje Gonfoye	dʒigi	dʒigi	dʒ i g i		9.097105	36.203337	Berta	1 7 1 7	AXBZ	TIKI	1	1.T.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	dʒigi	0	601
762	189_mosquito	mosquito	Maiyu	Maiyu	jámúθ	jámúθ	j á/a m ú/u θ	mayu1240	10.473464	34.540485	Berta	6 7 4 7 3	AXBYN	JAMYD	3	3.J.C 3.A.V 3.M.C 3.Y.V 3.D.c	2.0 1.5 1.75 1.3 0.8	já/amú/uθ	0	608
763	189_mosquito	mosquito	Fadashi	Fadashi	uːmuθ	uːmuθ	uː m u θ	fada1248	9.585863	34.677096	Berta	7 4 7 3	XBYN	YMYD	2	2.Y.V 2.M.C 2.Y.V 2.D.c	1.5 1.75 1.3 0.8	uːmuθ	0	607
764	189_mosquito	mosquito	Undulu	Undulu	jámúθ	jámúθ	j á/a m ú/u θ	undu1236	10.314359	34.778879	Berta	6 7 4 7 3	AXBYN	JAMYD	4	4.J.C 4.A.V 4.M.C 4.Y.V 4.D.c	2.0 1.5 1.75 1.3 0.8	já/amú/uθ	0	609
765	189_mosquito	mosquito	BelejeGonfoye	Beleje Gonfoye	úmúlí	úmúlí	ú/u m ú/u l í/i		9.097105	36.203337	Berta	7 4 7 5 7	XBYBZ	YMYLI	1	1.Y.V 1.M.C 1.Y.V 1.L.C 1.I.V	1.5 1.75 1.3 1.75 0.8	ú/umú/ulí/i	0	606
102	25_mother	mother	Maiyu	Maiyu	amːá	amːá	a mː á/a	mayu1240	10.473464	34.540485	Berta	7 4 7	XBZ	AMA	3	3.A.V 3.M.C 3.A.V	1.5 1.75 0.8	amːá/a	0	612
103	25_mother	mother	Fadashi	Fadashi	amːá	amːá	a mː á/a	fada1248	9.585863	34.677096	Berta	7 4 7	XBZ	AMA	2	2.A.V 2.M.C 2.A.V	1.5 1.75 0.8	amːá/a	0	612
104	25_mother	mother	Undulu	Undulu	áːʔó	áːʔó	áː/aː ʔ ó/o	undu1236	10.314359	34.778879	Berta	7 1 7	XBZ	AHU	4	4.A.V 4.H.C 4.U.V	1.5 1.75 0.8	áː/aːʔó/o	0	613
105	25_mother	mother	BelejeGonfoye	Beleje Gonfoye	dadi	dadi	d a d i		9.097105	36.203337	Berta	1 7 1 7	AXBZ	TATI	1	1.T.C 1.A.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	dadi	0	611
495	121_mourncry	mourn, cry	Maiyu	Maiyu	hɔna, biːʲe	hɔna	h ɔ n a	mayu1240	10.473464	34.540485	Berta	3 7 4 7	AXBZ	HUNA	3	3.H.C 3.U.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	hɔna	0	617
496	121_mourncry	mourn, cry	Maiyu	Maiyu	hɔna, biːʲe	biːʲe	b iːʲ/iː e	mayu1240	10.473464	34.540485	Berta	1 7 7	AXZ	PIE	3	3.P.C 3.I.V 3.E.V	2.0 1.5 0.8	biːʲ/iːe	0	616
497	121_mourncry	mourn, cry	Fadashi	Fadashi	ɓaːʲe	ɓaːʲe	ɓ aːʲ/aːi̯ e	fada1248	9.585863	34.677096	Berta	1 7 7	AXZ	PAE	2	2.P.C 2.A.V 2.E.V	2.0 1.5 0.8	ɓaːʲ/aːi̯e	0	616
498	121_mourncry	mourn, cry	Undulu	Undulu	biːʲe	biːʲe	b iːʲ/iː e	undu1236	10.314359	34.778879	Berta	1 7 7	AXZ	PIE	4	4.P.C 4.I.V 4.E.V	2.0 1.5 0.8	biːʲ/iːe	0	616
499	121_mourncry	mourn, cry	BelejeGonfoye	Beleje Gonfoye	biːʲe	biːʲe	b iːʲ/iː e		9.097105	36.203337	Berta	1 7 7	AXZ	PIE	1	1.P.C 1.I.V 1.E.V	2.0 1.5 0.8	biːʲ/iːe	0	616
203	48_mouthlanguage	mouth, language	Maiyu	Maiyu	ndu	ndu	n d u	mayu1240	10.473464	34.540485	Berta	4 1 7	ACZ	NTY	3	3.N.C 3.T.C 3.Y.V	2.0 1.5 0.8	ndu	0	622
204	48_mouthlanguage	mouth, language	Fadashi	Fadashi	ndu	ndu	n d u	fada1248	9.585863	34.677096	Berta	4 1 7	ACZ	NTY	2	2.N.C 2.T.C 2.Y.V	2.0 1.5 0.8	ndu	0	622
205	48_mouthlanguage	mouth, language	Undulu	Undulu	ndu	ndu	n d u	undu1236	10.314359	34.778879	Berta	4 1 7	ACZ	NTY	4	4.N.C 4.T.C 4.Y.V	2.0 1.5 0.8	ndu	0	622
206	48_mouthlanguage	mouth, language	BelejeGonfoye	Beleje Gonfoye	ndu	ndu	n d u		9.097105	36.203337	Berta	4 1 7	ACZ	NTY	1	1.N.C 1.T.C 1.Y.V	2.0 1.5 0.8	ndu	0	622
778	193_mud	mud	Maiyu	Maiyu	sʊre	sʊre	s ʊ r e	mayu1240	10.473464	34.540485	Berta	3 7 5 7	AXBZ	SYRE	3	3.S.C 3.Y.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	sʊre	0	628
779	193_mud	mud	Fadashi	Fadashi	sure	sure	s u r e	fada1248	9.585863	34.677096	Berta	3 7 5 7	AXBZ	SYRE	2	2.S.C 2.Y.V 2.R.C 2.E.V	2.0 1.5 1.75 0.8	sure	0	628
780	193_mud	mud	Undulu	Undulu	gaːma	gaːma	g aː m a	undu1236	10.314359	34.778879	Berta	1 7 4 7	AXBZ	KAMA	4	4.K.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	gaːma	0	629
781	193_mud	mud	BelejeGonfoye	Beleje Gonfoye	átoʔkó	átoʔkó	á/a t o ʔ k ó/o		9.097105	36.203337	Berta	7 1 7 1 1 7	XBYMBZ	ATUHKU	1	1.A.V 1.T.C 1.U.V 1.H.c 1.K.C 1.U.V	1.5 1.75 1.3 1.1 1.75 0.8	á/atoʔkó/o	0	627
21	6_navel	navel	Maiyu	Maiyu	abuldu	abuldu	a b u l d u	mayu1240	10.473464	34.540485	Berta	7 1 7 5 1 7	XBYMBZ	APYLTY	3	3.A.V 3.P.C 3.Y.V 3.L.c 3.T.C 3.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	abuldu	0	632
22	6_navel	navel	Fadashi	Fadashi	korombo	korombo	k o r o m b o	fada1248	9.585863	34.677096	Berta	1 7 5 7 4 1 7	AXBYMBZ	KURUMPU	2	2.K.C 2.U.V 2.R.C 2.U.V 2.M.c 2.P.C 2.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	korombo	0	633
23	6_navel	navel	Undulu	Undulu	ágórómbo	ágórómbo	á/a g ó/o r ó/o m b o	undu1236	10.314359	34.778879	Berta	7 1 7 5 7 4 1 7	XBYBYMBZ	AKURUMPU	4	4.A.V 4.K.C 4.U.V 4.R.C 4.U.V 4.M.c 4.P.C 4.U.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	á/agó/oró/ombo	0	633
24	6_navel	navel	BelejeGonfoye	Beleje Gonfoye	abulːu	abulːu	a b u lː u		9.097105	36.203337	Berta	7 1 7 5 7	XBYBZ	APYLY	1	1.A.V 1.P.C 1.Y.V 1.L.C 1.Y.V	1.5 1.75 1.3 1.75 0.8	abulːu	0	632
648	161_net	net	Maiyu	Maiyu	aʃɛ́bəka	aʃɛ́bəka	a ʃ ɛ́/ɛ b ə k a	mayu1240	10.473464	34.540485	Berta	7 3 7 1 7 1 7	XBYBYBZ	ASEPEKA	3	3.A.V 3.S.C 3.E.V 3.P.C 3.E.V 3.K.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	aʃɛ́/ɛbəka	0	640
649	161_net	net	Fadashi	Fadashi	ʃiŋí	ʃiŋí	ʃ i ŋ í/i	fada1248	9.585863	34.677096	Berta	3 7 4 7	AXBZ	SINI	2	2.S.C 2.I.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	ʃiŋí/i	0	639
650	161_net	net	Undulu	Undulu	ʃíːle	ʃíːle	ʃ íː/iː l e	undu1236	10.314359	34.778879	Berta	3 7 5 7	AXBZ	SILE	4	4.S.C 4.I.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	ʃíː/iːle	0	641
651	161_net	net	BelejeGonfoye	Beleje Gonfoye	deŋi nəguŋu	deŋi_nəguŋu	d e ŋ i + n ə g u ŋ u		9.097105	36.203337	Berta	1 7 4 7 9 4 7 1 7 4 7	AXBZ_AXBYBZ	TENI_NEKYNY	1	1.T.C 1.E.V 1.N.C 1.I.V 1._._ 1.N.C 1.E.V 1.K.C 1.Y.V 1.N.C 1.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	deŋi+nəguŋu	0	637 638
753	187_new	new	Maiyu	Maiyu	t’ɔk’ɔló	t’ɔk’ɔló	t ʔ ɔ k ʔ ɔ l ó/o	mayu1240	10.473464	34.540485	Berta	1 1 7 1 1 7 5 7	ACYMBYBZ	THUKHULU	3	3.T.C 3.H.C 3.U.V 3.K.c 3.H.C 3.U.V 3.L.C 3.U.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 0.8	tʔɔkʔɔló/o	0	644
754	187_new	new	Fadashi	Fadashi	tokolo / towolo	tokolo	t o k o l o	fada1248	9.585863	34.677096	Berta	1 7 1 7 5 7	AXBYBZ	TUKULU	2	2.T.C 2.U.V 2.K.C 2.U.V 2.L.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tokolo	0	644
755	187_new	new	Fadashi	Fadashi	tokolo / towolo	towolo	t o w o l o	fada1248	9.585863	34.677096	Berta	1 7 6 7 5 7	AXBYBZ	TUWULU	2	2.T.C 2.U.V 2.W.C 2.U.V 2.L.C 2.U.V	2.0 1.5 1.75 1.3 1.75 0.8	towolo	0	644
756	187_new	new	Undulu	Undulu	t’ok’oló	t’ok’oló	t ʔ o k ʔ o l ó/o	undu1236	10.314359	34.778879	Berta	1 1 7 1 1 7 5 7	ACYMBYBZ	THUKHULU	4	4.T.C 4.H.C 4.U.V 4.K.c 4.H.C 4.U.V 4.L.C 4.U.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 0.8	tʔokʔoló/o	0	644
757	187_new	new	BelejeGonfoye	Beleje Gonfoye	giːgoɗi	giːgoɗi	g iː g o ɗ i		9.097105	36.203337	Berta	1 7 1 7 1 7	AXBYBZ	KIKUTI	1	1.K.C 1.I.V 1.K.C 1.U.V 1.T.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	giːgoɗi	0	643
405	99_oil	oil	Maiyu	Maiyu	k’ɔʃ	k’ɔʃ	k ʔ ɔ ʃ	mayu1240	10.473464	34.540485	Berta	1 1 7 3	ACYN	KHUS	3	3.K.C 3.H.C 3.U.V 3.S.c	2.0 1.5 1.3 0.8	kʔɔʃ	0	650
406	99_oil	oil	Fadashi	Fadashi	k’oʃ	k’oʃ	k ʔ o ʃ	fada1248	9.585863	34.677096	Berta	1 1 7 3	ACYN	KHUS	2	2.K.C 2.H.C 2.U.V 2.S.c	2.0 1.5 1.3 0.8	kʔoʃ	0	650
407	99_oil	oil	Undulu	Undulu	k’oʃ	k’oʃ	k ʔ o ʃ	undu1236	10.314359	34.778879	Berta	1 1 7 3	ACYN	KHUS	4	4.K.C 4.H.C 4.U.V 4.S.c	2.0 1.5 1.3 0.8	kʔoʃ	0	650
408	99_oil	oil	BelejeGonfoye	Beleje Gonfoye	k’oɾi	k’oɾi	k ʔ o ɾ i		9.097105	36.203337	Berta	1 1 7 5 7	ACYBZ	KHURI	1	1.K.C 1.H.C 1.U.V 1.R.C 1.I.V	2.0 1.5 1.3 1.75 0.8	kʔoɾi	0	649
445	109_oneday	one day	Maiyu	Maiyu	jom	jom	j o m	mayu1240	10.473464	34.540485	Berta	6 7 4	AXN	JUM	3	3.J.C 3.U.V 3.M.c	2.0 1.5 0.8	jom	0	658
446	109_oneday	one day	Fadashi	Fadashi	muːzeju manenku	muːzeju_manenku	m uː z e j u + m a n e n k u	fada1248	9.585863	34.677096	Berta	4 7 3 7 6 7 9 4 7 4 7 4 1 7	AXBYBZ_AXBYMBZ	MYSEJY_MANENKY	2	2.M.C 2.Y.V 2.S.C 2.E.V 2.J.C 2.Y.V 2._._ 2.M.C 2.A.V 2.N.C 2.E.V 2.N.c 2.K.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.1 1.75 0.8	muːzeju+manenku	0	656 657
447	109_oneday	one day	Undulu	Undulu	munzóː munenko	munzóː_munenko	m u n z óː/oː + m u n e n k o	undu1236	10.314359	34.778879	Berta	4 7 4 3 7 9 4 7 4 7 4 1 7	AXMBZ_AXBYMBZ	MYNSU_MYNENKU	4	4.M.C 4.Y.V 4.N.c 4.S.C 4.U.V 4._._ 4.M.C 4.Y.V 4.N.C 4.E.V 4.N.c 4.K.C 4.U.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.1 1.75 0.8	munzóː/oː+munenko	0	655 657
448	109_oneday	one day	BelejeGonfoye	Beleje Gonfoye	le mʷoɲʃo	le_mʷoɲʃo	l e + mʷ o ɲ ʃ o		9.097105	36.203337	Berta	5 7 9 4 7 4 3 7	AX_AXMBZ	LE_MUNSU	1	1.L.C 1.E.V 1._._ 1.M.C 1.U.V 1.N.c 1.S.C 1.U.V	2.0 1.5 0.0 2.0 1.5 1.1 1.75 0.8	le+mʷoɲʃo	0	654 655
140	34_open	open	Maiyu	Maiyu	pʊːdá	pʊːdá	p ʊː d á/a	mayu1240	10.473464	34.540485	Berta	1 7 1 7	AXBZ	PYTA	3	3.P.C 3.Y.V 3.T.C 3.A.V	2.0 1.5 1.75 0.8	pʊːdá/a	0	662
141	34_open	open	Fadashi	Fadashi	ɓʊːdá	ɓʊːdá	ɓ ʊː d á/a	fada1248	9.585863	34.677096	Berta	1 7 1 7	AXBZ	PYTA	2	2.P.C 2.Y.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	ɓʊːdá/a	0	662
142	34_open	open	Undulu	Undulu	ɓuːdaː	ɓuːdaː	ɓ uː d aː	undu1236	10.314359	34.778879	Berta	1 7 1 7	AXBZ	PYTA	4	4.P.C 4.Y.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	ɓuːdaː	0	662
143	34_open	open	BelejeGonfoye	Beleje Gonfoye	ɓudɛne	ɓudɛne	ɓ u d ɛ n e		9.097105	36.203337	Berta	1 7 1 7 4 7	AXBYBZ	PYTENE	1	1.P.C 1.Y.V 1.T.C 1.E.V 1.N.C 1.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓudɛne	0	662
449	110_or	or	Maiyu	Maiyu	wɛlːa	wɛlːa	w ɛ lː a	mayu1240	10.473464	34.540485	Berta	6 7 5 7	AXBZ	WELA	3	3.W.C 3.E.V 3.L.C 3.A.V	2.0 1.5 1.75 0.8	wɛlːa	0	668
450	110_or	or	Fadashi	Fadashi	wɛ́lːa	wɛ́lːa	w ɛ́/ɛ lː a	fada1248	9.585863	34.677096	Berta	6 7 5 7	AXBZ	WELA	2	2.W.C 2.E.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	wɛ́/ɛlːa	0	668
451	110_or	or	Undulu	Undulu	wɛ́lːa	wɛ́lːa	w ɛ́/ɛ lː a	undu1236	10.314359	34.778879	Berta	6 7 5 7	AXBZ	WELA	4	4.W.C 4.E.V 4.L.C 4.A.V	2.0 1.5 1.75 0.8	wɛ́/ɛlːa	0	668
452	110_or	or	BelejeGonfoye	Beleje Gonfoye	mbeːʔe	mbeːʔe	m b eː ʔ e		9.097105	36.203337	Berta	4 1 7 1 7	ACYBZ	MPEHE	1	1.M.C 1.P.C 1.E.V 1.H.C 1.E.V	2.0 1.5 1.3 1.75 0.8	mbeːʔe	0	667
316	77_otheranother	other, another	Maiyu	Maiyu	mánañ	mánañ	m á/a n a ɲ	mayu1240	10.473464	34.540485	Berta	4 7 4 7 4	AXBYN	MANAN	3	3.M.C 3.A.V 3.N.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 0.8	má/anaɲ	0	674
317	77_otheranother	other, another	Fadashi	Fadashi	maːmaŋ	maːmaŋ	m aː m a ŋ	fada1248	9.585863	34.677096	Berta	4 7 4 7 4	AXBYN	MAMAN	2	2.M.C 2.A.V 2.M.C 2.A.V 2.N.c	2.0 1.5 1.75 1.3 0.8	maːmaŋ	0	674
318	77_otheranother	other, another	Undulu	Undulu	mɓɪɗiŋgu	mɓɪɗiŋgu	m ɓ ɪ ɗ i ŋ g u	undu1236	10.314359	34.778879	Berta	4 1 7 1 7 4 1 7	ACYBYMBZ	MPITINKY	4	4.M.C 4.P.C 4.I.V 4.T.C 4.I.V 4.N.c 4.K.C 4.Y.V	2.0 1.5 1.3 1.75 1.3 1.1 1.75 0.8	mɓɪɗiŋgu	0	675
319	77_otheranother	other, another	BelejeGonfoye	Beleje Gonfoye	mbə siʲe	mbə_siʲe	m b ə + s iʲ/i e		9.097105	36.203337	Berta	4 1 7 9 3 7 7	ACZ_AXZ	MPE_SIE	1	1.M.C 1.P.C 1.E.V 1._._ 1.S.C 1.I.V 1.E.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	mbə+siʲ/ie	0	672 673
574	141_ours	ours	Maiyu	Maiyu	mánk’a	mánk’a	m á/a n k ʔ a	mayu1240	10.473464	34.540485	Berta	4 7 4 1 1 7	AXLMBZ	MANKHA	3	3.M.C 3.A.V 3.N.c 3.K.c 3.H.C 3.A.V	2.0 1.5 1.1 1.1 1.75 0.8	má/ankʔa	0	678
