index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
5	0.8333	2	0.3333	94																							126	t	+	k	e	i	∅	∅	T	_	K	E	I	∅	∅	1	0	1	7	7	∅	∅	127	t	+	k	eː	i	∅	∅	T	_	K	E	I	∅	∅	1	0	1	7	7	∅	∅																							128	t	+	k	e	i	∅	∅	T	_	K	E	I	∅	∅	1	0	1	7	7	∅	∅	129	-	-	k	eː	-	∅	∅	_	_	K	E	_	∅	∅	0	0	1	7	0	∅	∅																							130	tɬ	+	k	eː	ɨ	∅	∅	T	_	K	E	I	∅	∅	1	0	1	7	7	∅	∅																						
6	1.0000	1	0.1667	94																							126	i	t	+	k	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅	127	i	t	+	k	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅																							128	i	t	+	k	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅	129	-	-	-	k	∅	∅	∅	_	_	_	K	∅	∅	∅	0	0	0	1	∅	∅	∅																							130	ɨ	tɬ	+	k	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅																						
1	0.1667	6	1.0000	97	131	j	∅	∅	∅	e	k	+	J	∅	∅	∅	E	K	_	6	∅	∅	∅	7	1	0																																																																																																																																					132	j	∅	∅	∅	eː	k	+	J	∅	∅	∅	E	K	_	6	∅	∅	∅	7	1	0																						
2	0.3333	5	0.8333	97	131	e	j	∅	∅	k	+	tɬ	E	J	∅	∅	K	_	T	7	6	∅	∅	1	0	1																																																																																																																																					132	eː	j	∅	∅	k	+	tɬ	E	J	∅	∅	K	_	T	7	6	∅	∅	1	0	1																						
3	0.5000	4	0.6667	97	131	k	e	j	∅	+	tɬ	i	K	E	J	∅	_	T	I	1	7	6	∅	0	1	7																																																																																																																																					132	k	eː	j	∅	+	tɬ	ɨ	K	E	J	∅	_	T	I	1	7	6	∅	0	1	7																						
4	0.6667	3	0.5000	97	131	+	k	e	j	tɬ	i	∅	_	K	E	J	T	I	∅	0	1	7	6	1	7	∅																																																																																																																																					132	+	k	eː	j	tɬ	ɨ	∅	_	K	E	J	T	I	∅	0	1	7	6	1	7	∅																						
5	0.8333	2	0.3333	97	131	tɬ	+	k	e	i	∅	∅	T	_	K	E	I	∅	∅	1	0	1	7	7	∅	∅																																																																																																																																					132	tɬ	+	k	eː	ɨ	∅	∅	T	_	K	E	I	∅	∅	1	0	1	7	7	∅	∅																						
6	1.0000	1	0.1667	97	131	i	tɬ	+	k	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅																																																																																																																																					132	ɨ	tɬ	+	k	∅	∅	∅	I	T	_	K	∅	∅	∅	7	1	0	1	∅	∅	∅																						
1	0.1111	9	1.0000	98	133	x	∅	∅	∅	o	x	o	G	∅	∅	∅	U	G	U	3	∅	∅	∅	7	3	7																							134	x	∅	∅	∅	o	x	o	G	∅	∅	∅	U	G	U	3	∅	∅	∅	7	3	7	135	x	∅	∅	∅	o	x	o	G	∅	∅	∅	U	G	U	3	∅	∅	∅	7	3	7	136	x	∅	∅	∅	o	x	o	G	∅	∅	∅	U	G	U	3	∅	∅	∅	7	3	7																																																																			137	x	∅	∅	∅	o	x	o	G	∅	∅	∅	U	G	U	3	∅	∅	∅	7	3	7
2	0.2222	8	0.8889	98	133	o	x	∅	∅	x	o	k	U	G	∅	∅	G	U	K	7	3	∅	∅	3	7	1																							134	o	x	∅	∅	x	o	k	U	G	∅	∅	G	U	K	7	3	∅	∅	3	7	1	135	o	x	∅	∅	x	o	k	U	G	∅	∅	G	U	K	7	3	∅	∅	3	7	1	136	o	x	∅	∅	x	o	k	U	G	∅	∅	G	U	K	7	3	∅	∅	3	7	1																																																																			137	o	x	∅	∅	x	o	k	U	G	∅	∅	G	U	K	7	3	∅	∅	3	7	1
3	0.3333	7	0.7778	98	133	x	o	x	∅	o	k	+	G	U	G	∅	U	K	_	3	7	3	∅	7	1	0																							134	x	o	x	∅	o	k	+	G	U	G	∅	U	K	_	3	7	3	∅	7	1	0	135	x	o	x	∅	o	k	+	G	U	G	∅	U	K	_	3	7	3	∅	7	1	0	136	x	o	x	∅	o	k	+	G	U	G	∅	U	K	_	3	7	3	∅	7	1	0																																																																			137	x	o	x	∅	o	k	+	G	U	G	∅	U	K	_	3	7	3	∅	7	1	0
4	0.4444	6	0.6667	98	133	o	x	o	x	k	+	t	U	G	U	G	K	_	T	7	3	7	3	1	0	1																							134	o	x	o	x	k	+	t	U	G	U	G	K	_	T	7	3	7	3	1	0	1	135	o	x	o	x	k	+	t	U	G	U	G	K	_	T	7	3	7	3	1	0	1	136	o	x	o	x	k	+	t	U	G	U	G	K	_	T	7	3	7	3	1	0	1																																																																			137	o	x	o	x	k	+	t	U	G	U	G	K	_	T	7	3	7	3	1	0	1
5	0.5556	5	0.5556	98	133	k	o	x	o	+	t	i	K	U	G	U	_	T	I	1	7	3	7	0	1	7																							134	k	o	x	o	+	t	i	K	U	G	U	_	T	I	1	7	3	7	0	1	7	135	k	o	x	o	+	t	i	K	U	G	U	_	T	I	1	7	3	7	0	1	7	136	k	o	x	o	+	t	i	K	U	G	U	_	T	I	1	7	3	7	0	1	7																																																																			137	k	o	x	o	+	t	iː	K	U	G	U	_	T	I	1	7	3	7	0	1	7
6	0.6667	4	0.4444	98	133	+	k	o	x	t	i	k	_	K	U	G	T	I	K	0	1	7	3	1	7	1																							134	+	k	o	x	t	i	ʔ	_	K	U	G	T	I	H	0	1	7	3	1	7	1	135	+	k	o	x	t	i	k	_	K	U	G	T	I	K	0	1	7	3	1	7	1	136	+	k	o	x	t	i	k	_	K	U	G	T	I	K	0	1	7	3	1	7	1																																																																			137	+	k	o	x	t	iː	k	_	K	U	G	T	I	K	0	1	7	3	1	7	1
7	0.7778	3	0.3333	98	133	t	+	k	o	i	k	∅	T	_	K	U	I	K	∅	1	0	1	7	7	1	∅																							134	t	+	k	o	i	ʔ	∅	T	_	K	U	I	H	∅	1	0	1	7	7	1	∅	135	t	+	k	o	i	k	∅	T	_	K	U	I	K	∅	1	0	1	7	7	1	∅	136	t	+	k	o	i	k	∅	T	_	K	U	I	K	∅	1	0	1	7	7	1	∅																																																																			137	t	+	k	o	iː	k	∅	T	_	K	U	I	K	∅	1	0	1	7	7	1	∅
8	0.8889	2	0.2222	98	133	i	t	+	k	k	∅	∅	I	T	_	K	K	∅	∅	7	1	0	1	1	∅	∅																							134	i	t	+	k	ʔ	∅	∅	I	T	_	K	H	∅	∅	7	1	0	1	1	∅	∅	135	i	t	+	k	k	∅	∅	I	T	_	K	K	∅	∅	7	1	0	1	1	∅	∅	136	i	t	+	k	k	∅	∅	I	T	_	K	K	∅	∅	7	1	0	1	1	∅	∅																																																																			137	iː	t	+	k	k	∅	∅	I	T	_	K	K	∅	∅	7	1	0	1	1	∅	∅
9	1.0000	1	0.1111	98	133	k	i	t	+	∅	∅	∅	K	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅																							134	ʔ	i	t	+	∅	∅	∅	H	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅	135	k	i	t	+	∅	∅	∅	K	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅	136	k	i	t	+	∅	∅	∅	K	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅																																																																			137	k	iː	t	+	∅	∅	∅	K	I	T	_	∅	∅	∅	1	7	1	0	∅	∅	∅
1	0.1250	8	1.0000	99																							138	x	∅	∅	∅	u	x	u	G	∅	∅	∅	Y	G	Y	3	∅	∅	∅	7	3	7																																																																			139	x	∅	∅	∅	u	x	u	G	∅	∅	∅	Y	G	Y	3	∅	∅	∅	7	3	7																																																																		
2	0.2500	7	0.8750	99																							138	u	x	∅	∅	x	u	-	Y	G	∅	∅	G	Y	_	7	3	∅	∅	3	7	0																																																																			139	u	x	∅	∅	x	u	w	Y	G	∅	∅	G	Y	W	7	3	∅	∅	3	7	6																																																																		
3	0.3750	6	0.7500	99																							138	x	u	x	∅	u	-	i	G	Y	G	∅	Y	_	I	3	7	3	∅	7	0	7																																																																			139	x	u	x	∅	u	w	i	G	Y	G	∅	Y	W	I	3	7	3	∅	7	6	7																																																																		
4	0.5000	5	0.6250	99																							138	u	x	u	x	-	i	+	Y	G	Y	G	_	I	_	7	3	7	3	0	7	0																																																																			139	u	x	u	x	w	i	+	Y	G	Y	G	W	I	_	7	3	7	3	6	7	0																																																																		
5	0.6250	4	0.5000	99																							138	-	u	x	u	i	+	k	_	Y	G	Y	I	_	K	0	7	3	7	7	0	1																																																																			139	w	u	x	u	i	+	k	W	Y	G	Y	I	_	K	6	7	3	7	7	0	1																																																																		
6	0.7500	3	0.3750	99																							138	i	-	u	x	+	k	∅	I	_	Y	G	_	K	∅	7	0	7	3	0	1	∅																																																																			139	i	w	u	x	+	k	∅	I	W	Y	G	_	K	∅	7	6	7	3	0	1	∅																																																																		
7	0.8750	2	0.2500	99																							138	+	i	-	u	k	∅	∅	_	I	_	Y	K	∅	∅	0	7	0	7	1	∅	∅																																																																			139	+	i	w	u	k	∅	∅	_	I	W	Y	K	∅	∅	0	7	6	7	1	∅	∅																																																																		
8	1.0000	1	0.1250	99																							138	k	+	i	-	∅	∅	∅	K	_	I	_	∅	∅	∅	1	0	7	0	∅	∅	∅																																																																			139	k	+	i	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅																																																																		
1	0.1667	6	1.0000	101	140	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0	141	ts	∅	∅	∅	u	n	+	C	∅	∅	∅	Y	N	_	2	∅	∅	∅	7	4	0																							142	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0																																													143	ts	∅	∅	∅	o	n	-	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0	144	ts	∅	∅	∅	o	m	-	C	∅	∅	∅	U	M	_	2	∅	∅	∅	7	4	0	145	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0
2	0.3333	5	0.8333	101	140	o	ts	∅	∅	n	+	tɬ	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1	141	u	ts	∅	∅	n	+	t	Y	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1																							142	o	ts	∅	∅	n	+	tɬ	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1																																													143	o	ts	∅	∅	n	-	-	U	C	∅	∅	N	_	_	7	2	∅	∅	4	0	0	144	o	ts	∅	∅	m	-	-	U	C	∅	∅	M	_	_	7	2	∅	∅	4	0	0	145	o	ts	∅	∅	n	+	tɬ	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1
3	0.5000	4	0.6667	101	140	n	o	ts	∅	+	tɬ	i	N	U	C	∅	_	T	I	4	7	2	∅	0	1	7	141	n	u	ts	∅	+	t	i	N	Y	C	∅	_	T	I	4	7	2	∅	0	1	7																							142	n	o	ts	∅	+	tɬ	i	N	U	C	∅	_	T	I	4	7	2	∅	0	1	7																																													143	n	o	ts	∅	-	-	-	N	U	C	∅	_	_	_	4	7	2	∅	0	0	0	144	m	o	ts	∅	-	-	-	M	U	C	∅	_	_	_	4	7	2	∅	0	0	0	145	n	o	ts	∅	+	tɬ	iː	N	U	C	∅	_	T	I	4	7	2	∅	0	1	7
4	0.6667	3	0.5000	101	140	+	n	o	ts	tɬ	i	∅	_	N	U	C	T	I	∅	0	4	7	2	1	7	∅	141	+	n	u	ts	t	i	∅	_	N	Y	C	T	I	∅	0	4	7	2	1	7	∅																							142	+	n	o	ts	tɬ	i	∅	_	N	U	C	T	I	∅	0	4	7	2	1	7	∅																																													143	-	n	o	ts	-	-	∅	_	N	U	C	_	_	∅	0	4	7	2	0	0	∅	144	-	m	o	ts	-	-	∅	_	M	U	C	_	_	∅	0	4	7	2	0	0	∅	145	+	n	o	ts	tɬ	iː	∅	_	N	U	C	T	I	∅	0	4	7	2	1	7	∅
5	0.8333	2	0.3333	101	140	tɬ	+	n	o	i	∅	∅	T	_	N	U	I	∅	∅	1	0	4	7	7	∅	∅	141	t	+	n	u	i	∅	∅	T	_	N	Y	I	∅	∅	1	0	4	7	7	∅	∅																							142	tɬ	+	n	o	i	∅	∅	T	_	N	U	I	∅	∅	1	0	4	7	7	∅	∅																																													143	-	-	n	o	-	∅	∅	_	_	N	U	_	∅	∅	0	0	4	7	0	∅	∅	144	-	-	m	o	-	∅	∅	_	_	M	U	_	∅	∅	0	0	4	7	0	∅	∅	145	tɬ	+	n	o	iː	∅	∅	T	_	N	U	I	∅	∅	1	0	4	7	7	∅	∅
6	1.0000	1	0.1667	101	140	i	tɬ	+	n	∅	∅	∅	I	T	_	N	∅	∅	∅	7	1	0	4	∅	∅	∅	141	i	t	+	n	∅	∅	∅	I	T	_	N	∅	∅	∅	7	1	0	4	∅	∅	∅																							142	i	tɬ	+	n	∅	∅	∅	I	T	_	N	∅	∅	∅	7	1	0	4	∅	∅	∅																																													143	-	-	-	n	∅	∅	∅	_	_	_	N	∅	∅	∅	0	0	0	4	∅	∅	∅	144	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅	145	iː	tɬ	+	n	∅	∅	∅	I	T	_	N	∅	∅	∅	7	1	0	4	∅	∅	∅
1	0.1429	7	1.0000	102																																													146	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0																							147	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0	148	ts	∅	∅	∅	u	n	+	C	∅	∅	∅	Y	N	_	2	∅	∅	∅	7	4	0																																																																		
2	0.2857	6	0.8571	102																																													146	o	ts	∅	∅	n	+	k	U	C	∅	∅	N	_	K	7	2	∅	∅	4	0	1																							147	o	ts	∅	∅	n	+	g	U	C	∅	∅	N	_	K	7	2	∅	∅	4	0	1	148	u	ts	∅	∅	n	+	k	Y	C	∅	∅	N	_	K	7	2	∅	∅	4	0	1																																																																		
3	0.4286	5	0.7143	102																																													146	n	o	ts	∅	+	k	a	N	U	C	∅	_	K	A	4	7	2	∅	0	1	7																							147	n	o	ts	∅	+	g	a	N	U	C	∅	_	K	A	4	7	2	∅	0	1	7	148	n	u	ts	∅	+	k	a	N	Y	C	∅	_	K	A	4	7	2	∅	0	1	7																																																																		
4	0.5714	4	0.5714	102																																													146	+	n	o	ts	k	a	l	_	N	U	C	K	A	L	0	4	7	2	1	7	5																							147	+	n	o	ts	g	a	l	_	N	U	C	K	A	L	0	4	7	2	1	7	5	148	+	n	u	ts	k	a	l	_	N	Y	C	K	A	L	0	4	7	2	1	7	5																																																																		
5	0.7143	3	0.4286	102																																													146	k	+	n	o	a	l	∅	K	_	N	U	A	L	∅	1	0	4	7	7	5	∅																							147	g	+	n	o	a	l	∅	K	_	N	U	A	L	∅	1	0	4	7	7	5	∅	148	k	+	n	u	a	l	∅	K	_	N	Y	A	L	∅	1	0	4	7	7	5	∅																																																																		
6	0.8571	2	0.2857	102																																													146	a	k	+	n	l	∅	∅	A	K	_	N	L	∅	∅	7	1	0	4	5	∅	∅																							147	a	g	+	n	l	∅	∅	A	K	_	N	L	∅	∅	7	1	0	4	5	∅	∅	148	a	k	+	n	l	∅	∅	A	K	_	N	L	∅	∅	7	1	0	4	5	∅	∅																																																																		
7	1.0000	1	0.1429	102																																													146	l	a	k	+	∅	∅	∅	L	A	K	_	∅	∅	∅	5	7	1	0	∅	∅	∅																							147	l	a	g	+	∅	∅	∅	L	A	K	_	∅	∅	∅	5	7	1	0	∅	∅	∅	148	l	a	k	+	∅	∅	∅	L	A	K	_	∅	∅	∅	5	7	1	0	∅	∅	∅																																																																		
1	0.0769	13	1.0000	104																							149	ts	∅	∅	∅	u	n	+	C	∅	∅	∅	Y	N	_	2	∅	∅	∅	7	4	0	150	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0	151	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0	152	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0	153	ts	∅	∅	∅	u	n	+	C	∅	∅	∅	Y	N	_	2	∅	∅	∅	7	4	0																							154	-	∅	∅	∅	-	-	-	_	∅	∅	∅	_	_	_	0	∅	∅	∅	0	0	0	155	ts	∅	∅	∅	o	n	+	C	∅	∅	∅	U	N	_	2	∅	∅	∅	7	4	0
2	0.1538	12	0.9231	104																							149	u	ts	∅	∅	n	+	t	Y	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1	150	o	ts	∅	∅	n	+	t	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1	151	o	ts	∅	∅	n	+	t	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1	152	o	ts	∅	∅	n	+	t	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1	153	u	ts	∅	∅	n	+	t	Y	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1																							154	-	-	∅	∅	-	-	-	_	_	∅	∅	_	_	_	0	0	∅	∅	0	0	0	155	o	ts	∅	∅	n	+	t	U	C	∅	∅	N	_	T	7	2	∅	∅	4	0	1
3	0.2308	11	0.8462	104																							149	n	u	ts	∅	+	t	e	N	Y	C	∅	_	T	E	4	7	2	∅	0	1	7	150	n	o	ts	∅	+	t	e	N	U	C	∅	_	T	E	4	7	2	∅	0	1	7	151	n	o	ts	∅	+	t	e	N	U	C	∅	_	T	E	4	7	2	∅	0	1	7	152	n	o	ts	∅	+	t	e	N	U	C	∅	_	T	E	4	7	2	∅	0	1	7	153	n	u	ts	∅	+	t	e	N	Y	C	∅	_	T	E	4	7	2	∅	0	1	7																							154	-	-	-	∅	-	-	-	_	_	_	∅	_	_	_	0	0	0	∅	0	0	0	155	n	o	ts	∅	+	t	e	N	U	C	∅	_	T	E	4	7	2	∅	0	1	7
4	0.3077	10	0.7692	104																							149	+	n	u	ts	t	e	k	_	N	Y	C	T	E	K	0	4	7	2	1	7	1	150	+	n	o	ts	t	e	k	_	N	U	C	T	E	K	0	4	7	2	1	7	1	151	+	n	o	ts	t	e	k	_	N	U	C	T	E	K	0	4	7	2	1	7	1	152	+	n	o	ts	t	e	g	_	N	U	C	T	E	K	0	4	7	2	1	7	1	153	+	n	u	ts	t	e	k	_	N	Y	C	T	E	K	0	4	7	2	1	7	1																							154	-	-	-	-	-	-	k	_	_	_	_	_	_	K	0	0	0	0	0	0	1	155	+	n	o	ts	t	e	k	_	N	U	C	T	E	K	0	4	7	2	1	7	1
5	0.3846	9	0.6923	104																							149	t	+	n	u	e	k	-	T	_	N	Y	E	K	_	1	0	4	7	7	1	0	150	t	+	n	o	e	k	-	T	_	N	U	E	K	_	1	0	4	7	7	1	0	151	t	+	n	o	e	k	-	T	_	N	U	E	K	_	1	0	4	7	7	1	0	152	t	+	n	o	e	g	-	T	_	N	U	E	K	_	1	0	4	7	7	1	0	153	t	+	n	u	e	k	u	T	_	N	Y	E	K	Y	1	0	4	7	7	1	7																							154	-	-	-	-	-	k	-	_	_	_	_	_	K	_	0	0	0	0	0	1	0	155	t	+	n	o	e	k	-	T	_	N	U	E	K	_	1	0	4	7	7	1	0
6	0.4615	8	0.6154	104																							149	e	t	+	n	k	-	-	E	T	_	N	K	_	_	7	1	0	4	1	0	0	150	e	t	+	n	k	-	-	E	T	_	N	K	_	_	7	1	0	4	1	0	0	151	e	t	+	n	k	-	-	E	T	_	N	K	_	_	7	1	0	4	1	0	0	152	e	t	+	n	g	-	-	E	T	_	N	K	_	_	7	1	0	4	1	0	0	153	e	t	+	n	k	u	m	E	T	_	N	K	Y	M	7	1	0	4	1	7	4																							154	-	-	-	-	k	-	w	_	_	_	_	K	_	W	0	0	0	0	1	0	6	155	e	t	+	n	k	-	-	E	T	_	N	K	_	_	7	1	0	4	1	0	0
7	0.5385	7	0.5385	104																							149	k	e	t	+	-	-	o	K	E	T	_	_	_	U	1	7	1	0	0	0	7	150	k	e	t	+	-	-	o	K	E	T	_	_	_	U	1	7	1	0	0	0	7	151	k	e	t	+	-	-	o	K	E	T	_	_	_	U	1	7	1	0	0	0	7	152	g	e	t	+	-	-	o	K	E	T	_	_	_	U	1	7	1	0	0	0	7	153	k	e	t	+	u	m	a	K	E	T	_	Y	M	A	1	7	1	0	7	4	7																							154	k	-	-	-	-	w	a	K	_	_	_	_	W	A	1	0	0	0	0	6	7	155	k	e	t	+	-	-	o	K	E	T	_	_	_	U	1	7	1	0	0	0	7
8	0.6154	6	0.4615	104																							149	-	k	e	t	-	o	n	_	K	E	T	_	U	N	0	1	7	1	0	7	4	150	-	k	e	t	-	o	n	_	K	E	T	_	U	N	0	1	7	1	0	7	4	151	-	k	e	t	-	o	-	_	K	E	T	_	U	_	0	1	7	1	0	7	0	152	-	g	e	t	-	o	n	_	K	E	T	_	U	N	0	1	7	1	0	7	4	153	u	k	e	t	m	a	-	Y	K	E	T	M	A	_	7	1	7	1	4	7	0																							154	-	k	-	-	w	a	h	_	K	_	_	W	A	H	0	1	0	0	6	7	3	155	-	k	e	t	-	o	-	_	K	E	T	_	U	_	0	1	7	1	0	7	0
