index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
3	0.2727	9	0.8182	84	109	tʃ	i	m	∅	-	-	+	T	I	M	∅	_	_	_	1	7	4	∅	0	0	0																																													110	tʃ	i	m	∅	i	-	-	T	I	M	∅	I	_	_	1	7	4	∅	7	0	0																							111	tʃ	i	m	∅	i	n	-	T	I	M	∅	I	N	_	1	7	4	∅	7	4	0	112	tʃ	i	m	∅	o	m	-	T	I	M	∅	U	M	_	1	7	4	∅	7	4	0	113	-	ɨ	m	∅	-	-	+	_	I	M	∅	_	_	_	0	7	4	∅	0	0	0	114	tʃ	iː	m	∅	iː	-	-	T	I	M	∅	I	_	_	1	7	4	∅	7	0	0
4	0.3636	8	0.7273	84	109	-	tʃ	i	m	-	+	-	_	T	I	M	_	_	_	0	1	7	4	0	0	0																																													110	i	tʃ	i	m	-	-	-	I	T	I	M	_	_	_	7	1	7	4	0	0	0																							111	i	tʃ	i	m	n	-	-	I	T	I	M	N	_	_	7	1	7	4	4	0	0	112	o	tʃ	i	m	m	-	-	U	T	I	M	M	_	_	7	1	7	4	4	0	0	113	-	-	ɨ	m	-	+	tʃ	_	_	I	M	_	_	T	0	0	7	4	0	0	1	114	iː	tʃ	iː	m	-	-	-	I	T	I	M	_	_	_	7	1	7	4	0	0	0
5	0.4545	7	0.6364	84	109	-	-	tʃ	i	+	-	i	_	_	T	I	_	_	I	0	0	1	7	0	0	7																																													110	-	i	tʃ	i	-	-	-	_	I	T	I	_	_	_	0	7	1	7	0	0	0																							111	n	i	tʃ	i	-	-	-	N	I	T	I	_	_	_	4	7	1	7	0	0	0	112	m	o	tʃ	i	-	-	-	M	U	T	I	_	_	_	4	7	1	7	0	0	0	113	-	-	-	ɨ	+	tʃ	ɨ	_	_	_	I	_	T	I	0	0	0	7	0	1	7	114	-	iː	tʃ	iː	-	-	-	_	I	T	I	_	_	_	0	7	1	7	0	0	0
6	0.5455	6	0.5455	84	109	+	-	-	tʃ	-	i	n	_	_	_	T	_	I	N	0	0	0	1	0	7	4																																													110	-	-	i	tʃ	-	-	-	_	_	I	T	_	_	_	0	0	7	1	0	0	0																							111	-	n	i	tʃ	-	-	-	_	N	I	T	_	_	_	0	4	7	1	0	0	0	112	-	m	o	tʃ	-	-	-	_	M	U	T	_	_	_	0	4	7	1	0	0	0	113	+	-	-	-	tʃ	ɨ	-	_	_	_	_	T	I	_	0	0	0	0	1	7	0	114	-	-	iː	tʃ	-	-	-	_	_	I	T	_	_	_	0	0	7	1	0	0	0
7	0.6364	5	0.4545	84	109	-	+	-	-	i	n	-	_	_	_	_	I	N	_	0	0	0	0	7	4	0																																													110	-	-	-	i	-	-	-	_	_	_	I	_	_	_	0	0	0	7	0	0	0																							111	-	-	n	i	-	-	-	_	_	N	I	_	_	_	0	0	4	7	0	0	0	112	-	-	m	o	-	-	-	_	_	M	U	_	_	_	0	0	4	7	0	0	0	113	tʃ	+	-	-	ɨ	-	+	T	_	_	_	I	_	_	1	0	0	0	7	0	0	114	-	-	-	iː	-	-	-	_	_	_	I	_	_	_	0	0	0	7	0	0	0
8	0.7273	4	0.3636	84	109	i	-	+	-	n	-	-	I	_	_	_	N	_	_	7	0	0	0	4	0	0																																													110	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0																							111	-	-	-	n	-	-	-	_	_	_	N	_	_	_	0	0	0	4	0	0	0	112	-	-	-	m	-	-	-	_	_	_	M	_	_	_	0	0	0	4	0	0	0	113	ɨ	tʃ	+	-	-	+	m	I	T	_	_	_	_	M	7	1	0	0	0	0	4	114	-	-	-	-	-	-	-	_	_	_	_	_	_	_	0	0	0	0	0	0	0
9	0.8182	3	0.2727	84	109	n	i	-	+	-	-	∅	N	I	_	_	_	_	∅	4	7	0	0	0	0	∅																																													110	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅																							111	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	112	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	113	-	ɨ	tʃ	+	+	m	∅	_	I	T	_	_	M	∅	0	7	1	0	0	4	∅	114	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅
10	0.9091	2	0.1818	84	109	-	n	i	-	-	∅	∅	_	N	I	_	_	∅	∅	0	4	7	0	0	∅	∅																																													110	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅																							111	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	112	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	113	+	-	ɨ	tʃ	m	∅	∅	_	_	I	T	M	∅	∅	0	0	7	1	4	∅	∅	114	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅
11	1.0000	1	0.0909	84	109	-	-	n	i	∅	∅	∅	_	_	N	I	∅	∅	∅	0	0	4	7	∅	∅	∅																																													110	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅																							111	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	112	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	113	m	+	-	ɨ	∅	∅	∅	M	_	_	I	∅	∅	∅	4	0	0	7	∅	∅	∅	114	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅
1	0.2000	5	1.0000	85																																													115	t	∅	∅	∅	oː	p	o	T	∅	∅	∅	U	P	U	1	∅	∅	∅	7	1	7																							116	t	∅	∅	∅	oː	p	o	T	∅	∅	∅	U	P	U	1	∅	∅	∅	7	1	7																																																																																								
2	0.4000	4	0.8000	85																																													115	oː	t	∅	∅	p	o	h	U	T	∅	∅	P	U	H	7	1	∅	∅	1	7	3																							116	oː	t	∅	∅	p	o	h	U	T	∅	∅	P	U	H	7	1	∅	∅	1	7	3																																																																																								
3	0.6000	3	0.6000	85																																													115	p	oː	t	∅	o	h	∅	P	U	T	∅	U	H	∅	1	7	1	∅	7	3	∅																							116	p	oː	t	∅	o	h	∅	P	U	T	∅	U	H	∅	1	7	1	∅	7	3	∅																																																																																								
4	0.8000	2	0.4000	85																																													115	o	p	oː	t	h	∅	∅	U	P	U	T	H	∅	∅	7	1	7	1	3	∅	∅																							116	o	p	oː	t	h	∅	∅	U	P	U	T	H	∅	∅	7	1	7	1	3	∅	∅																																																																																								
5	1.0000	1	0.2000	85																																													115	h	o	p	oː	∅	∅	∅	H	U	P	U	∅	∅	∅	3	7	1	7	∅	∅	∅																							116	h	o	p	oː	∅	∅	∅	H	U	P	U	∅	∅	∅	3	7	1	7	∅	∅	∅																																																																																								
1	0.1429	7	1.0000	87	117	p	∅	∅	∅	a	tɬ	aː	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	118	p	∅	∅	∅	a	r	a	P	∅	∅	∅	A	R	A	1	∅	∅	∅	7	5	7	119	p	∅	∅	∅	a	t	aː	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	120	p	∅	∅	∅	a	tɬ	a	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	121	p	∅	∅	∅	a	t	aː	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	122	p	∅	∅	∅	a	t	aː	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	123	p	∅	∅	∅	a	t	a	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	124	p	∅	∅	∅	a	tɬ	aː	P	∅	∅	∅	A	T	A	1	∅	∅	∅	7	1	7	125	p	∅	∅	∅	a	tɬ	ø	P	∅	∅	∅	A	T	U	1	∅	∅	∅	7	1	7
2	0.2857	6	0.8571	87	117	a	p	∅	∅	tɬ	aː	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	118	a	p	∅	∅	r	a	n	A	P	∅	∅	R	A	N	7	1	∅	∅	5	7	4	119	a	p	∅	∅	t	aː	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	120	a	p	∅	∅	tɬ	a	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	121	a	p	∅	∅	t	aː	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	122	a	p	∅	∅	t	aː	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	123	a	p	∅	∅	t	a	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	124	a	p	∅	∅	tɬ	aː	n	A	P	∅	∅	T	A	N	7	1	∅	∅	1	7	4	125	a	p	∅	∅	tɬ	ø	n	A	P	∅	∅	T	U	N	7	1	∅	∅	1	7	4
3	0.4286	5	0.7143	87	117	tɬ	a	p	∅	aː	n	-	T	A	P	∅	A	N	_	1	7	1	∅	7	4	0	118	r	a	p	∅	a	n	-	R	A	P	∅	A	N	_	5	7	1	∅	7	4	0	119	t	a	p	∅	aː	n	-	T	A	P	∅	A	N	_	1	7	1	∅	7	4	0	120	tɬ	a	p	∅	a	n	-	T	A	P	∅	A	N	_	1	7	1	∅	7	4	0	121	t	a	p	∅	aː	n	-	T	A	P	∅	A	N	_	1	7	1	∅	7	4	0	122	t	a	p	∅	aː	n	-	T	A	P	∅	A	N	_	1	7	1	∅	7	4	0	123	t	a	p	∅	a	n	k	T	A	P	∅	A	N	K	1	7	1	∅	7	4	1	124	tɬ	a	p	∅	aː	n	-	T	A	P	∅	A	N	_	1	7	1	∅	7	4	0	125	tɬ	a	p	∅	ø	n	-	T	A	P	∅	U	N	_	1	7	1	∅	7	4	0
4	0.5714	4	0.5714	87	117	aː	tɬ	a	p	n	-	-	A	T	A	P	N	_	_	7	1	7	1	4	0	0	118	a	r	a	p	n	-	i	A	R	A	P	N	_	I	7	5	7	1	4	0	7	119	aː	t	a	p	n	-	i	A	T	A	P	N	_	I	7	1	7	1	4	0	7	120	a	tɬ	a	p	n	-	i	A	T	A	P	N	_	I	7	1	7	1	4	0	7	121	aː	t	a	p	n	-	i	A	T	A	P	N	_	I	7	1	7	1	4	0	7	122	aː	t	a	p	n	-	i	A	T	A	P	N	_	I	7	1	7	1	4	0	7	123	a	t	a	p	n	k	-	A	T	A	P	N	K	_	7	1	7	1	4	1	0	124	aː	tɬ	a	p	n	-	i	A	T	A	P	N	_	I	7	1	7	1	4	0	7	125	ø	tɬ	a	p	n	-	i	U	T	A	P	N	_	I	7	1	7	1	4	0	7
5	0.7143	3	0.4286	87	117	n	aː	tɬ	a	-	-	∅	N	A	T	A	_	_	∅	4	7	1	7	0	0	∅	118	n	a	r	a	-	i	∅	N	A	R	A	_	I	∅	4	7	5	7	0	7	∅	119	n	aː	t	a	-	i	∅	N	A	T	A	_	I	∅	4	7	1	7	0	7	∅	120	n	a	tɬ	a	-	i	∅	N	A	T	A	_	I	∅	4	7	1	7	0	7	∅	121	n	aː	t	a	-	i	∅	N	A	T	A	_	I	∅	4	7	1	7	0	7	∅	122	n	aː	t	a	-	i	∅	N	A	T	A	_	I	∅	4	7	1	7	0	7	∅	123	n	a	t	a	k	-	∅	N	A	T	A	K	_	∅	4	7	1	7	1	0	∅	124	n	aː	tɬ	a	-	i	∅	N	A	T	A	_	I	∅	4	7	1	7	0	7	∅	125	n	ø	tɬ	a	-	i	∅	N	U	T	A	_	I	∅	4	7	1	7	0	7	∅
6	0.8571	2	0.2857	87	117	-	n	aː	tɬ	-	∅	∅	_	N	A	T	_	∅	∅	0	4	7	1	0	∅	∅	118	-	n	a	r	i	∅	∅	_	N	A	R	I	∅	∅	0	4	7	5	7	∅	∅	119	-	n	aː	t	i	∅	∅	_	N	A	T	I	∅	∅	0	4	7	1	7	∅	∅	120	-	n	a	tɬ	i	∅	∅	_	N	A	T	I	∅	∅	0	4	7	1	7	∅	∅	121	-	n	aː	t	i	∅	∅	_	N	A	T	I	∅	∅	0	4	7	1	7	∅	∅	122	-	n	aː	t	i	∅	∅	_	N	A	T	I	∅	∅	0	4	7	1	7	∅	∅	123	k	n	a	t	-	∅	∅	K	N	A	T	_	∅	∅	1	4	7	1	0	∅	∅	124	-	n	aː	tɬ	i	∅	∅	_	N	A	T	I	∅	∅	0	4	7	1	7	∅	∅	125	-	n	ø	tɬ	i	∅	∅	_	N	U	T	I	∅	∅	0	4	7	1	7	∅	∅
7	1.0000	1	0.1429	87	117	-	-	n	aː	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	118	i	-	n	a	∅	∅	∅	I	_	N	A	∅	∅	∅	7	0	4	7	∅	∅	∅	119	i	-	n	aː	∅	∅	∅	I	_	N	A	∅	∅	∅	7	0	4	7	∅	∅	∅	120	i	-	n	a	∅	∅	∅	I	_	N	A	∅	∅	∅	7	0	4	7	∅	∅	∅	121	i	-	n	aː	∅	∅	∅	I	_	N	A	∅	∅	∅	7	0	4	7	∅	∅	∅	122	i	-	n	aː	∅	∅	∅	I	_	N	A	∅	∅	∅	7	0	4	7	∅	∅	∅	123	-	k	n	a	∅	∅	∅	_	K	N	A	∅	∅	∅	0	1	4	7	∅	∅	∅	124	i	-	n	aː	∅	∅	∅	I	_	N	A	∅	∅	∅	7	0	4	7	∅	∅	∅	125	i	-	n	ø	∅	∅	∅	I	_	N	U	∅	∅	∅	7	0	4	7	∅	∅	∅
1	0.2000	5	1.0000	88	126	-	∅	∅	∅	kx	i	+	_	∅	∅	∅	K	I	_	0	∅	∅	∅	1	7	0	127	i	∅	∅	∅	kx	i	-	I	∅	∅	∅	K	I	_	7	∅	∅	∅	1	7	0	128	i	∅	∅	∅	kx	i	-	I	∅	∅	∅	K	I	_	7	∅	∅	∅	1	7	0	129	i	∅	∅	∅	kx	i	-	I	∅	∅	∅	K	I	_	7	∅	∅	∅	1	7	0	130	i	∅	∅	∅	kx	i	-	I	∅	∅	∅	K	I	_	7	∅	∅	∅	1	7	0	131	-	∅	∅	∅	kx	i	-	_	∅	∅	∅	K	I	_	0	∅	∅	∅	1	7	0																							132	ɨ	∅	∅	∅	kx	ɨ	-	I	∅	∅	∅	K	I	_	7	∅	∅	∅	1	7	0	133	i	∅	∅	∅	kx	iː	-	I	∅	∅	∅	K	I	_	7	∅	∅	∅	1	7	0
2	0.4000	4	0.8000	88	126	kx	-	∅	∅	i	+	tɬ	K	_	∅	∅	I	_	T	1	0	∅	∅	7	0	1	127	kx	i	∅	∅	i	-	-	K	I	∅	∅	I	_	_	1	7	∅	∅	7	0	0	128	kx	i	∅	∅	i	-	-	K	I	∅	∅	I	_	_	1	7	∅	∅	7	0	0	129	kx	i	∅	∅	i	-	-	K	I	∅	∅	I	_	_	1	7	∅	∅	7	0	0	130	kx	i	∅	∅	i	-	-	K	I	∅	∅	I	_	_	1	7	∅	∅	7	0	0	131	kx	-	∅	∅	i	-	-	K	_	∅	∅	I	_	_	1	0	∅	∅	7	0	0																							132	kx	ɨ	∅	∅	ɨ	-	-	K	I	∅	∅	I	_	_	1	7	∅	∅	7	0	0	133	kx	i	∅	∅	iː	-	-	K	I	∅	∅	I	_	_	1	7	∅	∅	7	0	0
3	0.6000	3	0.6000	88	126	i	kx	-	∅	+	tɬ	∅	I	K	_	∅	_	T	∅	7	1	0	∅	0	1	∅	127	i	kx	i	∅	-	-	∅	I	K	I	∅	_	_	∅	7	1	7	∅	0	0	∅	128	i	kx	i	∅	-	-	∅	I	K	I	∅	_	_	∅	7	1	7	∅	0	0	∅	129	i	kx	i	∅	-	-	∅	I	K	I	∅	_	_	∅	7	1	7	∅	0	0	∅	130	i	kx	i	∅	-	-	∅	I	K	I	∅	_	_	∅	7	1	7	∅	0	0	∅	131	i	kx	-	∅	-	-	∅	I	K	_	∅	_	_	∅	7	1	0	∅	0	0	∅																							132	ɨ	kx	ɨ	∅	-	-	∅	I	K	I	∅	_	_	∅	7	1	7	∅	0	0	∅	133	iː	kx	i	∅	-	-	∅	I	K	I	∅	_	_	∅	7	1	7	∅	0	0	∅
4	0.8000	2	0.4000	88	126	+	i	kx	-	tɬ	∅	∅	_	I	K	_	T	∅	∅	0	7	1	0	1	∅	∅	127	-	i	kx	i	-	∅	∅	_	I	K	I	_	∅	∅	0	7	1	7	0	∅	∅	128	-	i	kx	i	-	∅	∅	_	I	K	I	_	∅	∅	0	7	1	7	0	∅	∅	129	-	i	kx	i	-	∅	∅	_	I	K	I	_	∅	∅	0	7	1	7	0	∅	∅	130	-	i	kx	i	-	∅	∅	_	I	K	I	_	∅	∅	0	7	1	7	0	∅	∅	131	-	i	kx	-	-	∅	∅	_	I	K	_	_	∅	∅	0	7	1	0	0	∅	∅																							132	-	ɨ	kx	ɨ	-	∅	∅	_	I	K	I	_	∅	∅	0	7	1	7	0	∅	∅	133	-	iː	kx	i	-	∅	∅	_	I	K	I	_	∅	∅	0	7	1	7	0	∅	∅
5	1.0000	1	0.2000	88	126	tɬ	+	i	kx	∅	∅	∅	T	_	I	K	∅	∅	∅	1	0	7	1	∅	∅	∅	127	-	-	i	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	128	-	-	i	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	129	-	-	i	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	130	-	-	i	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	131	-	-	i	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅																							132	-	-	ɨ	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅	133	-	-	iː	kx	∅	∅	∅	_	_	I	K	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.1111	9	1.0000	90	134	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4																							135	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	136	t	∅	∅	∅	e	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	137	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	138	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4																							139	t	∅	∅	∅	eː	-	n	T	∅	∅	∅	E	_	N	1	∅	∅	∅	7	0	4	140	t	∅	∅	∅	i	e	n	T	∅	∅	∅	I	E	N	1	∅	∅	∅	7	7	4
2	0.2222	8	0.8889	90	134	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0																							135	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	136	e	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	137	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	138	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0																							139	eː	t	∅	∅	-	n	+	E	T	∅	∅	_	N	_	7	1	∅	∅	0	4	0	140	i	t	∅	∅	e	n	+	I	T	∅	∅	E	N	_	7	1	∅	∅	7	4	0
3	0.3333	7	0.7778	90	134	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1																							135	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	136	-	e	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	137	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	138	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1																							139	-	eː	t	∅	n	+	t	_	E	T	∅	N	_	T	0	7	1	∅	4	0	1	140	e	i	t	∅	n	+	t	E	I	T	∅	N	_	T	7	7	1	∅	4	0	1
4	0.4444	6	0.6667	90	134	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7																							135	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	136	n	-	e	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	137	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	138	n	-	eː	t	+	t	u	N	_	E	T	_	T	Y	4	0	7	1	0	1	7																							139	n	-	eː	t	+	t	o	N	_	E	T	_	T	U	4	0	7	1	0	1	7	140	n	e	i	t	+	t	iː	N	E	I	T	_	T	I	4	7	7	1	0	1	7
5	0.5556	5	0.5556	90	134	+	n	-	eː	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1																							135	+	n	-	eː	t	o	ʔ	_	N	_	E	T	U	H	0	4	0	7	1	7	1	136	+	n	-	e	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1	137	+	n	-	eː	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1	138	+	n	-	eː	t	u	k	_	N	_	E	T	Y	K	0	4	0	7	1	7	1																							139	+	n	-	eː	t	o	k	_	N	_	E	T	U	K	0	4	0	7	1	7	1	140	+	n	e	i	t	iː	k	_	N	E	I	T	I	K	0	4	7	7	1	7	1
