index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
5	1.0000	1	0.2000	872	245	a	k	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																													246	a	k	ŋ	u	∅	∅	∅	A	K	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	873																							247	pʰ	∅	∅	∅	u	ŋ	b	P	∅	∅	∅	Y	N	P	1	∅	∅	∅	7	4	1	248	pʰ	∅	∅	∅	u	ŋ	b	P	∅	∅	∅	Y	N	P	1	∅	∅	∅	7	4	1																							249	pʰ	∅	∅	∅	u	ŋ	b	P	∅	∅	∅	Y	N	P	1	∅	∅	∅	7	4	1	250	pʰ	∅	∅	∅	u	ŋ	b	P	∅	∅	∅	Y	N	P	1	∅	∅	∅	7	4	1	251	pʰ	∅	∅	∅	u	ŋ	b	P	∅	∅	∅	Y	N	P	1	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	873																							247	u	pʰ	∅	∅	ŋ	b	e	Y	P	∅	∅	N	P	E	7	1	∅	∅	4	1	7	248	u	pʰ	∅	∅	ŋ	b	e	Y	P	∅	∅	N	P	E	7	1	∅	∅	4	1	7																							249	u	pʰ	∅	∅	ŋ	b	e	Y	P	∅	∅	N	P	E	7	1	∅	∅	4	1	7	250	u	pʰ	∅	∅	ŋ	b	e	Y	P	∅	∅	N	P	E	7	1	∅	∅	4	1	7	251	u	pʰ	∅	∅	ŋ	b	e	Y	P	∅	∅	N	P	E	7	1	∅	∅	4	1	7																						
3	0.6000	3	0.6000	873																							247	ŋ	u	pʰ	∅	b	e	∅	N	Y	P	∅	P	E	∅	4	7	1	∅	1	7	∅	248	ŋ	u	pʰ	∅	b	e	∅	N	Y	P	∅	P	E	∅	4	7	1	∅	1	7	∅																							249	ŋ	u	pʰ	∅	b	e	∅	N	Y	P	∅	P	E	∅	4	7	1	∅	1	7	∅	250	ŋ	u	pʰ	∅	b	e	∅	N	Y	P	∅	P	E	∅	4	7	1	∅	1	7	∅	251	ŋ	u	pʰ	∅	b	e	∅	N	Y	P	∅	P	E	∅	4	7	1	∅	1	7	∅																						
4	0.8000	2	0.4000	873																							247	b	ŋ	u	pʰ	e	∅	∅	P	N	Y	P	E	∅	∅	1	4	7	1	7	∅	∅	248	b	ŋ	u	pʰ	e	∅	∅	P	N	Y	P	E	∅	∅	1	4	7	1	7	∅	∅																							249	b	ŋ	u	pʰ	e	∅	∅	P	N	Y	P	E	∅	∅	1	4	7	1	7	∅	∅	250	b	ŋ	u	pʰ	e	∅	∅	P	N	Y	P	E	∅	∅	1	4	7	1	7	∅	∅	251	b	ŋ	u	pʰ	e	∅	∅	P	N	Y	P	E	∅	∅	1	4	7	1	7	∅	∅																						
5	1.0000	1	0.2000	873																							247	e	b	ŋ	u	∅	∅	∅	E	P	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	248	e	b	ŋ	u	∅	∅	∅	E	P	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																							249	e	b	ŋ	u	∅	∅	∅	E	P	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	250	e	b	ŋ	u	∅	∅	∅	E	P	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅	251	e	b	ŋ	u	∅	∅	∅	E	P	N	Y	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.1667	6	1.0000	908	252	l	∅	∅	∅	j	a	k	L	∅	∅	∅	J	A	K	5	∅	∅	∅	6	7	1																																													253	-	∅	∅	∅	l	e	k	_	∅	∅	∅	L	E	K	0	∅	∅	∅	5	7	1																																																																			254	-	∅	∅	∅	j	a	k	_	∅	∅	∅	J	A	K	0	∅	∅	∅	6	7	1
2	0.3333	5	0.8333	908	252	j	l	∅	∅	a	k	p	J	L	∅	∅	A	K	P	6	5	∅	∅	7	1	1																																													253	l	-	∅	∅	e	k	p	L	_	∅	∅	E	K	P	5	0	∅	∅	7	1	1																																																																			254	j	-	∅	∅	a	k	p	J	_	∅	∅	A	K	P	6	0	∅	∅	7	1	1
3	0.5000	4	0.6667	908	252	a	j	l	∅	k	p	u	A	J	L	∅	K	P	Y	7	6	5	∅	1	1	7																																													253	e	l	-	∅	k	p	u	E	L	_	∅	K	P	Y	7	5	0	∅	1	1	7																																																																			254	a	j	-	∅	k	p	u	A	J	_	∅	K	P	Y	7	6	0	∅	1	1	7
4	0.6667	3	0.5000	908	252	k	a	j	l	p	u	∅	K	A	J	L	P	Y	∅	1	7	6	5	1	7	∅																																													253	k	e	l	-	p	u	∅	K	E	L	_	P	Y	∅	1	7	5	0	1	7	∅																																																																			254	k	a	j	-	p	u	∅	K	A	J	_	P	Y	∅	1	7	6	0	1	7	∅
5	0.8333	2	0.3333	908	252	p	k	a	j	u	∅	∅	P	K	A	J	Y	∅	∅	1	1	7	6	7	∅	∅																																													253	p	k	e	l	u	∅	∅	P	K	E	L	Y	∅	∅	1	1	7	5	7	∅	∅																																																																			254	p	k	a	j	u	∅	∅	P	K	A	J	Y	∅	∅	1	1	7	6	7	∅	∅
6	1.0000	1	0.1667	908	252	u	p	k	a	∅	∅	∅	Y	P	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅																																													253	u	p	k	e	∅	∅	∅	Y	P	K	E	∅	∅	∅	7	1	1	7	∅	∅	∅																																																																			254	u	p	k	a	∅	∅	∅	Y	P	K	A	∅	∅	∅	7	1	1	7	∅	∅	∅
1	0.1667	6	1.0000	909																							255	pʰ	∅	∅	∅	e	l	u	P	∅	∅	∅	E	L	Y	1	∅	∅	∅	7	5	7	256	pʰ	∅	∅	∅	e	l	u	P	∅	∅	∅	E	L	Y	1	∅	∅	∅	7	5	7																							257	pʰ	∅	∅	∅	e	l	-	P	∅	∅	∅	E	L	_	1	∅	∅	∅	7	5	0	258	pʰ	∅	∅	∅	e	l	-	P	∅	∅	∅	E	L	_	1	∅	∅	∅	7	5	0	259	pʰ	∅	∅	∅	e	l	u	P	∅	∅	∅	E	L	Y	1	∅	∅	∅	7	5	7																						
2	0.3333	5	0.8333	909																							255	e	pʰ	∅	∅	l	u	l	E	P	∅	∅	L	Y	L	7	1	∅	∅	5	7	5	256	e	pʰ	∅	∅	l	u	l	E	P	∅	∅	L	Y	L	7	1	∅	∅	5	7	5																							257	e	pʰ	∅	∅	l	-	-	E	P	∅	∅	L	_	_	7	1	∅	∅	5	0	0	258	e	pʰ	∅	∅	l	-	-	E	P	∅	∅	L	_	_	7	1	∅	∅	5	0	0	259	e	pʰ	∅	∅	l	u	l	E	P	∅	∅	L	Y	L	7	1	∅	∅	5	7	5																						
3	0.5000	4	0.6667	909																							255	l	e	pʰ	∅	u	l	a	L	E	P	∅	Y	L	A	5	7	1	∅	7	5	7	256	l	e	pʰ	∅	u	l	a	L	E	P	∅	Y	L	A	5	7	1	∅	7	5	7																							257	l	e	pʰ	∅	-	-	o	L	E	P	∅	_	_	U	5	7	1	∅	0	0	7	258	l	e	pʰ	∅	-	-	o	L	E	P	∅	_	_	U	5	7	1	∅	0	0	7	259	l	e	pʰ	∅	u	l	a	L	E	P	∅	Y	L	A	5	7	1	∅	7	5	7																						
4	0.6667	3	0.5000	909																							255	u	l	e	pʰ	l	a	∅	Y	L	E	P	L	A	∅	7	5	7	1	5	7	∅	256	u	l	e	pʰ	l	a	∅	Y	L	E	P	L	A	∅	7	5	7	1	5	7	∅																							257	-	l	e	pʰ	-	o	∅	_	L	E	P	_	U	∅	0	5	7	1	0	7	∅	258	-	l	e	pʰ	-	o	∅	_	L	E	P	_	U	∅	0	5	7	1	0	7	∅	259	u	l	e	pʰ	l	a	∅	Y	L	E	P	L	A	∅	7	5	7	1	5	7	∅																						
5	0.8333	2	0.3333	909																							255	l	u	l	e	a	∅	∅	L	Y	L	E	A	∅	∅	5	7	5	7	7	∅	∅	256	l	u	l	e	a	∅	∅	L	Y	L	E	A	∅	∅	5	7	5	7	7	∅	∅																							257	-	-	l	e	o	∅	∅	_	_	L	E	U	∅	∅	0	0	5	7	7	∅	∅	258	-	-	l	e	o	∅	∅	_	_	L	E	U	∅	∅	0	0	5	7	7	∅	∅	259	l	u	l	e	a	∅	∅	L	Y	L	E	A	∅	∅	5	7	5	7	7	∅	∅																						
6	1.0000	1	0.1667	909																							255	a	l	u	l	∅	∅	∅	A	L	Y	L	∅	∅	∅	7	5	7	5	∅	∅	∅	256	a	l	u	l	∅	∅	∅	A	L	Y	L	∅	∅	∅	7	5	7	5	∅	∅	∅																							257	o	-	-	l	∅	∅	∅	U	_	_	L	∅	∅	∅	7	0	0	5	∅	∅	∅	258	o	-	-	l	∅	∅	∅	U	_	_	L	∅	∅	∅	7	0	0	5	∅	∅	∅	259	a	l	u	l	∅	∅	∅	A	L	Y	L	∅	∅	∅	7	5	7	5	∅	∅	∅																						
1	0.1667	6	1.0000	918																							260	j	∅	∅	∅	a	ŋ	l	J	∅	∅	∅	A	N	L	6	∅	∅	∅	7	4	5	261	j	∅	∅	∅	a	ŋ	l	J	∅	∅	∅	A	N	L	6	∅	∅	∅	7	4	5																							262	j	∅	∅	∅	a	ŋ	l	J	∅	∅	∅	A	N	L	6	∅	∅	∅	7	4	5	263	j	∅	∅	∅	a	ŋ	l	J	∅	∅	∅	A	N	L	6	∅	∅	∅	7	4	5	264	j	∅	∅	∅	a	ŋ	l	J	∅	∅	∅	A	N	L	6	∅	∅	∅	7	4	5	265	j	∅	∅	∅	a	ŋ	l	J	∅	∅	∅	A	N	L	6	∅	∅	∅	7	4	5
2	0.3333	5	0.8333	918																							260	a	j	∅	∅	ŋ	l	u	A	J	∅	∅	N	L	Y	7	6	∅	∅	4	5	7	261	a	j	∅	∅	ŋ	l	u	A	J	∅	∅	N	L	Y	7	6	∅	∅	4	5	7																							262	a	j	∅	∅	ŋ	l	u	A	J	∅	∅	N	L	Y	7	6	∅	∅	4	5	7	263	a	j	∅	∅	ŋ	l	u	A	J	∅	∅	N	L	Y	7	6	∅	∅	4	5	7	264	a	j	∅	∅	ŋ	l	u	A	J	∅	∅	N	L	Y	7	6	∅	∅	4	5	7	265	a	j	∅	∅	ŋ	l	u	A	J	∅	∅	N	L	Y	7	6	∅	∅	4	5	7
3	0.5000	4	0.6667	918																							260	ŋ	a	j	∅	l	u	-	N	A	J	∅	L	Y	_	4	7	6	∅	5	7	0	261	ŋ	a	j	∅	l	u	-	N	A	J	∅	L	Y	_	4	7	6	∅	5	7	0																							262	ŋ	a	j	∅	l	u	-	N	A	J	∅	L	Y	_	4	7	6	∅	5	7	0	263	ŋ	a	j	∅	l	u	ŋ	N	A	J	∅	L	Y	N	4	7	6	∅	5	7	4	264	ŋ	a	j	∅	l	u	ŋ	N	A	J	∅	L	Y	N	4	7	6	∅	5	7	4	265	ŋ	a	j	∅	l	u	ŋ	N	A	J	∅	L	Y	N	4	7	6	∅	5	7	4
4	0.6667	3	0.5000	918																							260	l	ŋ	a	j	u	-	∅	L	N	A	J	Y	_	∅	5	4	7	6	7	0	∅	261	l	ŋ	a	j	u	-	∅	L	N	A	J	Y	_	∅	5	4	7	6	7	0	∅																							262	l	ŋ	a	j	u	-	∅	L	N	A	J	Y	_	∅	5	4	7	6	7	0	∅	263	l	ŋ	a	j	u	ŋ	∅	L	N	A	J	Y	N	∅	5	4	7	6	7	4	∅	264	l	ŋ	a	j	u	ŋ	∅	L	N	A	J	Y	N	∅	5	4	7	6	7	4	∅	265	l	ŋ	a	j	u	ŋ	∅	L	N	A	J	Y	N	∅	5	4	7	6	7	4	∅
5	0.8333	2	0.3333	918																							260	u	l	ŋ	a	-	∅	∅	Y	L	N	A	_	∅	∅	7	5	4	7	0	∅	∅	261	u	l	ŋ	a	-	∅	∅	Y	L	N	A	_	∅	∅	7	5	4	7	0	∅	∅																							262	u	l	ŋ	a	-	∅	∅	Y	L	N	A	_	∅	∅	7	5	4	7	0	∅	∅	263	u	l	ŋ	a	ŋ	∅	∅	Y	L	N	A	N	∅	∅	7	5	4	7	4	∅	∅	264	u	l	ŋ	a	ŋ	∅	∅	Y	L	N	A	N	∅	∅	7	5	4	7	4	∅	∅	265	u	l	ŋ	a	ŋ	∅	∅	Y	L	N	A	N	∅	∅	7	5	4	7	4	∅	∅
6	1.0000	1	0.1667	918																							260	-	u	l	ŋ	∅	∅	∅	_	Y	L	N	∅	∅	∅	0	7	5	4	∅	∅	∅	261	-	u	l	ŋ	∅	∅	∅	_	Y	L	N	∅	∅	∅	0	7	5	4	∅	∅	∅																							262	-	u	l	ŋ	∅	∅	∅	_	Y	L	N	∅	∅	∅	0	7	5	4	∅	∅	∅	263	ŋ	u	l	ŋ	∅	∅	∅	N	Y	L	N	∅	∅	∅	4	7	5	4	∅	∅	∅	264	ŋ	u	l	ŋ	∅	∅	∅	N	Y	L	N	∅	∅	∅	4	7	5	4	∅	∅	∅	265	ŋ	u	l	ŋ	∅	∅	∅	N	Y	L	N	∅	∅	∅	4	7	5	4	∅	∅	∅
1	0.2000	5	1.0000	936																							266	-	∅	∅	∅	-	tʰ	o	_	∅	∅	∅	_	T	U	0	∅	∅	∅	0	1	7	267	-	∅	∅	∅	-	tʰ	o	_	∅	∅	∅	_	T	U	0	∅	∅	∅	0	1	7																							268	-	∅	∅	∅	-	t	o	_	∅	∅	∅	_	T	U	0	∅	∅	∅	0	1	7	269	kʰ	∅	∅	∅	a	t	o	K	∅	∅	∅	A	T	U	1	∅	∅	∅	7	1	7																																												
2	0.4000	4	0.8000	936																							266	-	-	∅	∅	tʰ	o	ŋ	_	_	∅	∅	T	U	N	0	0	∅	∅	1	7	4	267	-	-	∅	∅	tʰ	o	ŋ	_	_	∅	∅	T	U	N	0	0	∅	∅	1	7	4																							268	-	-	∅	∅	t	o	ŋ	_	_	∅	∅	T	U	N	0	0	∅	∅	1	7	4	269	a	kʰ	∅	∅	t	o	ŋ	A	K	∅	∅	T	U	N	7	1	∅	∅	1	7	4																																												
3	0.6000	3	0.6000	936																							266	tʰ	-	-	∅	o	ŋ	∅	T	_	_	∅	U	N	∅	1	0	0	∅	7	4	∅	267	tʰ	-	-	∅	o	ŋ	∅	T	_	_	∅	U	N	∅	1	0	0	∅	7	4	∅																							268	t	-	-	∅	o	ŋ	∅	T	_	_	∅	U	N	∅	1	0	0	∅	7	4	∅	269	t	a	kʰ	∅	o	ŋ	∅	T	A	K	∅	U	N	∅	1	7	1	∅	7	4	∅																																												
4	0.8000	2	0.4000	936																							266	o	tʰ	-	-	ŋ	∅	∅	U	T	_	_	N	∅	∅	7	1	0	0	4	∅	∅	267	o	tʰ	-	-	ŋ	∅	∅	U	T	_	_	N	∅	∅	7	1	0	0	4	∅	∅																							268	o	t	-	-	ŋ	∅	∅	U	T	_	_	N	∅	∅	7	1	0	0	4	∅	∅	269	o	t	a	kʰ	ŋ	∅	∅	U	T	A	K	N	∅	∅	7	1	7	1	4	∅	∅																																												
5	1.0000	1	0.2000	936																							266	ŋ	o	tʰ	-	∅	∅	∅	N	U	T	_	∅	∅	∅	4	7	1	0	∅	∅	∅	267	ŋ	o	tʰ	-	∅	∅	∅	N	U	T	_	∅	∅	∅	4	7	1	0	∅	∅	∅																							268	ŋ	o	t	-	∅	∅	∅	N	U	T	_	∅	∅	∅	4	7	1	0	∅	∅	∅	269	ŋ	o	t	a	∅	∅	∅	N	U	T	A	∅	∅	∅	4	7	1	7	∅	∅	∅																																												
1	0.3333	3	1.0000	962	270	s	∅	∅	∅	e	m	∅	S	∅	∅	∅	E	M	∅	3	∅	∅	∅	7	4	∅																																																																			271	s	∅	∅	∅	e	m	∅	S	∅	∅	∅	E	M	∅	3	∅	∅	∅	7	4	∅																																													272	s	∅	∅	∅	e	m	∅	S	∅	∅	∅	E	M	∅	3	∅	∅	∅	7	4	∅
2	0.6667	2	0.6667	962	270	e	s	∅	∅	m	∅	∅	E	S	∅	∅	M	∅	∅	7	3	∅	∅	4	∅	∅																																																																			271	e	s	∅	∅	m	∅	∅	E	S	∅	∅	M	∅	∅	7	3	∅	∅	4	∅	∅																																													272	e	s	∅	∅	m	∅	∅	E	S	∅	∅	M	∅	∅	7	3	∅	∅	4	∅	∅
3	1.0000	1	0.3333	962	270	m	e	s	∅	∅	∅	∅	M	E	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅																																																																			271	m	e	s	∅	∅	∅	∅	M	E	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅																																													272	m	e	s	∅	∅	∅	∅	M	E	S	∅	∅	∅	∅	4	7	3	∅	∅	∅	∅
1	0.1667	6	1.0000	964																																													273	tʰ	∅	∅	∅	i	m	l	T	∅	∅	∅	I	M	L	1	∅	∅	∅	7	4	5																																													274	tʰ	∅	∅	∅	i	m	l	T	∅	∅	∅	I	M	L	1	∅	∅	∅	7	4	5																																												
2	0.3333	5	0.8333	964																																													273	i	tʰ	∅	∅	m	l	u	I	T	∅	∅	M	L	Y	7	1	∅	∅	4	5	7																																													274	i	tʰ	∅	∅	m	l	u	I	T	∅	∅	M	L	Y	7	1	∅	∅	4	5	7																																												
3	0.5000	4	0.6667	964																																													273	m	i	tʰ	∅	l	u	ŋ	M	I	T	∅	L	Y	N	4	7	1	∅	5	7	4																																													274	m	i	tʰ	∅	l	u	ŋ	M	I	T	∅	L	Y	N	4	7	1	∅	5	7	4																																												
4	0.6667	3	0.5000	964																																													273	l	m	i	tʰ	u	ŋ	∅	L	M	I	T	Y	N	∅	5	4	7	1	7	4	∅																																													274	l	m	i	tʰ	u	ŋ	∅	L	M	I	T	Y	N	∅	5	4	7	1	7	4	∅																																												
5	0.8333	2	0.3333	964																																													273	u	l	m	i	ŋ	∅	∅	Y	L	M	I	N	∅	∅	7	5	4	7	4	∅	∅																																													274	u	l	m	i	ŋ	∅	∅	Y	L	M	I	N	∅	∅	7	5	4	7	4	∅	∅																																												
6	1.0000	1	0.1667	964																																													273	ŋ	u	l	m	∅	∅	∅	N	Y	L	M	∅	∅	∅	4	7	5	4	∅	∅	∅																																													274	ŋ	u	l	m	∅	∅	∅	N	Y	L	M	∅	∅	∅	4	7	5	4	∅	∅	∅																																												
1	0.1667	6	1.0000	965																																																																			275	tʰ	∅	∅	∅	i	ŋ	l	T	∅	∅	∅	I	N	L	1	∅	∅	∅	7	4	5																																													276	tʰ	∅	∅	∅	i	ŋ	l	T	∅	∅	∅	I	N	L	1	∅	∅	∅	7	4	5																						
2	0.3333	5	0.8333	965																																																																			275	i	tʰ	∅	∅	ŋ	l	o	I	T	∅	∅	N	L	U	7	1	∅	∅	4	5	7																																													276	i	tʰ	∅	∅	ŋ	l	o	I	T	∅	∅	N	L	U	7	1	∅	∅	4	5	7																						
3	0.5000	4	0.6667	965																																																																			275	ŋ	i	tʰ	∅	l	o	m	N	I	T	∅	L	U	M	4	7	1	∅	5	7	4																																													276	ŋ	i	tʰ	∅	l	o	m	N	I	T	∅	L	U	M	4	7	1	∅	5	7	4																						
4	0.6667	3	0.5000	965																																																																			275	l	ŋ	i	tʰ	o	m	∅	L	N	I	T	U	M	∅	5	4	7	1	7	4	∅																																													276	l	ŋ	i	tʰ	o	m	∅	L	N	I	T	U	M	∅	5	4	7	1	7	4	∅																						
5	0.8333	2	0.3333	965																																																																			275	o	l	ŋ	i	m	∅	∅	U	L	N	I	M	∅	∅	7	5	4	7	4	∅	∅																																													276	o	l	ŋ	i	m	∅	∅	U	L	N	I	M	∅	∅	7	5	4	7	4	∅	∅																						
6	1.0000	1	0.1667	965																																																																			275	m	o	l	ŋ	∅	∅	∅	M	U	L	N	∅	∅	∅	4	7	5	4	∅	∅	∅																																													276	m	o	l	ŋ	∅	∅	∅	M	U	L	N	∅	∅	∅	4	7	5	4	∅	∅	∅																						
1	0.1667	6	1.0000	989	277	tʃʰ	∅	∅	∅	a	b	u	T	∅	∅	∅	A	P	Y	1	∅	∅	∅	7	1	7																																													278	tʃʰ	∅	∅	∅	a	b	u	T	∅	∅	∅	A	P	Y	1	∅	∅	∅	7	1	7																																																																																								
2	0.3333	5	0.8333	989	277	a	tʃʰ	∅	∅	b	u	l	A	T	∅	∅	P	Y	L	7	1	∅	∅	1	7	5																																													278	a	tʃʰ	∅	∅	b	u	-	A	T	∅	∅	P	Y	_	7	1	∅	∅	1	7	0																																																																																								
3	0.5000	4	0.6667	989	277	b	a	tʃʰ	∅	u	l	a	P	A	T	∅	Y	L	A	1	7	1	∅	7	5	7																																													278	b	a	tʃʰ	∅	u	-	-	P	A	T	∅	Y	_	_	1	7	1	∅	7	0	0																																																																																								
4	0.6667	3	0.5000	989	277	u	b	a	tʃʰ	l	a	∅	Y	P	A	T	L	A	∅	7	1	7	1	5	7	∅																																													278	u	b	a	tʃʰ	-	-	∅	Y	P	A	T	_	_	∅	7	1	7	1	0	0	∅																																																																																								
5	0.8333	2	0.3333	989	277	l	u	b	a	a	∅	∅	L	Y	P	A	A	∅	∅	5	7	1	7	7	∅	∅																																													278	-	u	b	a	-	∅	∅	_	Y	P	A	_	∅	∅	0	7	1	7	0	∅	∅																																																																																								
6	1.0000	1	0.1667	989	277	a	l	u	b	∅	∅	∅	A	L	Y	P	∅	∅	∅	7	5	7	1	∅	∅	∅																																													278	-	-	u	b	∅	∅	∅	_	_	Y	P	∅	∅	∅	0	0	7	1	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	990																							279	tʃ	∅	∅	∅	o	tʃ	o	T	∅	∅	∅	U	T	U	1	∅	∅	∅	7	1	7																																													280	tʃ	∅	∅	∅	o	tʃ	o	T	∅	∅	∅	U	T	U	1	∅	∅	∅	7	1	7	281	tʃ	∅	∅	∅	o	tʃ	o	T	∅	∅	∅	U	T	U	1	∅	∅	∅	7	1	7	282	tʃ	∅	∅	∅	o	tʃ	o	T	∅	∅	∅	U	T	U	1	∅	∅	∅	7	1	7	283	tʃ	∅	∅	∅	o	-	-	T	∅	∅	∅	U	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	990																							279	o	tʃ	∅	∅	tʃ	o	∅	U	T	∅	∅	T	U	∅	7	1	∅	∅	1	7	∅																																													280	o	tʃ	∅	∅	tʃ	o	∅	U	T	∅	∅	T	U	∅	7	1	∅	∅	1	7	∅	281	o	tʃ	∅	∅	tʃ	o	∅	U	T	∅	∅	T	U	∅	7	1	∅	∅	1	7	∅	282	o	tʃ	∅	∅	tʃ	o	∅	U	T	∅	∅	T	U	∅	7	1	∅	∅	1	7	∅	283	o	tʃ	∅	∅	-	-	∅	U	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
