COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
8866-6						l j aː k ¹										
9165-6						q u p ¹										
7919-6						t a n ¹										
9765-6						s aː t ¹										
7520-6						n̥ aːi ¹										
8883-6						p o ¹										
8565-6						z u n ¹										
8646-6						ts q i m ¹										
9686-6						ȶ j a t ¹										
10108-6						ˀb j aː t ¹										
10073-6						t a m ¹										
1536-6						l j u ¹										
9131-6						h aː t ¹										
8799-6						f e ¹										
9721-6						t aːi ¹										
8124-6						ˀb j aː n ¹										
8448-6						l a m ¹										
8714-6						t ə t ¹										
5317-6						n u p ¹										
1138-6						f j aː n ¹										
1502-6						m a t ¹										
3334-6						p o ¹										
3840-6						s aː n ¹										
3748-6						ˀd j aː k ¹										
3015-6						t aː p ¹										
7262-6						q ə n ¹										
10635-6						h aː k ¹										
697-6						f e ¹										
5031-6						ˀb j a ¹										
1553-6						q u m ¹										
224-6						t q a ¹										
186-6						ˀd j aː n ¹										
5185-6						ˀn a n ¹										
1484-6						f aːi ¹										
1933-6						f aːi ¹										
2939-6						t o ŋ ¹										
1000-6						q aː p ¹										
2551-6						q e ŋ ¹										
565-6						t o ¹										
5552-6						f i k ¹										
3159-6						f a ¹										
5876-6						ʔ aːi ¹										
1299-6						q u n ¹										
4862-6						q i p ¹										
1180-6						t au ¹										
4008-6						q j p ¹										
6774-6						f e ¹										
3875-6						f aːi ¹										
6036-6						ȶ a ¹										
6398-6						l j u n ¹										
7063-6						t aː n ¹										
492-6						ts j a m ¹										
1627-6						k a ŋ ¹										
5927-6						q u m ¹										
3951-6						f e ¹										
3049-6						s aː n ¹										
6684-6						j o t ¹										
1850-6						l aː k ¹										
3262-6						l aː k ¹										
8260-6						ts j a t ¹										
7551-6						t au ¹										
9564-6						f aːi ¹										
9443-6						t e ¹										
9545-6						h aː p ¹										
7650-6						ˀd ə t ¹										
7833-6						ˀd j aː k ¹										
9148-6						ʔ j e ¹										
9036-6						t aːi ¹										
8904-6						ˀn a n ¹										
7683-6						q a m ¹										
8227-6						f e ¹										
8616-6						ˀn a ŋ ¹										
11112-6						ˀd a ¹										
11163-6						s aː n ¹										
11130-6						s aː n ¹										
7315-6						q au ¹										
10652-6						n̥ o ¹										
10653-6						s aː n ¹										
5241-6						t e ¹										
3398-6						t a t ¹										
2357-6						t u n ¹										
3696-6						t aːi ¹										
1610-6						ˀɣ aː ŋ ¹										
10716-6						q aː k ¹										
5722-6						h aː n ¹										
3317-6						ˀd j a ¹										
4142-6						q aːi t ¹										
5705-6						ȶ j a p ¹										
5980-6						q u p ¹										
6242-6						ȶ j a ¹										
1344-6						h e n ¹										
3194-6						ⁿd aːi ¹										
4411-6						ts j aː p ¹										
7419-6						m̥ aːi ¹										
6070-6						t e ¹										
6139-6						s aː n ¹										
6158-6						ȶ a ¹										
10295-6						f aː n ¹										
6882-7							m a t ¹									
6485-7							t i ŋ ¹									
4690-7							m i n ¹									
5671-7							p j ə n ¹									
4272-7							l ⁿd a p ¹									
10935-7							p e ¹									
4760-7							h j a n ¹									
1881-7							m i n ¹									
4777-7							h j ə t ¹									
10969-7							m i n ¹									
10970-7							s a ¹									
10206-7							m i n ¹									
6565-7							k j e n ¹									
1281-7							ⁿd j ə n ¹									
10569-7							n a ŋ ¹									
6899-7							ⁿd j ə ŋ ¹									
7081-7							p a ¹									
4090-7							t a m ¹									
2197-7							h a ŋ ¹									
3352-7							p i ¹									
3892-7							h j ə t ¹									
1071-7							q a ŋ ¹									
10313-7							s a ¹									
2671-7							ⁿd j a t ¹									
5502-7							v w e t ¹									
7382-7							ⁿd w e n ¹									
932-7							t i ŋ ¹									
533-7							s a ¹									
4159-7							s a ¹									
2804-7							n i t ¹									
5451-7							s aːi ¹									
5773-7							p a ¹									
6933-7							p a ¹									
4657-7							p a ¹									
4658-7							h j ə ŋ ¹									
6966-7							h i ¹									
5351-7							s a ¹									
4073-7							p aːi ¹									
2163-7							h j ə ŋ ¹									
1121-7							pʰ p a ¹									
5790-7							h aː ŋ ¹									
10413-7							s a ¹									
6731-7							s a ¹									
1645-7							s a ¹									
4914-7							s a ¹									
6175-7							s a ¹									
3092-7							m i ŋ ¹									
1247-7							l j e n ¹									
5620-7							pʰ j a ¹									
4897-7							s a ¹									
4811-7							t i ŋ ¹									
1213-7							p aːi ¹									
11019-7							j i ŋ ¹									
11020-7							p aːi ¹									
2129-7							ʔ e t ¹									
3211-7							m i ŋ ¹									
714-7							n i t ¹									
1729-7							p a ¹									
3679-7							s a ¹									
1054-7							m j a ¹									
7448-7							m i ŋ ¹									
582-7							m p a ¹									
4743-7							m w e n ¹									
5419-7							l j ə n ¹									
5601-7							t i ŋ ¹									
2705-7							m i m ¹									
6381-7							m i ŋ ¹									
1017-7							p a ¹									
645-7							l i t ¹									
273-7							m i t ¹									
4338-7							ⁿd j a k ¹									
2533-7							p i ¹									
1089-7							q e p ¹									
843-7							m i n ¹									
2787-7							m w e t ¹									
4462-7							n i n ¹									
10918-7							h aː n ¹									
6582-7							h a ¹									
2070-7							p a ¹									
3075-7							n w a k ¹									
10848-7							s a ¹									
2480-7							t i n ¹									
2214-7							p e ¹									
7225-7							m a t ¹									
3515-7							ⁿd j a n ¹									
2588-7							t i n ¹									
2908-7							ⁿd j a k ¹									
2393-7							s a ¹									
1156-7							s a ¹									
2374-7							p a ¹									
2146-7							p a ¹									
5133-7							m i ŋ ¹									
4981-7							m i t ¹									
10239-7							s a ¹									
599-7							n j a t ¹									
5048-7							p a ¹									
6331-7							s a ¹									
290-7							t i ŋ ¹									
311-7							h e t ¹									
3430-7							m j a ¹									
5369-7							m j a ¹									
2749-7							ⁿd w e n ¹									
2621-7							l j a p ¹									
1181-7							t i t ¹									
949-7							ⁿd j a ¹									
2839-7							t i ŋ ¹									
861-7							l i t ¹									
6773-7							l i t ¹									
5739-7							l i t ¹									
5740-7							ⁿd w i t ¹									
3550-7							h j e m ¹									
4445-7							p w e t ¹									
680-7							m a ŋ ¹									
817-7							t i ŋ ¹									
782-7							p j e t ¹									
10396-7							n j a ¹									
4606-7							m i ŋ ¹									
5207-7							m i n ¹									
7280-7							pʰ m a ¹									
6983-7							ʔ j w ə t ¹									
5168-7							t i ŋ ¹									
1264-7							ȶ a ¹									
915-7							p a ¹									
1767-7							h i ŋ ¹									
10901-7							h j ə ŋ ¹									
10867-7							t i ŋ ¹									
417-7							k j e n ¹									
2285-7							ⁿd j a ¹									
11002-7							h ɣ i t ¹									
6348-7							s a ¹									
6349-7							m i n ¹									
10602-7							t i ŋ ¹									
5654-7							m j e n ¹									
880-7							l a ¹									
983-7							m i ŋ ¹									
2033-7							p a ¹									
1433-7							pʰ j a ¹									
1467-7							ⁿd i t ¹									
469-7							ⁿd j e ŋ ¹									
3127-7							m j a ¹									
4623-7							s a ¹									
7099-7							l j a k ¹									
4726-7							h j ə n ¹									
10465-7							h i ŋ ¹									
5519-7							m i n ¹									
5893-7							h h e n ¹									
2857-7							t i ŋ ¹									
3645-7							ɣ aː n ¹									
3032-7							l j e n ¹									
2088-7							h j ə ŋ ¹									
2463-7							p e ¹									
4794-7							s i ¹									
4569-7							m a ŋ ¹									
4586-7							d ʔ a ¹									
4552-7							p a ¹									
3228-7							t i ŋ ¹									
3245-7							j a ¹									
6651-7							l i t ¹									
6652-7							t i ŋ ¹									
1817-7							l i t ¹									
1818-7							pʰ j a k ¹									
11052-7							n a ¹									
1230-7							l i t ¹									
3380-7							h e t ¹									
8174-7							ɣ a ŋ ¹									
8599-7							ⁿd j a n ¹									
7782-7							ⁿd j a ¹									
8294-7							l w i t ¹									
8514-7							h aːi ¹									
9669-7							l j a k ¹									
8531-7							p a ¹									
7954-7							ʔ i t ¹									
9968-7							h a ŋ ¹									
8040-7							p a ¹									
9304-7							p i ¹									
8345-7							t i t ¹									
8765-7							ⁿd j a t ¹									
8849-7							h w i ŋ ¹									
9286-7							h j e n ¹									
9581-7							n w e n ¹									
9267-7							l j a ¹									
8497-7							h w e n ¹									
7602-7							ʔ e t ¹									
8431-7							h j ə ŋ ¹									
10036-7							ɣ a t ¹									
10019-7							l i t ¹									
9216-7							s a ¹									
8074-7							q e t ¹									
9511-7							t i n ¹									
8243-7							ⁿd j a n ¹									
9250-7							ⁿd j e n ¹									
7568-7							s aːi ¹									
8832-7							p a ¹									
8057-7							s a ¹									
7716-7							h i t ¹									
9899-7							p i ¹									
7585-7							p a ¹									
8582-7							pʰ j a ¹									
9097-7							l a ŋ ¹									
10125-7							s a ¹									
9460-7							l a ¹									
9649-7							ȶ w e t ¹									
9870-7							m i t ¹									
8680-7							m a ŋ ¹									
7699-7							t i t ¹									
9001-7							n j a t ¹									
9494-7							t i t ¹									
7666-7							h j ə n ¹									
9598-7							ⁿd w a k ¹									
8023-7							q a m ¹									
9053-7							h w i t ¹									
10091-7							h e t ¹									
10002-7							pʰ j a ¹									
7765-7							p a ¹									
8800-7							s a ¹									
9934-7							p a ¹									
9985-7							p a ¹									
7850-7							t i p ¹									
7816-7							t a m ¹									
8663-7							t a ŋ ¹									
8697-7							t i t ¹									
9615-7							ⁿd j ə n ¹									
8362-7							t i t ¹									
8091-7							p e ¹									
8748-7							s a ¹									
22-7							p a ¹									
11084-7							m p a ¹									
7365-7							s a ¹									
4201-7							m p i ¹									
5841-7							s a ¹									
4640-7							p a ¹									
662-7							m a n ¹									
384-7							s a ¹									
5151-7							s a ¹									
1399-7							p a ¹									
5259-7							ⁿd j a t ¹									
10353-7							s a ¹									
10370-7							s i ¹									
7401-7							h a ŋ ¹									
2958-7							h i ¹									
2770-7							s a ¹									
6434-7							l j a k ¹									
6192-7							h j ə t ¹									
2231-7							p i t ¹									
5116-7							p a ¹									
7297-7							ɕ e p ¹									
3731-7							p e ¹ ¹									
748-7							n a m ¹									
2180-7							h a ŋ ¹									
4107-7							m a ŋ ¹									
2688-7							h w e n ¹									
616-7							t i ŋ ¹									
1898-7							ⁿd i t ¹									
203-7							s a ¹									
897-7							pʰ j a ¹									
10189-7							h j ə n ¹									
1592-7							m a t ¹									
6088-7							ⁿd j e ŋ ¹									
2975-7							t i ŋ ¹									
6714-7							h a ŋ ¹									
731-7							q a m ¹									
2722-7							j a ¹									
5637-7							q e t ¹									
765-7							l i t ¹									
1695-7							t i ŋ ¹									
2112-7							ɕ j a ¹									
6634-7							s a ¹									
7331-7							s a ¹									
7348-7							ⁿd i ŋ ¹									
6527-7							p i ¹									
3568-7							t a n ¹									
4378-7							s aːi ¹									
6292-7							ⁿd j ə n ¹									
3585-7							h w ə ŋ ¹									
4428-7							t a m ¹									
7046-7							h j ə ŋ ¹									
1915-7							ⁿd j a n ¹									
4518-7							t i ŋ ¹									
2516-7							pʰ j a ¹									
4480-7							t i ŋ ¹									
2499-7							pʰ j a k ¹									
5584-7							h aːi ¹									
2429-7							h aːi ¹									
5224-7							p a ¹									
3464-7							p w a k ¹									
10142-7							t i ŋ ¹									
7159-7							h i n ¹									
6599-7							n a ¹									
10207-7							s a ¹									
6837-7							m a n ¹									
2654-7							p a ¹									
367-7							ȵ w e t ¹									
5858-7							n j a ¹									
5944-7							h aː ŋ ¹									
7138-7							p a ¹									
4845-7							j a ¹									
10570-7							p i ¹									
5300-7							ⁿd j ə n ¹									
1748-7							m i t ¹									
3532-7							ʔ a ¹									
310-7							p aːu ¹									
4321-7							t a p ¹									
6685-7							h aːu ¹									
89-7							p a ¹									
153-7							s aːu ¹									
120-7							l j a ¹									
50-7							ⁿd j a ¹									
4947-7							t e ŋ ¹									
8866-7							l j ə k ¹									
