COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
7699-6						ȶ aː t ¹										
9001-6						ȵ j aː t ¹										
9494-6						t o ¹ ¹										
7666-6						ȵ aː n ¹										
9598-6						t j o t ¹										
8023-6						k a m ¹										
9053-6						ȵ aː t ¹										
10091-6						ȵ j aː t ¹										
10002-6						ˀb aː u ¹										
7765-6						t o ¹										
8800-6						m̥ u ¹										
9934-6						ʔ a ¹										
9985-6						ʔ o ¹										
7850-6						t o p ¹										
7816-6						ȶ aː m ¹										
8663-6						h aː m ¹										
8697-6						ȶ aː t ¹										
9615-6						t j aː n ¹										
8362-6						t o t ¹										
8091-6						t o ¹										
8748-6						m̥ a ¹										
22-6						t o ¹										
11084-6						s t u ¹										
7365-6						m̥ a ¹										
4201-6						s j a ¹										
5841-6						m̥ a ¹										
4640-6						t a ¹										
662-6						h aː n ¹										
384-6						m̥ a ¹										
5151-6						m̥ u ¹										
1399-6						t o ¹										
5259-6						ʔ j aː t ¹										
10353-6						m̥ a ¹										
10370-6						m̥ a ¹										
7401-6						h aː ŋ ¹										
2958-6						ɕ a ¹										
2770-6						m̥ o ¹										
6434-6						ȵ j o p ¹										
6192-6						ȵ aː t ¹										
2231-6						ˀb aː t ¹										
5116-6						ʔ o ¹										
7297-6						ȵ j u p ¹										
3731-6						ˀb aː p ¹										
748-6						h aː m ¹										
2180-6						h aː ŋ ¹										
4107-6						ˀȵ a m ¹										
2688-6						ts aː n ¹										
616-6						ȶ aː ŋ ¹										
1898-6						h a ¹ ¹										
203-6						m̥ a ¹										
897-6						ˀb j u ¹										
10189-6						s aː n ¹										
1592-6						h aː ¹ ¹										
6088-6						t j aː ŋ ¹										
2975-6						ȶ aː ŋ ¹										
6714-6						h aː ŋ ¹										
731-6						k aː m ¹										
2722-6						m̥ u ¹										
5637-6						q aː t ¹										
765-6						m̥ o t ¹										
1695-6						h aː m ¹										
2112-6						ȶ j u ¹										
6634-6						m̥ a ¹										
7331-6						m̥ a ¹										
7348-6						h aː ŋ ¹										
6527-6						t o ¹										
3568-6						h aː n ¹										
4378-6						m̥ a ¹										
6292-6						t j aː n ¹										
3585-6						ȵ aː ŋ ¹										
4428-6						t a n ¹										
7046-6						ȵ aː ŋ ¹										
1915-6						t j a n ¹										
4518-6						k aː ŋ ¹										
2516-6						s o u ¹										
4480-6						ȶ aː ŋ ¹										
2499-6						ˀb j aː t ¹										
5584-6						ʔ o ¹										
2429-6						m̥ o ¹										
5224-6						ʔ o ¹										
3464-6						ts h aː t ¹										
10142-6						t o ŋ ¹										
7159-6						h aː n ¹										
6599-6						m̥ a ¹										
10207-6						m̥ u ¹										
6837-6						ȶ aː n ¹										
2654-6						m̥ u ¹										
367-6						ȵ t u t ¹										
5858-6						ŋ̊ aː a ¹										
451-6						ȶ aː n ¹										
5944-6						h aː ŋ ¹										
512-6						m̥ j aː p ¹										
7138-6						ʔ o ¹										
4845-6						m̥ aːi ¹										
4915-6						q aː t ¹										
10570-6						ʔ o ¹										
5300-6						ˀb j aː ŋ ¹										
5418-6						ȶ a ¹ ¹										
1748-6						m̥ aː ¹ ¹										
3532-6						t u ¹										
310-6						t a ¹										
5368-6						ŋ̊ aː n ¹										
4321-6						t a p ¹										
5065-6						ʔ o ¹										
5961-6						m̥ aː p ¹										
1450-6						t a ¹										
10430-6						ʔ o ¹										
6210-6						t ʔ u ¹										
5468-6						ȶ aː n ¹										
6685-6						m̥ u ¹										
89-6						t a ¹										
153-6						m̥ u ¹										
120-6						ȵ a u ¹										
50-6						t j o ¹										
4947-6						ȶ aː ŋ ¹										
8866-6						ȵ j u t ¹										
9165-6						q aː t ¹										
7919-6						ȶ aː ŋ ¹										
9765-6						ȵ aː t ¹										
7520-6						m̥ a ¹										
8883-6						ʔ o ¹										
8565-6						h aː ŋ ¹										
8646-6						ts k aː m ¹										
9686-6						t j aː t ¹										
10108-6						ˀd j aː t ¹										
10073-6						t o n ¹										
1536-6						m̥ j u ¹										
9131-6						h aː p ¹										
8799-6						ʔ o ¹										
9721-6						t u ¹										
8124-6						t j aː ŋ ¹										
8448-6						j a n ¹										
8714-6						ȶ aː ¹ ¹										
5317-6						m̥ aː ¹ ¹										
1138-6						ts j aː n ¹										
1502-6						ŋ̊ a t ¹										
3334-6						t a ¹										
3840-6						h aː ŋ ¹										
3748-6						ˀd j aː p ¹										
3015-6						t o ¹ ¹										
7262-6						ȶ aː n ¹										
10635-6						h aː ¹ ¹										
697-6						m̥ o ¹										
5031-6						t j o ¹										
1553-6						k o ŋ ¹										
224-6						ts a aːi ¹										
186-6						t j aː ŋ ¹										
5185-6						ˀȵ aː m ¹										
1484-6						m̥ u ¹										
1933-6						m̥ u ¹										
2939-6						ȶ aː ŋ ¹										
1000-6						ȶ o p ¹										
2551-6						ȶ aː ŋ ¹										
565-6						ʔ o ¹										
5552-6						f h aːi t ¹										
3159-6						f a ¹										
5876-6						t u ¹										
1299-6						ˀȵ aː m ¹										
4862-6						ˀb aː p ¹										
1180-6						ʔ o ¹										
4008-6						q a ¹ ¹										
6774-6						m̥ a ¹										
3875-6						m̥ u ¹										
6036-6						ȶ aː aːi ¹										
6398-6						m̥ j aː ŋ ¹										
7063-6						ȶ aː ŋ ¹										
492-6						ts j u n ¹										
1627-6						ȶ a n ¹										
5927-6						m̥ aː m ¹										
3951-6						m̥ a ¹										
3049-6						m̥ aː ŋ ¹										
6684-6						ȵ a ¹ ¹										
1850-6						j o t ¹										
3262-6						j o t ¹										
8260-6						ts j u t ¹										
7551-6						ʔ o ¹										
9564-6						m̥ u ¹										
9443-6						t a ¹										
9545-6						ɕ aː p ¹										
7650-6						t j aː t ¹										
7833-6						t j aː p ¹										
9148-6						t a u ¹										
9036-6						t a ¹										
8904-6						m̥ aː ŋ ¹										
7683-6						t aː ŋ ¹										
8227-6						m̥ a ¹										
8616-6						h aː n ¹										
11112-6						h aːi ¹										
11163-6						m̥ aː ŋ ¹										
11130-6						m̥ aː ŋ ¹										
7315-6						ɕ a ¹										
10652-6						m̥ a ¹										
10653-6						m̥ aː ŋ ¹										
5241-6						t a ¹										
3398-6						ȶ o t ¹										
2357-6						ȶ aː ŋ ¹										
3696-6						t u ¹										
1610-6						h aː ŋ ¹										
10716-6						t aː p ¹										
5722-6						ȶ aː ŋ ¹										
3317-6						ɕ u ¹										
4142-6						h aː t ¹										
5705-6						ˀd j u p ¹										
5980-6						t o ŋ ¹										
6242-6						ȶ j aːi ¹										
1344-6						h aː ŋ ¹										
3194-6						t o ¹										
4411-6						ts j aː p ¹										
7419-6						m̥ u ¹										
6070-6						ʔ o ¹										
6139-6						ɕ aː ŋ ¹										
6158-6						ȶ a m ¹										
10295-6						m̥ o ŋ ¹										
2821-6						m̥ j aː ŋ ¹										
3293-6						m̥ aː aː n ¹										
4999-6						ȶ m̥ u ¹										
4039-6						m̥ aː ¹ ¹										
10273-6						m̥ a ¹										
4056-6						ȶ aː n ¹										
10503-6						ts ȶ aː n ¹										
10764-6						m̥ q u ¹										
10765-6						ˀd j aː t ¹										
2248-6						m̥ u ¹										
2266-6						m̥ u ¹										
3713-6						ȶ aː ŋ ¹										
8399-6						m̥ a ¹										
9782-6						h aː ¹ ¹										
8922-6						q a ¹										
9426-6						t u ¹										
7936-6						t a n ¹										
7799-6						m̥ u ¹										
9855-6						m ȶ aː ŋ ¹										
9751-6						ts j aː ¹ ¹										
1037-6						m̥ u ¹										
10733-6						ʔ u ¹										
5520-6						t j a n ¹										
1367-6						h aː n ¹										
4124-6						t a ¹										
4218-6						ȶ a m ¹										
6053-6						ŋ a n ¹										
6916-6						ȶ a n ¹										
2446-6						t u ¹										
6469-6						h aː ŋ ¹										
6510-6						t ȶ o n ¹										
3414-6						m̥ u aː ŋ ¹										
2889-6						m̥ m̥ a ¹										
4707-6						ˀd j aː ¹ ¹										
7418-6						ȶ u ŋ ¹										
5099-6						ȶ aː ŋ ¹										
401-6						m̥ a ¹										
5910-6						ȶ u ŋ ¹										
3351-6						t a ¹										
10482-6						m̥ e ¹										
5688-6						m̥ a ¹										
4497-6						ʔ a ¹										
2622-6						ŋ o m ¹										
4998-6						m̥ u ¹										
2341-6						q e ¹										
10884-6						ȶ aː ŋ ¹										
7208-6						t o ¹										
3765-6						m̥ a ¹										
7734-6						ʔ j aː ŋ ¹										
7902-6						m̥ aː t ¹										
8731-6						ȶ aː p ¹										
8968-6						ȶ a n ¹										
8414-6						ⁿd aː aː n ¹										
9738-6						s j aː ¹ ¹										
9632-6						m̥ a ¹										
9382-6						q u ¹ ¹										
9916-6						ȶ a n ¹										
1-6						t aː ŋ ¹										
6260-6						t e ¹										
7245-6						ˀb aː p ¹										
6544-6						qʰ e ¹ ¹										
6105-6						ˀd j e n ¹										
3500-6						k aː ŋ ¹										
1570-6						kʰ e ŋ ¹										
6122-6						j m̥ e ¹										
2305-6						m̥ k u ¹ ¹										
2856-6						m̥ a ¹										
9181-6						ȶ ə ŋ ¹										
8985-6						m̥ a ¹										
9951-6						s u m ¹										
8140-6						m̥ m̥ m̥ ¹ ¹										
9115-6						q a ¹										
8108-6						ts ʔ aː ¹ ¹										
7888-6						t u ¹										
7638-6						h aː n ¹										
9887-6						t j n ¹										
9834-6						v j aː ¹ ¹										
8192-6						ȶ aː ŋ ¹										
5981-6						m̥ u ¹										
434-6						q e ¹										
10619-6						m̥ a ¹										
6882-7							h a t ¹									
6485-7							ȶ o n ¹									
4690-7							j o n ¹									
5671-7							p j a n ¹									
4272-7							l q o p ¹									
10935-7							ⁿd o ¹									
4760-7							ɕ j a ŋ ¹									
1881-7							h o n ¹									
4777-7							h j a t ¹									
10969-7							h o n ¹									
10970-7							l a ¹									
10206-7							h o n ¹									
6565-7							k j a ŋ ¹									
1281-7							tʰ j a ŋ ¹									
10569-7							j o n ¹									
6899-7							ɕ j i ŋ ¹									
7081-7							ⁿd o ¹									
4090-7							q o n ¹									
2197-7							l o n ¹									
3352-7							t i ¹									
3892-7							h j a t ¹									
1071-7							q o n ¹									
10313-7							l a ¹									
2671-7							tʰ j e t ¹									
5502-7							h w o t ¹									
7382-7							h w a n ¹									
932-7							ȶ i n ¹									
533-7							l a ¹									
4159-7							ⁿd a ¹									
2804-7							j o t ¹									
5451-7							ⁿd a ¹									
5773-7							ⁿd o ¹									
6933-7							ⁿd o ¹									
4657-7							ⁿd o ¹									
4658-7							h j a ŋ ¹									
6966-7							ⁿd i ¹									
5351-7							ⁿd a ¹									
4073-7							ⁿd o ¹									
2163-7							h j i ŋ ¹									
1121-7							h i a ¹									
5790-7							h o n ¹									
10413-7							l a ¹									
6731-7							l a ¹									
1645-7							l a ¹									
4914-7							l a ¹									
6175-7							l a ¹									
3092-7							h i n ¹									
1247-7							l j a ŋ ¹									
5620-7							ɕ l u ¹									
4897-7							l o ¹									
4811-7							q o n ¹									
1213-7							ⁿd o ¹									
11019-7							j o n ¹									
11020-7							ⁿd o ¹									
2129-7							q o p ¹									
3211-7							j o n ¹									
714-7							j o t ¹									
1729-7							ⁿd o ¹									
3679-7							l a ¹									
1054-7							l j a ¹									
7448-7							j o n ¹									
582-7							h h i ¹									
4743-7							h w a n ¹									
5419-7							l j a ŋ ¹									
5601-7							t i n ¹									
2705-7							m o n ¹									
6381-7							j o ŋ ¹									
1017-7							ⁿd o ¹									
645-7							l o ¹ ¹									
273-7							m a t ¹									
4338-7							tʰ j e t ¹									
2533-7							ⁿd i ¹									
1089-7							q o p ¹									
843-7							j o n ¹									
2787-7							h w a t ¹									
4462-7							j o n ¹									
10918-7							h o n ¹									
6582-7							ⁿd a ¹									
2070-7							ⁿd o ¹									
3075-7							ȵ w e t ¹									
10848-7							ⁿd a ¹									
2480-7							ȶ o n ¹									
2214-7							ⁿd o ¹									
7225-7							h a t ¹									
3515-7							ȶ j a ŋ ¹									
2588-7							ȶ o n ¹									
2908-7							ɕ j e t ¹									
2393-7							l a ¹									
1156-7							l a ¹									
2374-7							ⁿd o ¹									
2146-7							ⁿd o ¹									
5133-7							j o n ¹									
4981-7							j o t ¹									
10239-7							l a ¹									
599-7							ɕ j ə t ¹									
5048-7							ⁿd o ¹									
6331-7							ⁿd a ¹									
290-7							ȶ i n ¹									
311-7							h o t ¹									
3430-7							ɕ o a ¹									
5369-7							ɕ o a ¹									
2749-7							h w a n ¹									
2621-7							l j e p ¹									
1181-7							q o t ¹									
949-7							t o u ¹									
2839-7							t i n ¹									
861-7							l o t ¹									
6773-7							l o t ¹									
5739-7							l o t ¹									
5740-7							h w a t ¹									
3550-7							ɕ j a ŋ ¹									
4445-7							h w a t ¹									
680-7							j o n ¹									
817-7							t o n ¹									
782-7							k j e t ¹									
10396-7							ɕ j u ¹									
4606-7							j o n ¹									
5207-7							j o n ¹									
7280-7							ȶ m əu ¹									
6983-7							tʰ j w a t ¹									
5168-7							q o n ¹									
1264-7							ȶ u ¹									
915-7							ⁿd o ¹									
1767-7							ȶ o n ¹									
10901-7							k j i ŋ ¹									
10867-7							ȶ o n ¹									
417-7							k j a n ¹									
2285-7							ʔ n əu ¹									
11002-7							tʰ ɣ e t ¹									
6348-7							l a ¹									
6349-7							j o n ¹									
10602-7							ȶ o n ¹									
5654-7							ɕ j a ŋ ¹									
880-7							l aːu ¹									
983-7							j o n ¹									
2033-7							ⁿd o ¹									
1433-7							ɕ j a ¹									
1467-7							q o ¹ ¹									
469-7							ɕ j e ŋ ¹									
3127-7							ɕ o a ¹									
4623-7							ⁿd a ¹									
7099-7							l j a ¹ ¹									
4726-7							h j a ŋ ¹									
10465-7							m o n ¹									
5519-7							h o n ¹									
5893-7							k h a n ¹									
2857-7							t i n ¹									
3645-7							h a n ¹									
3032-7							ɕ j a ŋ ¹									
2088-7							ɕ j a ŋ ¹									
2463-7							ⁿd o ¹									
4794-7							l i ¹									
4569-7							l o n ¹									
4586-7							ȶ ʔ u ¹									
4552-7							ⁿd o ¹									
3228-7							q o n ¹									
3245-7							j a ¹									
6651-7							j o t ¹									
6652-7							h o n ¹									
1817-7							j o t ¹									
1818-7							tʰ j e t ¹									
11052-7							l a ¹									
1230-7							j o t ¹									
3380-7							h o t ¹									
8174-7							ɣ a n ¹									
8599-7							ȶ j a ŋ ¹									
7782-7							ɕ o a ¹									
8294-7							l w e t ¹									
8514-7							ⁿd a ¹									
9669-7							l j e ¹ ¹									
8531-7							ⁿd o ¹									
7954-7							q o t ¹									
9968-7							h o n ¹									
8040-7							ⁿd o ¹									
9304-7							ⁿd i ¹									
8345-7							q o t ¹									
8765-7							tʰ j o p ¹									
8849-7							h w a ŋ ¹									
