index	index_p	rindex	rindex_p	cogid	id_cojubim	segment_cojubim	segment_cojubim_L1	segment_cojubim_L2	segment_cojubim_L3	segment_cojubim_R1	segment_cojubim_R2	segment_cojubim_R3	SC_cojubim	SC_cojubim_L1	SC_cojubim_L2	SC_cojubim_L3	SC_cojubim_R1	SC_cojubim_R2	SC_cojubim_R3	PROSODY_cojubim	PROSODY_cojubim_L1	PROSODY_cojubim_L2	PROSODY_cojubim_L3	PROSODY_cojubim_R1	PROSODY_cojubim_R2	PROSODY_cojubim_R3	id_jaru	segment_jaru	segment_jaru_L1	segment_jaru_L2	segment_jaru_L3	segment_jaru_R1	segment_jaru_R2	segment_jaru_R3	SC_jaru	SC_jaru_L1	SC_jaru_L2	SC_jaru_L3	SC_jaru_R1	SC_jaru_R2	SC_jaru_R3	PROSODY_jaru	PROSODY_jaru_L1	PROSODY_jaru_L2	PROSODY_jaru_L3	PROSODY_jaru_R1	PROSODY_jaru_R2	PROSODY_jaru_R3	id_kitemoka	segment_kitemoka	segment_kitemoka_L1	segment_kitemoka_L2	segment_kitemoka_L3	segment_kitemoka_R1	segment_kitemoka_R2	segment_kitemoka_R3	SC_kitemoka	SC_kitemoka_L1	SC_kitemoka_L2	SC_kitemoka_L3	SC_kitemoka_R1	SC_kitemoka_R2	SC_kitemoka_R3	PROSODY_kitemoka	PROSODY_kitemoka_L1	PROSODY_kitemoka_L2	PROSODY_kitemoka_L3	PROSODY_kitemoka_R1	PROSODY_kitemoka_R2	PROSODY_kitemoka_R3	id_more	segment_more	segment_more_L1	segment_more_L2	segment_more_L3	segment_more_R1	segment_more_R2	segment_more_R3	SC_more	SC_more_L1	SC_more_L2	SC_more_L3	SC_more_R1	SC_more_R2	SC_more_R3	PROSODY_more	PROSODY_more_L1	PROSODY_more_L2	PROSODY_more_L3	PROSODY_more_R1	PROSODY_more_R2	PROSODY_more_R3	id_orowin	segment_orowin	segment_orowin_L1	segment_orowin_L2	segment_orowin_L3	segment_orowin_R1	segment_orowin_R2	segment_orowin_R3	SC_orowin	SC_orowin_L1	SC_orowin_L2	SC_orowin_L3	SC_orowin_R1	SC_orowin_R2	SC_orowin_R3	PROSODY_orowin	PROSODY_orowin_L1	PROSODY_orowin_L2	PROSODY_orowin_L3	PROSODY_orowin_R1	PROSODY_orowin_R2	PROSODY_orowin_R3	id_tapakura	segment_tapakura	segment_tapakura_L1	segment_tapakura_L2	segment_tapakura_L3	segment_tapakura_R1	segment_tapakura_R2	segment_tapakura_R3	SC_tapakura	SC_tapakura_L1	SC_tapakura_L2	SC_tapakura_L3	SC_tapakura_R1	SC_tapakura_R2	SC_tapakura_R3	PROSODY_tapakura	PROSODY_tapakura_L1	PROSODY_tapakura_L2	PROSODY_tapakura_L3	PROSODY_tapakura_R1	PROSODY_tapakura_R2	PROSODY_tapakura_R3	id_tora	segment_tora	segment_tora_L1	segment_tora_L2	segment_tora_L3	segment_tora_R1	segment_tora_R2	segment_tora_R3	SC_tora	SC_tora_L1	SC_tora_L2	SC_tora_L3	SC_tora_R1	SC_tora_R2	SC_tora_R3	PROSODY_tora	PROSODY_tora_L1	PROSODY_tora_L2	PROSODY_tora_L3	PROSODY_tora_R1	PROSODY_tora_R2	PROSODY_tora_R3	id_urupa	segment_urupa	segment_urupa_L1	segment_urupa_L2	segment_urupa_L3	segment_urupa_R1	segment_urupa_R2	segment_urupa_R3	SC_urupa	SC_urupa_L1	SC_urupa_L2	SC_urupa_L3	SC_urupa_R1	SC_urupa_R2	SC_urupa_R3	PROSODY_urupa	PROSODY_urupa_L1	PROSODY_urupa_L2	PROSODY_urupa_L3	PROSODY_urupa_R1	PROSODY_urupa_R2	PROSODY_urupa_R3	id_wanyam	segment_wanyam	segment_wanyam_L1	segment_wanyam_L2	segment_wanyam_L3	segment_wanyam_R1	segment_wanyam_R2	segment_wanyam_R3	SC_wanyam	SC_wanyam_L1	SC_wanyam_L2	SC_wanyam_L3	SC_wanyam_R1	SC_wanyam_R2	SC_wanyam_R3	PROSODY_wanyam	PROSODY_wanyam_L1	PROSODY_wanyam_L2	PROSODY_wanyam_L3	PROSODY_wanyam_R1	PROSODY_wanyam_R2	PROSODY_wanyam_R3	id_wari	segment_wari	segment_wari_L1	segment_wari_L2	segment_wari_L3	segment_wari_R1	segment_wari_R2	segment_wari_R3	SC_wari	SC_wari_L1	SC_wari_L2	SC_wari_L3	SC_wari_R1	SC_wari_R2	SC_wari_R3	PROSODY_wari	PROSODY_wari_L1	PROSODY_wari_L2	PROSODY_wari_L3	PROSODY_wari_R1	PROSODY_wari_R2	PROSODY_wari_R3
6	0.7500	3	0.3750	107																							220	e	n	e	h	s	i	∅	E	N	E	H	S	I	∅	7	4	7	3	3	7	∅																																																																																																															221	e	n	e	v	s	i	∅	E	N	E	B	S	I	∅	7	4	7	3	3	7	∅																																												
7	0.8750	2	0.2500	107																							220	s	e	n	e	i	∅	∅	S	E	N	E	I	∅	∅	3	7	4	7	7	∅	∅																																																																																																															221	s	e	n	e	i	∅	∅	S	E	N	E	I	∅	∅	3	7	4	7	7	∅	∅																																												
8	1.0000	1	0.1250	107																							220	i	s	e	n	∅	∅	∅	I	S	E	N	∅	∅	∅	7	3	7	4	∅	∅	∅																																																																																																															221	i	s	e	n	∅	∅	∅	I	S	E	N	∅	∅	∅	7	3	7	4	∅	∅	∅																																												
1	0.1250	8	1.0000	109	222	u	∅	∅	∅	p	-	-	Y	∅	∅	∅	P	_	_	7	∅	∅	∅	1	0	0																							223	-	∅	∅	∅	p	a	-	_	∅	∅	∅	P	A	_	0	∅	∅	∅	1	7	0	224	u	∅	∅	∅	p	w	-	Y	∅	∅	∅	P	W	_	7	∅	∅	∅	1	6	0	225	i	∅	∅	∅	p	i	j	I	∅	∅	∅	P	I	J	7	∅	∅	∅	1	7	6	226	u	∅	∅	∅	p	-	-	Y	∅	∅	∅	P	_	_	7	∅	∅	∅	1	0	0	227	u	∅	∅	∅	p	u	j	Y	∅	∅	∅	P	Y	J	7	∅	∅	∅	1	7	6	228	y	∅	∅	∅	p	i	r	Y	∅	∅	∅	P	I	R	7	∅	∅	∅	1	7	5	229	i	∅	∅	∅	p	i	j	I	∅	∅	∅	P	I	J	7	∅	∅	∅	1	7	6																						
2	0.2500	7	0.8750	109	222	p	u	∅	∅	-	-	e	P	Y	∅	∅	_	_	E	1	7	∅	∅	0	0	7																							223	p	-	∅	∅	a	-	i	P	_	∅	∅	A	_	I	1	0	∅	∅	7	0	7	224	p	u	∅	∅	w	-	i	P	Y	∅	∅	W	_	I	1	7	∅	∅	6	0	7	225	p	i	∅	∅	i	j	i	P	I	∅	∅	I	J	I	1	7	∅	∅	7	6	7	226	p	u	∅	∅	-	-	a	P	Y	∅	∅	_	_	A	1	7	∅	∅	0	0	7	227	p	u	∅	∅	u	j	e	P	Y	∅	∅	Y	J	E	1	7	∅	∅	7	6	7	228	p	y	∅	∅	i	r	i	P	Y	∅	∅	I	R	I	1	7	∅	∅	7	5	7	229	p	i	∅	∅	i	j	i	P	I	∅	∅	I	J	I	1	7	∅	∅	7	6	7																						
3	0.3750	6	0.7500	109	222	-	p	u	∅	-	e	k	_	P	Y	∅	_	E	K	0	1	7	∅	0	7	1																							223	a	p	-	∅	-	i	tʃ	A	P	_	∅	_	I	T	7	1	0	∅	0	7	1	224	w	p	u	∅	-	i	k	W	P	Y	∅	_	I	K	6	1	7	∅	0	7	1	225	i	p	i	∅	j	i	s	I	P	I	∅	J	I	S	7	1	7	∅	6	7	3	226	-	p	u	∅	-	a	tʃ	_	P	Y	∅	_	A	T	0	1	7	∅	0	7	1	227	u	p	u	∅	j	e	ʃ	Y	P	Y	∅	J	E	S	7	1	7	∅	6	7	3	228	i	p	y	∅	r	i	s	I	P	Y	∅	R	I	S	7	1	7	∅	5	7	3	229	i	p	i	∅	j	i	ʃ	I	P	I	∅	J	I	S	7	1	7	∅	6	7	3																						
4	0.5000	5	0.6250	109	222	-	-	p	u	e	k	-	_	_	P	Y	E	K	_	0	0	1	7	7	1	0																							223	-	a	p	-	i	tʃ	e	_	A	P	_	I	T	E	0	7	1	0	7	1	7	224	-	w	p	u	i	k	-	_	W	P	Y	I	K	_	0	6	1	7	7	1	0	225	j	i	p	i	i	s	i	J	I	P	I	I	S	I	6	7	1	7	7	3	7	226	-	-	p	u	a	tʃ	i	_	_	P	Y	A	T	I	0	0	1	7	7	1	7	227	j	u	p	u	e	ʃ	i	J	Y	P	Y	E	S	I	6	7	1	7	7	3	7	228	r	i	p	y	i	s	i	R	I	P	Y	I	S	I	5	7	1	7	7	3	7	229	j	i	p	i	i	ʃ	i	J	I	P	I	I	S	I	6	7	1	7	7	3	7																						
5	0.6250	4	0.5000	109	222	e	-	-	p	k	-	-	E	_	_	P	K	_	_	7	0	0	1	1	0	0																							223	i	-	a	p	tʃ	e	-	I	_	A	P	T	E	_	7	0	7	1	1	7	0	224	i	-	w	p	k	-	-	I	_	W	P	K	_	_	7	0	6	1	1	0	0	225	i	j	i	p	s	i	-	I	J	I	P	S	I	_	7	6	7	1	3	7	0	226	a	-	-	p	tʃ	i	-	A	_	_	P	T	I	_	7	0	0	1	1	7	0	227	e	j	u	p	ʃ	i	-	E	J	Y	P	S	I	_	7	6	7	1	3	7	0	228	i	r	i	p	s	i	-	I	R	I	P	S	I	_	7	5	7	1	3	7	0	229	i	j	i	p	ʃ	i	ʔ	I	J	I	P	S	I	H	7	6	7	1	3	7	1																						
6	0.7500	3	0.3750	109	222	k	e	-	-	-	-	∅	K	E	_	_	_	_	∅	1	7	0	0	0	0	∅																							223	tʃ	i	-	a	e	-	∅	T	I	_	A	E	_	∅	1	7	0	7	7	0	∅	224	k	i	-	w	-	-	∅	K	I	_	W	_	_	∅	1	7	0	6	0	0	∅	225	s	i	j	i	i	-	∅	S	I	J	I	I	_	∅	3	7	6	7	7	0	∅	226	tʃ	a	-	-	i	-	∅	T	A	_	_	I	_	∅	1	7	0	0	7	0	∅	227	ʃ	e	j	u	i	-	∅	S	E	J	Y	I	_	∅	3	7	6	7	7	0	∅	228	s	i	r	i	i	-	∅	S	I	R	I	I	_	∅	3	7	5	7	7	0	∅	229	ʃ	i	j	i	i	ʔ	∅	S	I	J	I	I	H	∅	3	7	6	7	7	1	∅																						
7	0.8750	2	0.2500	109	222	-	k	e	-	-	∅	∅	_	K	E	_	_	∅	∅	0	1	7	0	0	∅	∅																							223	e	tʃ	i	-	-	∅	∅	E	T	I	_	_	∅	∅	7	1	7	0	0	∅	∅	224	-	k	i	-	-	∅	∅	_	K	I	_	_	∅	∅	0	1	7	0	0	∅	∅	225	i	s	i	j	-	∅	∅	I	S	I	J	_	∅	∅	7	3	7	6	0	∅	∅	226	i	tʃ	a	-	-	∅	∅	I	T	A	_	_	∅	∅	7	1	7	0	0	∅	∅	227	i	ʃ	e	j	-	∅	∅	I	S	E	J	_	∅	∅	7	3	7	6	0	∅	∅	228	i	s	i	r	-	∅	∅	I	S	I	R	_	∅	∅	7	3	7	5	0	∅	∅	229	i	ʃ	i	j	ʔ	∅	∅	I	S	I	J	H	∅	∅	7	3	7	6	1	∅	∅																						
8	1.0000	1	0.1250	109	222	-	-	k	e	∅	∅	∅	_	_	K	E	∅	∅	∅	0	0	1	7	∅	∅	∅																							223	-	e	tʃ	i	∅	∅	∅	_	E	T	I	∅	∅	∅	0	7	1	7	∅	∅	∅	224	-	-	k	i	∅	∅	∅	_	_	K	I	∅	∅	∅	0	0	1	7	∅	∅	∅	225	-	i	s	i	∅	∅	∅	_	I	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	226	-	i	tʃ	a	∅	∅	∅	_	I	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅	227	-	i	ʃ	e	∅	∅	∅	_	I	S	E	∅	∅	∅	0	7	3	7	∅	∅	∅	228	-	i	s	i	∅	∅	∅	_	I	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	229	ʔ	i	ʃ	i	∅	∅	∅	H	I	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅																						
1	0.0909	11	1.0000	112																							230	t	∅	∅	∅	-	-	r	T	∅	∅	∅	_	_	R	1	∅	∅	∅	0	0	5	231	t	∅	∅	∅	a	-	t	T	∅	∅	∅	A	_	T	1	∅	∅	∅	7	0	1																							232	t	∅	∅	∅	-	-	r	T	∅	∅	∅	_	_	R	1	∅	∅	∅	0	0	5	233	t	∅	∅	∅	a	i	t	T	∅	∅	∅	A	I	T	1	∅	∅	∅	7	7	1																							234	t	∅	∅	∅	-	-	r	T	∅	∅	∅	_	_	R	1	∅	∅	∅	0	0	5	235	t	∅	∅	∅	a	-	r	T	∅	∅	∅	A	_	R	1	∅	∅	∅	7	0	5	236	t	∅	∅	∅	a	-	r	T	∅	∅	∅	A	_	R	1	∅	∅	∅	7	0	5
2	0.1818	10	0.9091	112																							230	-	t	∅	∅	-	r	-	_	T	∅	∅	_	R	_	0	1	∅	∅	0	5	0	231	a	t	∅	∅	-	t	i	A	T	∅	∅	_	T	I	7	1	∅	∅	0	1	7																							232	-	t	∅	∅	-	r	-	_	T	∅	∅	_	R	_	0	1	∅	∅	0	5	0	233	a	t	∅	∅	i	t	-	A	T	∅	∅	I	T	_	7	1	∅	∅	7	1	0																							234	-	t	∅	∅	-	r	-	_	T	∅	∅	_	R	_	0	1	∅	∅	0	5	0	235	a	t	∅	∅	-	r	-	A	T	∅	∅	_	R	_	7	1	∅	∅	0	5	0	236	a	t	∅	∅	-	r	-	A	T	∅	∅	_	R	_	7	1	∅	∅	0	5	0
3	0.2727	9	0.8182	112																							230	-	-	t	∅	r	-	a	_	_	T	∅	R	_	A	0	0	1	∅	5	0	7	231	-	a	t	∅	t	i	a	_	A	T	∅	T	I	A	0	7	1	∅	1	7	7																							232	-	-	t	∅	r	-	a	_	_	T	∅	R	_	A	0	0	1	∅	5	0	7	233	i	a	t	∅	t	-	a	I	A	T	∅	T	_	A	7	7	1	∅	1	0	7																							234	-	-	t	∅	r	-	a	_	_	T	∅	R	_	A	0	0	1	∅	5	0	7	235	-	a	t	∅	r	-	a	_	A	T	∅	R	_	A	0	7	1	∅	5	0	7	236	-	a	t	∅	r	-	a	_	A	T	∅	R	_	A	0	7	1	∅	5	0	7
4	0.3636	8	0.7273	112																							230	r	-	-	t	-	a	-	R	_	_	T	_	A	_	5	0	0	1	0	7	0	231	t	-	a	t	i	a	t	T	_	A	T	I	A	T	1	0	7	1	7	7	1																							232	r	-	-	t	-	a	j	R	_	_	T	_	A	J	5	0	0	1	0	7	6	233	t	i	a	t	-	a	t	T	I	A	T	_	A	T	1	7	7	1	0	7	1																							234	r	-	-	t	-	a	-	R	_	_	T	_	A	_	5	0	0	1	0	7	0	235	r	-	a	t	-	a	j	R	_	A	T	_	A	J	5	0	7	1	0	7	6	236	r	-	a	t	-	a	j	R	_	A	T	_	A	J	5	0	7	1	0	7	6
5	0.4545	7	0.6364	112																							230	-	r	-	-	a	-	i	_	R	_	_	A	_	I	0	5	0	0	7	0	7	231	i	t	-	a	a	t	a	I	T	_	A	A	T	A	7	1	0	7	7	1	7																							232	-	r	-	-	a	j	i	_	R	_	_	A	J	I	0	5	0	0	7	6	7	233	-	t	i	a	a	t	a	_	T	I	A	A	T	A	0	1	7	7	7	1	7																							234	-	r	-	-	a	-	i	_	R	_	_	A	_	I	0	5	0	0	7	0	7	235	-	r	-	a	a	j	i	_	R	_	A	A	J	I	0	5	0	7	7	6	7	236	-	r	-	a	a	j	i	_	R	_	A	A	J	I	0	5	0	7	7	6	7
6	0.5455	6	0.5455	112																							230	a	-	r	-	-	i	s	A	_	R	_	_	I	S	7	0	5	0	0	7	3	231	a	i	t	-	t	a	tʃ	A	I	T	_	T	A	T	7	7	1	0	1	7	1																							232	a	-	r	-	j	i	s	A	_	R	_	J	I	S	7	0	5	0	6	7	3	233	a	-	t	i	t	a	tʃ	A	_	T	I	T	A	T	7	0	1	7	1	7	1																							234	a	-	r	-	-	i	s	A	_	R	_	_	I	S	7	0	5	0	0	7	3	235	a	-	r	-	j	i	ʃ	A	_	R	_	J	I	S	7	0	5	0	6	7	3	236	a	-	r	-	j	i	tʃ	A	_	R	_	J	I	T	7	0	5	0	6	7	1
7	0.6364	5	0.4545	112																							230	-	a	-	r	i	s	i	_	A	_	R	I	S	I	0	7	0	5	7	3	7	231	t	a	i	t	a	tʃ	e	T	A	I	T	A	T	E	1	7	7	1	7	1	7																							232	j	a	-	r	i	s	i	J	A	_	R	I	S	I	6	7	0	5	7	3	7	233	t	a	-	t	a	tʃ	i	T	A	_	T	A	T	I	1	7	0	1	7	1	7																							234	-	a	-	r	i	s	i	_	A	_	R	I	S	I	0	7	0	5	7	3	7	235	j	a	-	r	i	ʃ	i	J	A	_	R	I	S	I	6	7	0	5	7	3	7	236	j	a	-	r	i	tʃ	i	J	A	_	R	I	T	I	6	7	0	5	7	1	7
8	0.7273	4	0.3636	112																							230	i	-	a	-	s	i	-	I	_	A	_	S	I	_	7	0	7	0	3	7	0	231	a	t	a	i	tʃ	e	-	A	T	A	I	T	E	_	7	1	7	7	1	7	0																							232	i	j	a	-	s	i	-	I	J	A	_	S	I	_	7	6	7	0	3	7	0	233	a	t	a	-	tʃ	i	-	A	T	A	_	T	I	_	7	1	7	0	1	7	0																							234	i	-	a	-	s	i	-	I	_	A	_	S	I	_	7	0	7	0	3	7	0	235	i	j	a	-	ʃ	i	ʔ	I	J	A	_	S	I	H	7	6	7	0	3	7	1	236	i	j	a	-	tʃ	i	ʔ	I	J	A	_	T	I	H	7	6	7	0	1	7	1
9	0.8182	3	0.2727	112																							230	s	i	-	a	i	-	∅	S	I	_	A	I	_	∅	3	7	0	7	7	0	∅	231	tʃ	a	t	a	e	-	∅	T	A	T	A	E	_	∅	1	7	1	7	7	0	∅																							232	s	i	j	a	i	-	∅	S	I	J	A	I	_	∅	3	7	6	7	7	0	∅	233	tʃ	a	t	a	i	-	∅	T	A	T	A	I	_	∅	1	7	1	7	7	0	∅																							234	s	i	-	a	i	-	∅	S	I	_	A	I	_	∅	3	7	0	7	7	0	∅	235	ʃ	i	j	a	i	ʔ	∅	S	I	J	A	I	H	∅	3	7	6	7	7	1	∅	236	tʃ	i	j	a	i	ʔ	∅	T	I	J	A	I	H	∅	1	7	6	7	7	1	∅
10	0.9091	2	0.1818	112																							230	i	s	i	-	-	∅	∅	I	S	I	_	_	∅	∅	7	3	7	0	0	∅	∅	231	e	tʃ	a	t	-	∅	∅	E	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅																							232	i	s	i	j	-	∅	∅	I	S	I	J	_	∅	∅	7	3	7	6	0	∅	∅	233	i	tʃ	a	t	-	∅	∅	I	T	A	T	_	∅	∅	7	1	7	1	0	∅	∅																							234	i	s	i	-	-	∅	∅	I	S	I	_	_	∅	∅	7	3	7	0	0	∅	∅	235	i	ʃ	i	j	ʔ	∅	∅	I	S	I	J	H	∅	∅	7	3	7	6	1	∅	∅	236	i	tʃ	i	j	ʔ	∅	∅	I	T	I	J	H	∅	∅	7	1	7	6	1	∅	∅
11	1.0000	1	0.0909	112																							230	-	i	s	i	∅	∅	∅	_	I	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	231	-	e	tʃ	a	∅	∅	∅	_	E	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																							232	-	i	s	i	∅	∅	∅	_	I	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	233	-	i	tʃ	a	∅	∅	∅	_	I	T	A	∅	∅	∅	0	7	1	7	∅	∅	∅																							234	-	i	s	i	∅	∅	∅	_	I	S	I	∅	∅	∅	0	7	3	7	∅	∅	∅	235	ʔ	i	ʃ	i	∅	∅	∅	H	I	S	I	∅	∅	∅	1	7	3	7	∅	∅	∅	236	ʔ	i	tʃ	i	∅	∅	∅	H	I	T	I	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.1429	7	1.0000	113	237	t	∅	∅	∅	e	n	e	T	∅	∅	∅	E	N	E	1	∅	∅	∅	7	4	7																																													238	t	∅	∅	∅	e	n	e	T	∅	∅	∅	E	N	E	1	∅	∅	∅	7	4	7																																													239	t	∅	∅	∅	e	t	e	T	∅	∅	∅	E	T	E	1	∅	∅	∅	7	1	7																																																																		
2	0.2857	6	0.8571	113	237	e	t	∅	∅	n	e	t	E	T	∅	∅	N	E	T	7	1	∅	∅	4	7	1																																													238	e	t	∅	∅	n	e	t	E	T	∅	∅	N	E	T	7	1	∅	∅	4	7	1																																													239	e	t	∅	∅	t	e	t	E	T	∅	∅	T	E	T	7	1	∅	∅	1	7	1																																																																		
3	0.4286	5	0.7143	113	237	n	e	t	∅	e	t	e	N	E	T	∅	E	T	E	4	7	1	∅	7	1	7																																													238	n	e	t	∅	e	t	e	N	E	T	∅	E	T	E	4	7	1	∅	7	1	7																																													239	t	e	t	∅	e	t	e	T	E	T	∅	E	T	E	1	7	1	∅	7	1	7																																																																		
4	0.5714	4	0.5714	113	237	e	n	e	t	t	e	t	E	N	E	T	T	E	T	7	4	7	1	1	7	1																																													238	e	n	e	t	t	e	t	E	N	E	T	T	E	T	7	4	7	1	1	7	1																																													239	e	t	e	t	t	e	-	E	T	E	T	T	E	_	7	1	7	1	1	7	0																																																																		
5	0.7143	3	0.4286	113	237	t	e	n	e	e	t	∅	T	E	N	E	E	T	∅	1	7	4	7	7	1	∅																																													238	t	e	n	e	e	t	∅	T	E	N	E	E	T	∅	1	7	4	7	7	1	∅																																													239	t	e	t	e	e	-	∅	T	E	T	E	E	_	∅	1	7	1	7	7	0	∅																																																																		
6	0.8571	2	0.2857	113	237	e	t	e	n	t	∅	∅	E	T	E	N	T	∅	∅	7	1	7	4	1	∅	∅																																													238	e	t	e	n	t	∅	∅	E	T	E	N	T	∅	∅	7	1	7	4	1	∅	∅																																													239	e	t	e	t	-	∅	∅	E	T	E	T	_	∅	∅	7	1	7	1	0	∅	∅																																																																		
7	1.0000	1	0.1429	113	237	t	e	t	e	∅	∅	∅	T	E	T	E	∅	∅	∅	1	7	1	7	∅	∅	∅																																													238	t	e	t	e	∅	∅	∅	T	E	T	E	∅	∅	∅	1	7	1	7	∅	∅	∅																																													239	-	e	t	e	∅	∅	∅	_	E	T	E	∅	∅	∅	0	7	1	7	∅	∅	∅																																																																		
1	0.1111	9	1.0000	116																							240	t	∅	∅	∅	u	p	a	T	∅	∅	∅	Y	P	A	1	∅	∅	∅	7	1	7																							241	t	∅	∅	∅	o	p	a	T	∅	∅	∅	U	P	A	1	∅	∅	∅	7	1	7	242	t	∅	∅	∅	o	p	a	T	∅	∅	∅	U	P	A	1	∅	∅	∅	7	1	7	243	t	∅	∅	∅	u	p	a	T	∅	∅	∅	Y	P	A	1	∅	∅	∅	7	1	7																							244	t	∅	∅	∅	u	p	a	T	∅	∅	∅	Y	P	A	1	∅	∅	∅	7	1	7	245	t	∅	∅	∅	o	p	a	T	∅	∅	∅	U	P	A	1	∅	∅	∅	7	1	7	246	t	∅	∅	∅	o	p	a	T	∅	∅	∅	U	P	A	1	∅	∅	∅	7	1	7
2	0.2222	8	0.8889	116																							240	u	t	∅	∅	p	a	k	Y	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1																							241	o	t	∅	∅	p	a	k	U	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1	242	o	t	∅	∅	p	a	k	U	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1	243	u	t	∅	∅	p	a	k	Y	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1																							244	u	t	∅	∅	p	a	k	Y	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1	245	o	t	∅	∅	p	a	k	U	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1	246	o	t	∅	∅	p	a	k	U	T	∅	∅	P	A	K	7	1	∅	∅	1	7	1
3	0.3333	7	0.7778	116																							240	p	u	t	∅	a	k	a	P	Y	T	∅	A	K	A	1	7	1	∅	7	1	7																							241	p	o	t	∅	a	k	-	P	U	T	∅	A	K	_	1	7	1	∅	7	1	0	242	p	o	t	∅	a	k	a	P	U	T	∅	A	K	A	1	7	1	∅	7	1	7	243	p	u	t	∅	a	k	a	P	Y	T	∅	A	K	A	1	7	1	∅	7	1	7																							244	p	u	t	∅	a	k	a	P	Y	T	∅	A	K	A	1	7	1	∅	7	1	7	245	p	o	t	∅	a	k	a	P	U	T	∅	A	K	A	1	7	1	∅	7	1	7	246	p	o	t	∅	a	k	-	P	U	T	∅	A	K	_	1	7	1	∅	7	1	0
4	0.4444	6	0.6667	116																							240	a	p	u	t	k	a	s	A	P	Y	T	K	A	S	7	1	7	1	1	7	3																							241	a	p	o	t	k	-	-	A	P	U	T	K	_	_	7	1	7	1	1	0	0	242	a	p	o	t	k	a	s	A	P	U	T	K	A	S	7	1	7	1	1	7	3	243	a	p	u	t	k	a	tʃ	A	P	Y	T	K	A	T	7	1	7	1	1	7	1																							244	a	p	u	t	k	a	s	A	P	Y	T	K	A	S	7	1	7	1	1	7	3	245	a	p	o	t	k	a	ʃ	A	P	U	T	K	A	S	7	1	7	1	1	7	3	246	a	p	o	t	k	-	-	A	P	U	T	K	_	_	7	1	7	1	1	0	0
5	0.5556	5	0.5556	116																							240	k	a	p	u	a	s	i	K	A	P	Y	A	S	I	1	7	1	7	7	3	7																							241	k	a	p	o	-	-	-	K	A	P	U	_	_	_	1	7	1	7	0	0	0	242	k	a	p	o	a	s	i	K	A	P	U	A	S	I	1	7	1	7	7	3	7	243	k	a	p	u	a	tʃ	i	K	A	P	Y	A	T	I	1	7	1	7	7	1	7																							244	k	a	p	u	a	s	i	K	A	P	Y	A	S	I	1	7	1	7	7	3	7	245	k	a	p	o	a	ʃ	i	K	A	P	U	A	S	I	1	7	1	7	7	3	7	246	k	a	p	o	-	-	-	K	A	P	U	_	_	_	1	7	1	7	0	0	0
6	0.6667	4	0.4444	116																							240	a	k	a	p	s	i	-	A	K	A	P	S	I	_	7	1	7	1	3	7	0																							241	-	k	a	p	-	-	-	_	K	A	P	_	_	_	0	1	7	1	0	0	0	242	a	k	a	p	s	i	-	A	K	A	P	S	I	_	7	1	7	1	3	7	0	243	a	k	a	p	tʃ	i	-	A	K	A	P	T	I	_	7	1	7	1	1	7	0																							244	a	k	a	p	s	i	-	A	K	A	P	S	I	_	7	1	7	1	3	7	0	245	a	k	a	p	ʃ	i	ʔ	A	K	A	P	S	I	H	7	1	7	1	3	7	1	246	-	k	a	p	-	-	-	_	K	A	P	_	_	_	0	1	7	1	0	0	0
7	0.7778	3	0.3333	116																							240	s	a	k	a	i	-	∅	S	A	K	A	I	_	∅	3	7	1	7	7	0	∅																							241	-	-	k	a	-	-	∅	_	_	K	A	_	_	∅	0	0	1	7	0	0	∅	242	s	a	k	a	i	-	∅	S	A	K	A	I	_	∅	3	7	1	7	7	0	∅	243	tʃ	a	k	a	i	-	∅	T	A	K	A	I	_	∅	1	7	1	7	7	0	∅																							244	s	a	k	a	i	-	∅	S	A	K	A	I	_	∅	3	7	1	7	7	0	∅	245	ʃ	a	k	a	i	ʔ	∅	S	A	K	A	I	H	∅	3	7	1	7	7	1	∅	246	-	-	k	a	-	-	∅	_	_	K	A	_	_	∅	0	0	1	7	0	0	∅
