index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
3	0.7500	2	0.5000	683																							196	l	oː	θ	∅	a	∅	∅	L	U	D	∅	A	∅	∅	5	7	3	∅	7	∅	∅	197	θ	ʊː	θ	∅	a	∅	∅	D	Y	D	∅	A	∅	∅	3	7	3	∅	7	∅	∅	198	θ	uː	θ	∅	e	∅	∅	D	Y	D	∅	E	∅	∅	3	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	683																							196	a	l	oː	θ	∅	∅	∅	A	L	U	D	∅	∅	∅	7	5	7	3	∅	∅	∅	197	a	θ	ʊː	θ	∅	∅	∅	A	D	Y	D	∅	∅	∅	7	3	7	3	∅	∅	∅	198	e	θ	uː	θ	∅	∅	∅	E	D	Y	D	∅	∅	∅	7	3	7	3	∅	∅	∅
1	0.1250	8	1.0000	689																							199	a	∅	∅	∅	l	w	a	A	∅	∅	∅	L	W	A	7	∅	∅	∅	5	6	7	200	-	∅	∅	∅	-	w	a	_	∅	∅	∅	_	W	A	0	∅	∅	∅	0	6	7																						
2	0.2500	7	0.8750	689																							199	l	a	∅	∅	w	a	r	L	A	∅	∅	W	A	R	5	7	∅	∅	6	7	5	200	-	-	∅	∅	w	a	r	_	_	∅	∅	W	A	R	0	0	∅	∅	6	7	5																						
3	0.3750	6	0.7500	689																							199	w	l	a	∅	a	r	ə	W	L	A	∅	A	R	E	6	5	7	∅	7	5	7	200	w	-	-	∅	a	r	-	W	_	_	∅	A	R	_	6	0	0	∅	7	5	0																						
4	0.5000	5	0.6250	689																							199	a	w	l	a	r	ə	g	A	W	L	A	R	E	K	7	6	5	7	5	7	1	200	a	w	-	-	r	-	g	A	W	_	_	R	_	K	7	6	0	0	5	0	1																						
5	0.6250	4	0.5000	689																							199	r	a	w	l	ə	g	a	R	A	W	L	E	K	A	5	7	6	5	7	1	7	200	r	a	w	-	-	g	a	R	A	W	_	_	K	A	5	7	6	0	0	1	7																						
6	0.7500	3	0.3750	689																							199	ə	r	a	w	g	a	∅	E	R	A	W	K	A	∅	7	5	7	6	1	7	∅	200	-	r	a	w	g	a	∅	_	R	A	W	K	A	∅	0	5	7	6	1	7	∅																						
7	0.8750	2	0.2500	689																							199	g	ə	r	a	a	∅	∅	K	E	R	A	A	∅	∅	1	7	5	7	7	∅	∅	200	g	-	r	a	a	∅	∅	K	_	R	A	A	∅	∅	1	0	5	7	7	∅	∅																						
8	1.0000	1	0.1250	689																							199	a	g	ə	r	∅	∅	∅	A	K	E	R	∅	∅	∅	7	1	7	5	∅	∅	∅	200	a	g	-	r	∅	∅	∅	A	K	_	R	∅	∅	∅	7	1	0	5	∅	∅	∅																						
1	0.3333	3	1.0000	694	201	n	∅	∅	∅	d	ə	∅	N	∅	∅	∅	T	E	∅	4	∅	∅	∅	1	7	∅	202	n	∅	∅	∅	d	ə	∅	N	∅	∅	∅	T	E	∅	4	∅	∅	∅	1	7	∅																							203	n	∅	∅	∅	d	ə	∅	N	∅	∅	∅	T	E	∅	4	∅	∅	∅	1	7	∅
2	0.6667	2	0.6667	694	201	d	n	∅	∅	ə	∅	∅	T	N	∅	∅	E	∅	∅	1	4	∅	∅	7	∅	∅	202	d	n	∅	∅	ə	∅	∅	T	N	∅	∅	E	∅	∅	1	4	∅	∅	7	∅	∅																							203	d	n	∅	∅	ə	∅	∅	T	N	∅	∅	E	∅	∅	1	4	∅	∅	7	∅	∅
3	1.0000	1	0.3333	694	201	ə	d	n	∅	∅	∅	∅	E	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅	202	ə	d	n	∅	∅	∅	∅	E	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅																							203	ə	d	n	∅	∅	∅	∅	E	T	N	∅	∅	∅	∅	7	1	4	∅	∅	∅	∅
1	0.2500	4	1.0000	695	204	m	∅	∅	∅	i	l	i	M	∅	∅	∅	I	L	I	4	∅	∅	∅	7	5	7	205	m	∅	∅	∅	i	l	i	M	∅	∅	∅	I	L	I	4	∅	∅	∅	7	5	7																							206	m	∅	∅	∅	i	l	i	M	∅	∅	∅	I	L	I	4	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	695	204	i	m	∅	∅	l	i	∅	I	M	∅	∅	L	I	∅	7	4	∅	∅	5	7	∅	205	i	m	∅	∅	l	i	∅	I	M	∅	∅	L	I	∅	7	4	∅	∅	5	7	∅																							206	i	m	∅	∅	l	i	∅	I	M	∅	∅	L	I	∅	7	4	∅	∅	5	7	∅
3	0.7500	2	0.5000	695	204	l	i	m	∅	i	∅	∅	L	I	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅	205	l	i	m	∅	i	∅	∅	L	I	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅																							206	l	i	m	∅	i	∅	∅	L	I	M	∅	I	∅	∅	5	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	695	204	i	l	i	m	∅	∅	∅	I	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅	205	i	l	i	m	∅	∅	∅	I	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅																							206	i	l	i	m	∅	∅	∅	I	L	I	M	∅	∅	∅	7	5	7	4	∅	∅	∅
1	0.3333	3	1.0000	702	207	iː	∅	∅	∅	l	e	∅	I	∅	∅	∅	L	E	∅	7	∅	∅	∅	5	7	∅																							208	iː	∅	∅	∅	l	a	∅	I	∅	∅	∅	L	A	∅	7	∅	∅	∅	5	7	∅	209	iː	∅	∅	∅	l	a	∅	I	∅	∅	∅	L	A	∅	7	∅	∅	∅	5	7	∅
2	0.6667	2	0.6667	702	207	l	iː	∅	∅	e	∅	∅	L	I	∅	∅	E	∅	∅	5	7	∅	∅	7	∅	∅																							208	l	iː	∅	∅	a	∅	∅	L	I	∅	∅	A	∅	∅	5	7	∅	∅	7	∅	∅	209	l	iː	∅	∅	a	∅	∅	L	I	∅	∅	A	∅	∅	5	7	∅	∅	7	∅	∅
3	1.0000	1	0.3333	702	207	e	l	iː	∅	∅	∅	∅	E	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅																							208	a	l	iː	∅	∅	∅	∅	A	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅	209	a	l	iː	∅	∅	∅	∅	A	L	I	∅	∅	∅	∅	7	5	7	∅	∅	∅	∅
1	0.1667	6	1.0000	708																							210	g	∅	∅	∅	u	ɗ	u	K	∅	∅	∅	Y	T	Y	1	∅	∅	∅	7	1	7																							211	g	∅	∅	∅	u	ɗ	u	K	∅	∅	∅	Y	T	Y	1	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	708																							210	u	g	∅	∅	ɗ	u	b	Y	K	∅	∅	T	Y	P	7	1	∅	∅	1	7	1																							211	u	g	∅	∅	ɗ	u	b	Y	K	∅	∅	T	Y	P	7	1	∅	∅	1	7	1
3	0.5000	4	0.6667	708																							210	ɗ	u	g	∅	u	b	a	T	Y	K	∅	Y	P	A	1	7	1	∅	7	1	7																							211	ɗ	u	g	∅	u	b	i	T	Y	K	∅	Y	P	I	1	7	1	∅	7	1	7
4	0.6667	3	0.5000	708																							210	u	ɗ	u	g	b	a	∅	Y	T	Y	K	P	A	∅	7	1	7	1	1	7	∅																							211	u	ɗ	u	g	b	i	∅	Y	T	Y	K	P	I	∅	7	1	7	1	1	7	∅
5	0.8333	2	0.3333	708																							210	b	u	ɗ	u	a	∅	∅	P	Y	T	Y	A	∅	∅	1	7	1	7	7	∅	∅																							211	b	u	ɗ	u	i	∅	∅	P	Y	T	Y	I	∅	∅	1	7	1	7	7	∅	∅
6	1.0000	1	0.1667	708																							210	a	b	u	ɗ	∅	∅	∅	A	P	Y	T	∅	∅	∅	7	1	7	1	∅	∅	∅																							211	i	b	u	ɗ	∅	∅	∅	I	P	Y	T	∅	∅	∅	7	1	7	1	∅	∅	∅
1	0.2000	5	1.0000	709																							212	a	∅	∅	∅	ʃ	iː	b	A	∅	∅	∅	S	I	P	7	∅	∅	∅	3	7	1	213	a	∅	∅	∅	ʃ	iː	b	A	∅	∅	∅	S	I	P	7	∅	∅	∅	3	7	1																						
2	0.4000	4	0.8000	709																							212	ʃ	a	∅	∅	iː	b	a	S	A	∅	∅	I	P	A	3	7	∅	∅	7	1	7	213	ʃ	a	∅	∅	iː	b	a	S	A	∅	∅	I	P	A	3	7	∅	∅	7	1	7																						
3	0.6000	3	0.6000	709																							212	iː	ʃ	a	∅	b	a	∅	I	S	A	∅	P	A	∅	7	3	7	∅	1	7	∅	213	iː	ʃ	a	∅	b	a	∅	I	S	A	∅	P	A	∅	7	3	7	∅	1	7	∅																						
4	0.8000	2	0.4000	709																							212	b	iː	ʃ	a	a	∅	∅	P	I	S	A	A	∅	∅	1	7	3	7	7	∅	∅	213	b	iː	ʃ	a	a	∅	∅	P	I	S	A	A	∅	∅	1	7	3	7	7	∅	∅																						
5	1.0000	1	0.2000	709																							212	a	b	iː	ʃ	∅	∅	∅	A	P	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	213	a	b	iː	ʃ	∅	∅	∅	A	P	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅																						
1	0.1111	9	1.0000	715																							214	r	∅	∅	∅	ɛ	g	i	R	∅	∅	∅	E	K	I	5	∅	∅	∅	7	1	7	215	r	∅	∅	∅	i	g	i	R	∅	∅	∅	I	K	I	5	∅	∅	∅	7	1	7																						
2	0.2222	8	0.8889	715																							214	ɛ	r	∅	∅	g	i	s	E	R	∅	∅	K	I	S	7	5	∅	∅	1	7	3	215	i	r	∅	∅	g	i	s	I	R	∅	∅	K	I	S	7	5	∅	∅	1	7	3																						
3	0.3333	7	0.7778	715																							214	g	ɛ	r	∅	i	s	ʔ	K	E	R	∅	I	S	H	1	7	5	∅	7	3	1	215	g	i	r	∅	i	s	ʔ	K	I	R	∅	I	S	H	1	7	5	∅	7	3	1																						
4	0.4444	6	0.6667	715																							214	i	g	ɛ	r	s	ʔ	-	I	K	E	R	S	H	_	7	1	7	5	3	1	0	215	i	g	i	r	s	ʔ	i	I	K	I	R	S	H	I	7	1	7	5	3	1	7																						
5	0.5556	5	0.5556	715																							214	s	i	g	ɛ	ʔ	-	-	S	I	K	E	H	_	_	3	7	1	7	1	0	0	215	s	i	g	i	ʔ	i	ŋ	S	I	K	I	H	I	N	3	7	1	7	1	7	4																						
6	0.6667	4	0.4444	715																							214	ʔ	s	i	g	-	-	e	H	S	I	K	_	_	E	1	3	7	1	0	0	7	215	ʔ	s	i	g	i	ŋ	a	H	S	I	K	I	N	A	1	3	7	1	7	4	7																						
7	0.7778	3	0.3333	715																							214	-	ʔ	s	i	-	e	∅	_	H	S	I	_	E	∅	0	1	3	7	0	7	∅	215	i	ʔ	s	i	ŋ	a	∅	I	H	S	I	N	A	∅	7	1	3	7	4	7	∅																						
8	0.8889	2	0.2222	715																							214	-	-	ʔ	s	e	∅	∅	_	_	H	S	E	∅	∅	0	0	1	3	7	∅	∅	215	ŋ	i	ʔ	s	a	∅	∅	N	I	H	S	A	∅	∅	4	7	1	3	7	∅	∅																						
9	1.0000	1	0.1111	715																							214	e	-	-	ʔ	∅	∅	∅	E	_	_	H	∅	∅	∅	7	0	0	1	∅	∅	∅	215	a	ŋ	i	ʔ	∅	∅	∅	A	N	I	H	∅	∅	∅	7	4	7	1	∅	∅	∅																						
1	0.1667	6	1.0000	720																							216	aː	∅	∅	∅	s	ɛ	l	A	∅	∅	∅	S	E	L	7	∅	∅	∅	3	7	5	217	aː	∅	∅	∅	s	ɛ	l	A	∅	∅	∅	S	E	L	7	∅	∅	∅	3	7	5	218	aː	∅	∅	∅	s	ɛ	l	A	∅	∅	∅	S	E	L	7	∅	∅	∅	3	7	5
2	0.3333	5	0.8333	720																							216	s	aː	∅	∅	ɛ	l	a	S	A	∅	∅	E	L	A	3	7	∅	∅	7	5	7	217	s	aː	∅	∅	ɛ	l	a	S	A	∅	∅	E	L	A	3	7	∅	∅	7	5	7	218	s	aː	∅	∅	ɛ	l	a	S	A	∅	∅	E	L	A	3	7	∅	∅	7	5	7
3	0.5000	4	0.6667	720																							216	ɛ	s	aː	∅	l	a	-	E	S	A	∅	L	A	_	7	3	7	∅	5	7	0	217	ɛ	s	aː	∅	l	a	-	E	S	A	∅	L	A	_	7	3	7	∅	5	7	0	218	ɛ	s	aː	∅	l	a	ʔ	E	S	A	∅	L	A	H	7	3	7	∅	5	7	1
4	0.6667	3	0.5000	720																							216	l	ɛ	s	aː	a	-	∅	L	E	S	A	A	_	∅	5	7	3	7	7	0	∅	217	l	ɛ	s	aː	a	-	∅	L	E	S	A	A	_	∅	5	7	3	7	7	0	∅	218	l	ɛ	s	aː	a	ʔ	∅	L	E	S	A	A	H	∅	5	7	3	7	7	1	∅
5	0.8333	2	0.3333	720																							216	a	l	ɛ	s	-	∅	∅	A	L	E	S	_	∅	∅	7	5	7	3	0	∅	∅	217	a	l	ɛ	s	-	∅	∅	A	L	E	S	_	∅	∅	7	5	7	3	0	∅	∅	218	a	l	ɛ	s	ʔ	∅	∅	A	L	E	S	H	∅	∅	7	5	7	3	1	∅	∅
6	1.0000	1	0.1667	720																							216	-	a	l	ɛ	∅	∅	∅	_	A	L	E	∅	∅	∅	0	7	5	7	∅	∅	∅	217	-	a	l	ɛ	∅	∅	∅	_	A	L	E	∅	∅	∅	0	7	5	7	∅	∅	∅	218	ʔ	a	l	ɛ	∅	∅	∅	H	A	L	E	∅	∅	∅	1	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	727																							219	r	∅	∅	∅	o	r	a	R	∅	∅	∅	U	R	A	5	∅	∅	∅	7	5	7																							220	θ	∅	∅	∅	o	r	a	D	∅	∅	∅	U	R	A	3	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	727																							219	o	r	∅	∅	r	a	∅	U	R	∅	∅	R	A	∅	7	5	∅	∅	5	7	∅																							220	o	θ	∅	∅	r	a	∅	U	D	∅	∅	R	A	∅	7	3	∅	∅	5	7	∅
3	0.7500	2	0.5000	727																							219	r	o	r	∅	a	∅	∅	R	U	R	∅	A	∅	∅	5	7	5	∅	7	∅	∅																							220	r	o	θ	∅	a	∅	∅	R	U	D	∅	A	∅	∅	5	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	727																							219	a	r	o	r	∅	∅	∅	A	R	U	R	∅	∅	∅	7	5	7	5	∅	∅	∅																							220	a	r	o	θ	∅	∅	∅	A	R	U	D	∅	∅	∅	7	5	7	3	∅	∅	∅
1	0.2500	4	1.0000	728																							221	s	∅	∅	∅	i	ʔ	i	S	∅	∅	∅	I	H	I	3	∅	∅	∅	7	1	7	222	h	∅	∅	∅	u	ʃ	i	H	∅	∅	∅	Y	S	I	3	∅	∅	∅	7	3	7	223	s	∅	∅	∅	i	ʔ	i	S	∅	∅	∅	I	H	I	3	∅	∅	∅	7	1	7
2	0.5000	3	0.7500	728																							221	i	s	∅	∅	ʔ	i	∅	I	S	∅	∅	H	I	∅	7	3	∅	∅	1	7	∅	222	u	h	∅	∅	ʃ	i	∅	Y	H	∅	∅	S	I	∅	7	3	∅	∅	3	7	∅	223	i	s	∅	∅	ʔ	i	∅	I	S	∅	∅	H	I	∅	7	3	∅	∅	1	7	∅
3	0.7500	2	0.5000	728																							221	ʔ	i	s	∅	i	∅	∅	H	I	S	∅	I	∅	∅	1	7	3	∅	7	∅	∅	222	ʃ	u	h	∅	i	∅	∅	S	Y	H	∅	I	∅	∅	3	7	3	∅	7	∅	∅	223	ʔ	i	s	∅	i	∅	∅	H	I	S	∅	I	∅	∅	1	7	3	∅	7	∅	∅
4	1.0000	1	0.2500	728																							221	i	ʔ	i	s	∅	∅	∅	I	H	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅	222	i	ʃ	u	h	∅	∅	∅	I	S	Y	H	∅	∅	∅	7	3	7	3	∅	∅	∅	223	i	ʔ	i	s	∅	∅	∅	I	H	I	S	∅	∅	∅	7	1	7	3	∅	∅	∅
1	0.2500	4	1.0000	742																							224	a	∅	∅	∅	g	o	-	A	∅	∅	∅	K	U	_	7	∅	∅	∅	1	7	0	225	aː	∅	∅	∅	g	u	-	A	∅	∅	∅	K	Y	_	7	∅	∅	∅	1	7	0	226	a	∅	∅	∅	g	o	ʔ	A	∅	∅	∅	K	U	H	7	∅	∅	∅	1	7	1
2	0.5000	3	0.7500	742																							224	g	a	∅	∅	o	-	∅	K	A	∅	∅	U	_	∅	1	7	∅	∅	7	0	∅	225	g	aː	∅	∅	u	-	∅	K	A	∅	∅	Y	_	∅	1	7	∅	∅	7	0	∅	226	g	a	∅	∅	o	ʔ	∅	K	A	∅	∅	U	H	∅	1	7	∅	∅	7	1	∅
3	0.7500	2	0.5000	742																							224	o	g	a	∅	-	∅	∅	U	K	A	∅	_	∅	∅	7	1	7	∅	0	∅	∅	225	u	g	aː	∅	-	∅	∅	Y	K	A	∅	_	∅	∅	7	1	7	∅	0	∅	∅	226	o	g	a	∅	ʔ	∅	∅	U	K	A	∅	H	∅	∅	7	1	7	∅	1	∅	∅
4	1.0000	1	0.2500	742																							224	-	o	g	a	∅	∅	∅	_	U	K	A	∅	∅	∅	0	7	1	7	∅	∅	∅	225	-	u	g	aː	∅	∅	∅	_	Y	K	A	∅	∅	∅	0	7	1	7	∅	∅	∅	226	ʔ	o	g	a	∅	∅	∅	H	U	K	A	∅	∅	∅	1	7	1	7	∅	∅	∅
1	0.2000	5	1.0000	748																																													227	f	∅	∅	∅	ʊː	f	u	B	∅	∅	∅	Y	B	Y	3	∅	∅	∅	7	3	7	228	f	∅	∅	∅	uː	f	u	B	∅	∅	∅	Y	B	Y	3	∅	∅	∅	7	3	7
2	0.4000	4	0.8000	748																																													227	ʊː	f	∅	∅	f	u	r	Y	B	∅	∅	B	Y	R	7	3	∅	∅	3	7	5	228	uː	f	∅	∅	f	u	r	Y	B	∅	∅	B	Y	R	7	3	∅	∅	3	7	5
3	0.6000	3	0.6000	748																																													227	f	ʊː	f	∅	u	r	∅	B	Y	B	∅	Y	R	∅	3	7	3	∅	7	5	∅	228	f	uː	f	∅	u	r	∅	B	Y	B	∅	Y	R	∅	3	7	3	∅	7	5	∅
4	0.8000	2	0.4000	748																																													227	u	f	ʊː	f	r	∅	∅	Y	B	Y	B	R	∅	∅	7	3	7	3	5	∅	∅	228	u	f	uː	f	r	∅	∅	Y	B	Y	B	R	∅	∅	7	3	7	3	5	∅	∅
5	1.0000	1	0.2000	748																																													227	r	u	f	ʊː	∅	∅	∅	R	Y	B	Y	∅	∅	∅	5	7	3	7	∅	∅	∅	228	r	u	f	uː	∅	∅	∅	R	Y	B	Y	∅	∅	∅	5	7	3	7	∅	∅	∅
1	0.2000	5	1.0000	757																							229	m	∅	∅	∅	o	z	o	M	∅	∅	∅	U	S	U	4	∅	∅	∅	7	3	7																							230	m	∅	∅	∅	o	g	o	M	∅	∅	∅	U	K	U	4	∅	∅	∅	7	1	7
2	0.4000	4	0.8000	757																							229	o	m	∅	∅	z	o	l	U	M	∅	∅	S	U	L	7	4	∅	∅	3	7	5																							230	o	m	∅	∅	g	o	l	U	M	∅	∅	K	U	L	7	4	∅	∅	1	7	5
3	0.6000	3	0.6000	757																							229	z	o	m	∅	o	l	∅	S	U	M	∅	U	L	∅	3	7	4	∅	7	5	∅																							230	g	o	m	∅	o	l	∅	K	U	M	∅	U	L	∅	1	7	4	∅	7	5	∅
4	0.8000	2	0.4000	757																							229	o	z	o	m	l	∅	∅	U	S	U	M	L	∅	∅	7	3	7	4	5	∅	∅																							230	o	g	o	m	l	∅	∅	U	K	U	M	L	∅	∅	7	1	7	4	5	∅	∅
5	1.0000	1	0.2000	757																							229	l	o	z	o	∅	∅	∅	L	U	S	U	∅	∅	∅	5	7	3	7	∅	∅	∅																							230	l	o	g	o	∅	∅	∅	L	U	K	U	∅	∅	∅	5	7	1	7	∅	∅	∅
1	0.1667	6	1.0000	762																							231	a	∅	∅	∅	m	a	z	A	∅	∅	∅	M	A	S	7	∅	∅	∅	4	7	3	232	a	∅	∅	∅	m	a	s	A	∅	∅	∅	M	A	S	7	∅	∅	∅	4	7	3	233	a	∅	∅	∅	m	a	z	A	∅	∅	∅	M	A	S	7	∅	∅	∅	4	7	3
2	0.3333	5	0.8333	762																							231	m	a	∅	∅	a	z	i	M	A	∅	∅	A	S	I	4	7	∅	∅	7	3	7	232	m	a	∅	∅	a	s	i	M	A	∅	∅	A	S	I	4	7	∅	∅	7	3	7	233	m	a	∅	∅	a	z	i	M	A	∅	∅	A	S	I	4	7	∅	∅	7	3	7
3	0.5000	4	0.6667	762																							231	a	m	a	∅	z	i	ɲ	A	M	A	∅	S	I	N	7	4	7	∅	3	7	4	232	a	m	a	∅	s	i	ɲ	A	M	A	∅	S	I	N	7	4	7	∅	3	7	4	233	a	m	a	∅	z	i	-	A	M	A	∅	S	I	_	7	4	7	∅	3	7	0
4	0.6667	3	0.5000	762																							231	z	a	m	a	i	ɲ	∅	S	A	M	A	I	N	∅	3	7	4	7	7	4	∅	232	s	a	m	a	i	ɲ	∅	S	A	M	A	I	N	∅	3	7	4	7	7	4	∅	233	z	a	m	a	i	-	∅	S	A	M	A	I	_	∅	3	7	4	7	7	0	∅
5	0.8333	2	0.3333	762																							231	i	z	a	m	ɲ	∅	∅	I	S	A	M	N	∅	∅	7	3	7	4	4	∅	∅	232	i	s	a	m	ɲ	∅	∅	I	S	A	M	N	∅	∅	7	3	7	4	4	∅	∅	233	i	z	a	m	-	∅	∅	I	S	A	M	_	∅	∅	7	3	7	4	0	∅	∅
6	1.0000	1	0.1667	762																							231	ɲ	i	z	a	∅	∅	∅	N	I	S	A	∅	∅	∅	4	7	3	7	∅	∅	∅	232	ɲ	i	s	a	∅	∅	∅	N	I	S	A	∅	∅	∅	4	7	3	7	∅	∅	∅	233	-	i	z	a	∅	∅	∅	_	I	S	A	∅	∅	∅	0	7	3	7	∅	∅	∅
1	0.1250	8	1.0000	777																							234	g	∅	∅	∅	i	n	d	K	∅	∅	∅	I	N	T	1	∅	∅	∅	7	4	1	235	-	∅	∅	∅	-	-	d	_	∅	∅	∅	_	_	T	0	∅	∅	∅	0	0	1	236	g	∅	∅	∅	i	n	d	K	∅	∅	∅	I	N	T	1	∅	∅	∅	7	4	1
2	0.2500	7	0.8750	777																							234	i	g	∅	∅	n	d	aː	I	K	∅	∅	N	T	A	7	1	∅	∅	4	1	7	235	-	-	∅	∅	-	d	aː	_	_	∅	∅	_	T	A	0	0	∅	∅	0	1	7	236	i	g	∅	∅	n	d	aː	I	K	∅	∅	N	T	A	7	1	∅	∅	4	1	7
3	0.3750	6	0.7500	777																							234	n	i	g	∅	d	aː	l	N	I	K	∅	T	A	L	4	7	1	∅	1	7	5	235	-	-	-	∅	d	aː	l	_	_	_	∅	T	A	L	0	0	0	∅	1	7	5	236	n	i	g	∅	d	aː	l	N	I	K	∅	T	A	L	4	7	1	∅	1	7	5
4	0.5000	5	0.6250	777																							234	d	n	i	g	aː	l	i	T	N	I	K	A	L	I	1	4	7	1	7	5	7	235	d	-	-	-	aː	l	i	T	_	_	_	A	L	I	1	0	0	0	7	5	7	236	d	n	i	g	aː	l	i	T	N	I	K	A	L	I	1	4	7	1	7	5	7
5	0.6250	4	0.5000	777																							234	aː	d	n	i	l	i	a	A	T	N	I	L	I	A	7	1	4	7	5	7	7	235	aː	d	-	-	l	i	a	A	T	_	_	L	I	A	7	1	0	0	5	7	7	236	aː	d	n	i	l	i	a	A	T	N	I	L	I	A	7	1	4	7	5	7	7
6	0.7500	3	0.3750	777																							234	l	aː	d	n	i	a	∅	L	A	T	N	I	A	∅	5	7	1	4	7	7	∅	235	l	aː	d	-	i	a	∅	L	A	T	_	I	A	∅	5	7	1	0	7	7	∅	236	l	aː	d	n	i	a	∅	L	A	T	N	I	A	∅	5	7	1	4	7	7	∅
7	0.8750	2	0.2500	777																							234	i	l	aː	d	a	∅	∅	I	L	A	T	A	∅	∅	7	5	7	1	7	∅	∅	235	i	l	aː	d	a	∅	∅	I	L	A	T	A	∅	∅	7	5	7	1	7	∅	∅	236	i	l	aː	d	a	∅	∅	I	L	A	T	A	∅	∅	7	5	7	1	7	∅	∅
8	1.0000	1	0.1250	777																							234	a	i	l	aː	∅	∅	∅	A	I	L	A	∅	∅	∅	7	7	5	7	∅	∅	∅	235	a	i	l	aː	∅	∅	∅	A	I	L	A	∅	∅	∅	7	7	5	7	∅	∅	∅	236	a	i	l	aː	∅	∅	∅	A	I	L	A	∅	∅	∅	7	7	5	7	∅	∅	∅
1	0.2500	4	1.0000	782	237	d	∅	∅	∅	eː	ɲ	i	T	∅	∅	∅	E	N	I	1	∅	∅	∅	7	4	7																							238	d	∅	∅	∅	iː	ŋ	i	T	∅	∅	∅	I	N	I	1	∅	∅	∅	7	4	7																						
2	0.5000	3	0.7500	782	237	eː	d	∅	∅	ɲ	i	∅	E	T	∅	∅	N	I	∅	7	1	∅	∅	4	7	∅																							238	iː	d	∅	∅	ŋ	i	∅	I	T	∅	∅	N	I	∅	7	1	∅	∅	4	7	∅																						
3	0.7500	2	0.5000	782	237	ɲ	eː	d	∅	i	∅	∅	N	E	T	∅	I	∅	∅	4	7	1	∅	7	∅	∅																							238	ŋ	iː	d	∅	i	∅	∅	N	I	T	∅	I	∅	∅	4	7	1	∅	7	∅	∅																						
